"군급","군급상태","명칭(한글)","명칭(영문)","주석(한글)","주석(영문)","포함(한글)","포함(영문)","제외(한글)","제외(영문)"
"6510","A","외과 붕대재","Surgical Dressing Materials","","","붕대, (혈관을 압축하는) 압정대, 치료용 재료, 가아제, 스펀지 및 임산부용 외과 치료용 재료","Includes Bandages, Compresses, Dressings, Gauze, Pads, Sponges, and impregnated surgical dressing materials.","",""
"6515","A","내과 및 외과용 기구,장비 및 공급품","Medical and Surgical Instruments, Equipment, and Supplies","","","마취기구, 수혈기구, 산소 치료기구, 인공 호흡기, 정형외과용 공급품, 아치 지지대, 체온계, 봉합사, 보청기, 수의학용 장비, 내시경, 광학용 섬유","Includes: Anesthesia Apparatus; Blood Transfusion Apparatus; Oxygen Therapy Apparatus; Respirators; Orthopedic Supplies; Arch Supports; Clinical Thermometers; Sutures; Hearing Aids; Veterinary Equipment; Endoscopes, Fiber Optic; and In Vitro Diagnostic Devices classified and regulated by the FDA.","안과용 기구, 장비 및 공급품, 비내과용 내시경","Excludes: Ophthalmic Instruments, Equipment, and Supplies; Non-Medical Endoscopes; In Vitro Diagnostic Substances, Reagents, Test Kits and Sets (6550)."
"6520","A","치과용 기구,장비 및 공급품","Dental Instruments, Equipment, and Supplies","","","치과용 도구; 치과 실험실용 장비; 수술용 의자; 치열 교정기구; 의치; 치과용 금속; 치과용 연마기; 치과 실험실용 비품","Includes Dental Engines; Dental Laboratory Equipment; Operating Chairs; Orthodontic Appliances; Teeth; Dental Metals; Dental Abrasives; Dental Laboratory Furniture.","",""
"6525","A","내과,치과 및 수의과용 X-선 장비 및 용품","Imaging Equipment and Supplies: Medical, Dental, Veterinary","","","내과용 X-선 필름; 내과용 X-선 필름 판독장치; 내과용 X-선 현상 및 마무리 장비 및 공급품; X-선관","Includes Medical X-ray Film; Medical X-Ray Film Viewing Equipment; Medical X-Ray Film Processing and Finishing Equipment and Supplies; X-Ray Tubes; Computerized Tomography (CT) scanners and related equipment; Magnetic Resonance Imaging machine and related equipment; Positron Emission Tomography (PET) scanners and related equipment; Computed and/or Direct Digital Radiography machines and related equipment; Ultrasound and Echocardiogram scanners and related equipment; Scintigraphy equipment; Medical Picture Archiving and Communication Systems (PACS) equipment; Medical Thermal Imaging equipment; Optical Coherence Tomography (OCT) spectroscopy machines and related equipment; and imaging supplies and Contrast delivery systems that are not used by other medical disciplines.","산업용 X-선 장비","Excludes Industrial imaging equipment (X-ray, Thermal and the rest;) Supplies and equipment that can be used by other medical disciplines (See Medical and Surgical Instruments, Equipment and Supplies and Hospital and Surgical Clothing and related Special Purpose Items.)"
"6530","A","병원용 비품,장비,용구 및 용품","Hospital Furniture, Equipment, Utensils, and Supplies","","","정형외과용 장비; 수술용 조명등; 물리요법용 장비; 살균장치; 휠체어; 들것; 병원 침대; 구속장비","Includes Orthopedic Equipment; Operating Lights; Physiotherapy Equipment; Sterilizers; WheelChairs; Litters; Hospital Beds; Restraint Equipment.","",""
"6532","A","병원 및 외과용 피복 및 관련 특수목적 품목","Hospital and Surgical Clothing and Related Special Purpose Items","","","연방목록체계에 관련된 연방조직 어느 곳에도 그와 같은 기능을 수행하는 곳이 없는 병원 운영 또는 내과 또는 치과 시설에서 전적으로 사용하는 피복 품목","Includes Only those clothing items which are required exclusively for use in hospital operations, or in medical or dental facilities, which have no functional counterpart elsewhere in Federal Organizations participating in the Federal Catalog System.","일반용도의 피복 및 직물제품","Excludes General purpose items of clothing and fabricated textile material."
"6540","A","안과용 기구,장비 및 용품","Ophthalmic Instruments, Equipment, and Supplies","","","안과용 렌즈 절삭 및 연마기계; 안과용 렌즈 및 천; 안경테; 안과 및 시력측정 기구, 장비 및 공급품","Includes Ophthalmic Lens Cutting and Grinding Machine; Ophthalmic Lenses and Lens Blanks; Spectacle Frames; Ophthalmological and Optometric Instruments, Equipment, and Supplies.","광학용렌즈 절삭 및 연마용기계; 검안경 및 검이경 세트; 다른 내과 분야에 사용되는 외과 기구 및 공급품; 예를들면 봉합사, 안대, 눈 보호물, 세안기와 같은 품목","Excludes Optical Lens Cutting and Grinding Machines: Ophthalmoscope and Otoscope Set; Surgical Instruments and Supplies that can be used by other medical disciplines; i.e., sutures, eye pads, eye shields, eye bath, and the like."
"6545","A","야전보급 의료 세트,키트 및 장구","Replenishable Field Medical Sets, Kits, and Outfits","","","","","그룹 65 ""내과, 치과 및 수의과용 장비 및 공급품"" 내 다른 군급에 분류할 수 곤충 상처 키트와 같은 세트 및 키트; 검이경 및 검안경 세트; 시험관내 진단시험 키트 및 유사류","Excludes Sets and kits which can be logically classified in another FSC Class in Group 65, such as Insect Sting Kit; Otoscope and Opthalmoscope Set; In Vitro Diagnostic Test Kits; and the like."
"6550","A","시험관내 진단물질,시약,시험키트 및 세트","In Vitro Diagnostic Substances, Reagents, Test Kits and Sets","","","시험정제, 시험슬라이드, 시험띠, 시험카드, 시험종이, 시험용액, 시약과 같은 시험관내 진단 보조제,  질병의 의학적 진단, 신체조직의 기능장해 또는 다른 이상 징후를 결정하기 위한 보조 목적으로 혈액, 소변, 배설물과 같은 견본위에 시험관내 정량, 정질의 시험을 위한 세트 및 키트","Includes In vitro diagnostic aids, such as test tablets, test slides, test strips, test cards, test papers, test solutions, reagents; sets and kits designated for in vitro qualitative and quantitative tests on specimens, such as blood, urine, feces, and the like, for the purposes of aiding in the medical diagnosis of disease, determining body organ dysfunction, or other abnormal conditions.","군급 6505 ""약품 및 생화학제""로 분류된 시험관내 진단 물질","Excludes In vivo diagnostic substances classifiable in FSC 6505."
"6600","A","계기류 및 실험실 장비","Instruments and Laboratory Equipment","시험실 장비 및 계기 사용을 위해 특수 설계된 적외선 조립체(보조조립체 및 구성품 포함)는 이 그룹의 군급에 포함하며, 또한 시험실 장비 및 계기 사용을 위해 특수 설계된 컴퓨터(컴퓨터 조립체, 컴퓨터 장치 및 구성품 포함)도 포함한다","Note-Infrared assemblies (including sub-assemblies and components) designed specifically for use as or with instruments and laboratory equipment are included in the classes of this group. Also included are computers (including computer assemblies, computer systems and components) designed specifically for use with instruments and laboratory equipment.","","","",""
"6605","A","항법계기","Navigational Instruments","","","방위각; 6분의; 8분의; 나침판; 백해도판; 수중 측정장비; 공기위치 표시계; 편류계","Includes Azimuths; Sextants; Octants; Compasses; Plotting Boards; Underwater Log Equipment; Air Position Indicators; Drift Meters.","",""
"6610","A","비행계기","Flight Instruments","","","대기속도계; 승강계; 선회경사계; 피토관; 자이로 수평표시기; 자세 자이로 표시기","Includes Air Speed Indicators; Rate of Climb Indicators; Bank and Turn Indicators; Pitot Tubes; Gyro Horizon Indicators; Attitude Gyro Indicators.","항법계기(군급 6605)","Excludes Navigational Instruments (FSC 6605)."
"6615","A","자동조종장치 및 항공기용 자이로 구성품","Automatic Pilot Mechanisms and Airborne Gyro Components","유도탄의 자이로 구성품은 이 군급에 포함한다. 완전한 자이로 장치 및 비항공기용 자이로 구성품은 제외되며, 이들은 이보다 한단계 높은 조립체로서 동일한 군급에 분류한다","Note-Included in this class are gyro components of guided missiles. Excluded are complete gyro mechanisms and nonairborne gyro components, both of which are classified in the same classes as their next higher assemblies.","자동조종 조절기; 방향, 수직, 선회경사 및 유압면 자이로 조절장치; 항공기 및 선박용 자동조종장치; 헬리콥터 안정장치","Includes Automatic Pilot Regulators; Directional, Vertical, Bank and Turn, and Hydraulic Surface Gyro Controls; Airborne and Shipborne Automatic Pilot Mechanisms; Helicopter Automatic Stabilization Equipment.","자동조종 훈련장치 (군급 6930 ""운전 훈련장치""), 유도탄용 자동조종장치 (군급 1420 ""유도탄 구성품"")","Excludes Automatic Pilot Training Devices (FSC 6930); and Automatic Pilot Mechanisms, Guided Missile (FSC 1420)."
"6620","A","엔진계기","Engine Instruments","엔진 및 엔진 이외의 곳에 공용으로 사용되는 계기는 이 군급에 포함되지 않으며, 그룹 66 ""계기류 및 실험실 장비""의 적절한 군급에 분류한다","Note-Instruments designed for use on both engines and other than engines are not included in this class and should be classified in the appropriate instruments class of Group 66.","항공기,선박 및 차량용을 포함하는 모든 엔진의 계기; 연료 압력계; 매니폴드 압력계; 유압계; 연료 혼합계; 엔진오일 및 연료 경보장치","Includes All Engine Instruments, including Aircraft, Marine, and Vehicular; Fuel Pressure Gages; Manifold Pressure Gages; Oil Pressure Gages; Fuel Mixture Indicators; Engine Oil and Fuel Warning Devices.","",""
"6625","A","전기 및 전자 특성 측정 시험계기","Electrical and Electronic Properties Measuring and Testing Instruments","이 군급은 특수설계된 것이라 할지라도 전류계, 전압계, 저항계, 멀티미터와 같은 전기 및 전자 모든 ""기본""형 장비를 포함한다. 핵병기, 발사통제장치, 유도탄, 차량, 항공기 또는 촬영장비용으로 특수설계된 ""기본""계기 이외의 시험계기는 ""특수 설계된 품목 제외""라는 수식어귀에 따라 이 군급에서 제외한다. 특수 설계된 시험계기들은 연방보급분류내 다른 군급에 분류한다. 통신 및 야간관측 유지 및 시험특수장비용으로 설계된 통신 시험장비, 적외선 시험장비는 이 군급에 포함한다","Note-This class includes all ""basic"" types of electrical and electronic test instruments, such as ammeters, voltmeters, ohmmeters, multimeters, and similar instruments, even if specially designed. Excluded from this class by the modifier ""except specially designed"" are test instruments, other than ""basic"" instruments, which are specially designed for use with atomic ordnance, fire control, guided missile, motor vehicle, aircraft, or photographic equipment. Such specially designed test instruments are to be classified in other classes in the Federal Supply Classification.  This class includes communications test equipment, infrared test equipment designed for communication, and night vision maintenance and test specialized equipment.","시험용 도선 및 시험용 도선 부속품; 통신장비용으로 설계된 시험계기; 둘 이상의 연방보급분류 그룹에 분류되는 전자장비용으로 설계된 시험계기","Includes Test Leads and Test Lead Attachments; Test instruments designed for communication equipment; Test instruments designed for use with electronic equipment classified in two or more FSC groups.","방사능 탐지측정장비","Excludes Radiac Equipment"
"6630","A","화학분석계기","Chemical Analysis Instruments","","","산도(pH)계; 가스 분석기; 알칼리성 측정계기; 색도계","Includes Acidity (pH) Meters; Gas Analyzers; Alakalinity Measuring Instruments; Colorimeters.","가스 검출장비; 수동식 가스경보기; 화학제품; 시험관 진단물질 및 시약","Excludes Gas Detecting Equipment; Manual Gas Alarms; Chemicals; In Vitro Diagnostic Substances and Reagents."
"6632","A","","Analysis Instruments, Medical Laboratory Use","","Note: All analysers and instrumentation used in a medical/clinical setting for the purpose of aiding in the medical diagnosis of disease. Types of instrumentation include immunochemistry, clinical chemistry, coagulation, hematology, clinical microbiology, urinalysis, differential counters, histology, cytology equipment, and point of care analysers.","","Includes: Instrumentation performing the following analysis: blood cell, blood serum, urine, fecal, tissue slide staining, molecular infectious disease, tissue cells, polymerase chain reaction, serum electrophoresis, and DNA. Related supporting components and parts are also included.","","Excludes: Non-medical use instrumentation. Gas detecting equipment, manual gas alarms, air quality monitoring equipment, chemicals, In Vitro Diagnostic Devices, In Vitro Diagnostics Substances, Reagents, water monitors, water quality instruments, general use meters, stack emission measuring equipment, Ph and ion-selective meters, titrators and titration systems, and all other nonmedical analysis instrumentation. Also excludes general use laboratory equipment and supplies such as beakers, flasks, test tubes, balances, scales. Note: For clinical laboratory reagents see PSC Code 6550."
"6635","A","물리적특성 시험 및 검사장비","Physical Properties Testing and Inspection","","","형광투광 검사장치와 같은 위협 및 비위협적 검사장비; 자력 검사장비; 산업용 X-선 기계; 산업용 X-선 필름; 장력계; 물질 경도 시험장비","Includes Destructive and Nondestructive Inspection Equipment such as Fluorescent Penetrant Inspection Units; Magnetic Inspection Units; Industrial X-Ray Machines; Industrial X-Ray Film; Tensiometers; Material Hardness Testers.","일반목적용 측정공구(군급 5210 ""기능공용 측정공구) 및 정밀 측정공구 및 검사게이지(군급 5220 ""검사게이지 및 정밀설계용 공구"")","Excludes General Purpose Measuring Tools (FSC 5210) and Precision Measuring Tools and Inspection Gages (FSC 5220)."
"6636","A","환경실 및 관련 장비","Environmental Chambers and Related Equipment","이 군급은 장비 및 구성품에 대해 습도, 침수, 고도, 폭발, 열충격, 모래 및 먼지, 연소,밀봉과 같은 모의 조건에서 물리적 손상 및(또는) 변화를 결정하기 위해 모의 조건에서 통제된 실험을 수행하기 위해 사용되는 환경장치는 이 군급에 포함한다. 이 군급에 포함되는 환경장치는 야전에서 존재하는 상태의 실제 상황과 동일한 다양한 품목의 수명 및 습성을 고려한 자료를 제공한다","Note-This class includes only those environmental chambers used exclusively to perform controlled tests, under simulated conditions, to determine physical damage and/or changes in operating characteristics for equipments and components such as Humidity; Immersion; Moisture; Altitude; Explosion; Thermal Shock; Sand and Dust; Flammability; Seal. Environmental chambers included in this class provide data regarding service life and behavior of various items equivalent to actual service conditions existing in the field.","체임버; 와인드 터널; 모의 환경상태를 위해 특수 설계된 수용구; 환경장치에 관련된 특수 설계된 장비 및 구성품","Includes Chambers; Wind Tunnels; Enclosures specifically designed to simulate an environmental condition; Weatherometers; Fadeometers; Specially designed equipment and components exclusively related to environmental chambers.","일반목적 조립식 건축물, 체임버, 패널 및 구성품(군급 5410 ""조립식 및 이동식 건축물""); 통제된 환경조절 키트 및 세트(군급 4240 ""안전 및 구조장비""), 목욕탕(군급 4510 ""배관 설비물 및 부수품""), 오븐(군급 7310 ""요리, 제빵 및 서빙장비""), 가마(군급 3630 ""점토 및 콘크리트 가공 생산기계""), 라디오 존데 기준선 검사세트(군급 6660 ""기상 관측기구 및 장치""), 다양한 재압축 체임버(군급 4220 ""해양구명 및 잠수장비""), 고도 훈련용 저압 체임버(군급 6930 ""운전 훈련장치""), 훈련장치로 쓰이는 체임버(군급 6930), 검사 및 시험장비(군급 6625 ""전기 및 전자 특성측정 시험계기""), 화학 분석기구(군급 6630), 전기 및 전자 특성 측정 및 시험기구(군급 6625), 기상관측기구(군급 6660)","Excludes General purpose prefabricated buildings, chambers, panels, and components (FSC 5410); Controlled Environmental Conditioning Kits and Sets (FSC 4240); Baths (FSC 4510); Ovens (FSC 7310); Kilns (FSC 3630); Radiosonde Baseline Check Sets (FSC 6660); Divers Recompression Chambers (FSC 4220); Altitude Training Decompression Chambers (FSC 6930); and Chambers used as training devices (FSC 6930); Checkout and Test Equipment (FSC 6625); Chemical Analysis Instruments (FSC 6630); Electrical and Electronic Properties Measuring and Testing Instruments (FSC 6625); and Meteorological Instruments (FSC 6660)."
"6640","A","실험실 장비 및 용품","Laboratory Equipment and Supplies","","","실험실용 유리기구; 실험실용 깔대기; 실험실용 화로; 유리구슬; 실험실용 하얀 모래; 리트머스 시험지; 종이 필터; 곤충 꽂는 핀; 실험실용 유리솜; 치과용을 제외한 실험실용 비품","Includes Laboratory Glassware; Laboratory Funnels; Laboratory Furnaces; Glass Beads; Laboratory White Sand; Litmus Paper; Paper Filters; Insect Transfixion Pins; Laboratory Glass Wool; Laboratory Furniture, except Dental Laboratory.","그룹 66 ""계기류 및 실험실 장비""의 다른 군급에 분류되는 기구, 치과용 장비, 실험실용 자 및 저울, 시험관용 진단물질 및 시약","Excludes: Instruments covered by other classes in group 66; Dental Laboratory Equipment; Laboratory Scales and Balances; In Vitro Diagnostic Substances and Reagents; In Vitro Diagnostic Devices classified and regulated by the FDA (6515)."
"6645","A","시간측정계기","Time Measuring Instruments","","","시계, 업무기록장치, 시간기록장치, 시간스탬프, 시계장치, 휴대용시계","Includes Clocks; Job Recording Devices; Time Recorders; Time Stamps, Watch and Clock Movements; Watches.","",""
"6650","A","광학기구,시험장비,구성품 및 부속품","Optical Instruments, Test Equipment, Components and Accessories","","","쌍안경; 확대경; 잠망경; 망원경; 광학소자; 렌즈; 프리즘; 윈도우; 광학 벤치 및 부속장치; 내시경; 광섬유(비의학용)","Includes Binoculars; Magnifiers; Microscopes; Periscopes; Telescopes; Optical Elements; such as Lens, Prisms, Windows; Optical Benches and Associated Devices; Endoscopes, Fiber Optics (Non-Medical)); Optical Observation Instruments which incorporate both day and night viewing characteristics within an integral unit.","광학 사격통제기구; 광학 측량기구; 사진 측량기구; 팔분의; 육분의; 사격통제장비에 통합된 광학기구; 안과용 기구; 전자 광섬유 시험장비; 의학용 내시경","Excludes Fire Control Instruments, Optical; Surveying Instruments, Optical; Photogrammetric Instruments; Octants; and Sextants; Optical Instruments Integrated with Fire Control Equipment; Opthalmological Instruments; Electronic Fiber Optic Test Equipment; Medical Endoscopes."
"6655","A","지구물리학 기구","Geophysical Instruments","","","측지, 해양, 지진관측기구","Includes Geodetic, Oceanographic and Seismographic Instruments.","망원경","Excludes Telescopes."
"6660","A","기상관측기구 및 장치","Meteorological Instruments and Apparatus","","","기상관측용 풍선; 라디오 존데 세트; 레이더 존데 세트","Includes Meteorological Ballons; Radiosonde Sets; Radarsonde Sets.","",""
"6665","A","위험탐지기구 및 장치","Hazard-Detecting Instruments and Apparatus","","","방사능 탐지측정장비; 가스 검출장비; 지뢰 탐지장비","Includes Radiac Equipment; Gas Detecting Equipment; Land Mine Detecting Equipment.","수동 가스 경보기(군급 6350 ""기타 경보 및 보안탐지장치"")","Excludes Manual Gas Alarms (FSC 6350)."
"6670","A","자 및 저울","Scales and Balances","","","자동판매용, 가정용, 산업용, 우편용 및 실험실용 자 및 저울","Includes Coin Operated, Household, Industrial, Postal, and Laboratory Scales and Balances.","",""
"6675","A","제도,측량 및 지도제작용 기구","Drafting, Surveying, and Mapping Instruments","","","제도 기구 및 도구; 산업 및 건축용 자; 수준기; 측량용 전경의; 사진측량기구; 아스트로라베; 수준기 척; 평판측기; 측량 고도계; 경위의 [註] ⓐ아스트로라베: 옛날의 천문관측의 ⓑ경위의: 연직각 및 수평각을 측정하는데 씀","Includes Drawing Instruments, Drafting Tools; Engineering and Architectural Scales; Levels; Transits; Photogrammetric Instruments; Astrolabes; Level Rods; Plane Tables; Surveying Altimeters; Theodolites.","측량용 테이프","Excludes Surveyors' Tapes."
"6680","A","액체 및 기체의 흐름,액체의 수준 및 기계적 운동을 측정하는 기구","Liquid and Gas Flow, Liquid Level, and Mechanical Motion Measuring Instruments","","","액체의 수준을 측정하는 플로트 기구; 회전수 계산기; 속도계; 회전도 측정기기; 산소 흐름 표시기; 엔진 회전속도계를 포함한 회전속도계","Includes Liquid Level Float Instruments; Revolution Counters; Speedometers; Rotation Measuring Instruments and Apparatus; Oxygen Flow Indicators; Tachometers, including Engine Tachometers.","복합계기(군급 6695 ""복합 및 기타기구""); 기상관측기구(군급 6660 ""기상관측기구 및 장치""); 자동제어밸브(그룹 48 ""밸브"")","Excludes Combination Instruments; (FSC 6695); Meteorological Instruments (FSC 6660); and Automatic Control Valves (FSG 48)."
"6685","A","압력,온도 및 습도측정 및 조절용 계기","Pressure, Temperature, and Humidity Measuring and Controlling Instruments","","","엔진온도계를 포함한 온도계; 압력계; 열전대 도선; 저항구","Includes Thermometers, including Engine Thermometers; Pressure Gages; Thermocouple Leads; Resistance Bulbs.","체온계(군급 6515 ""내과 및 외과용 기구, 장비 및 공급품""); 온도조절 및 차동 압력 스위치(군급 5930 ""스위치""); 기상관측기구(군급 6660 ""기상관측기구 및 장비"")","Excludes Clinical Therometers; (FSC 6515); Thermostatic and Differential Pressure Switches (FSC 5930); and Meteorological Instruments (FSC 6660)."
"6695","A","복합 및 기타 계기","Combination and Miscellaneous Instruments","","","흐름 압력계; 택시 미터; 동력계","Includes Flow-Pressure Instruments; Taximeters; Dynamometers.","치과, 내과, 외과 및 수의과용 기구","Excludes Dental, Medical, Surgical, and Veterinary Instruments."
"6700","A","촬영장비","Photographic Equipment","촬영장비용으로 특수 설계된 컴퓨터(컴퓨터 조립체, 컴퓨터 시스템 및 구성품 포함)가 포함된다.","Note-Included are computers (including computer assemblies, computer systems and components) designed specifically for use with photographic equipment.","","","",""
"6710","A","영화 촬영기","Cameras, Motion Picture","","","항공촬영 및 지도제작용 카메라","Includes Aerial and Mapping Cameras.","비항공기 탑재용 텔레비전 카메라(군급 5820 ""비항공기 탑재용 라디오 및 텔레비젼 통신장비""); 항공기 탑재용 텔레비전 카메라(군급 5821 ""항공기 탑재용 라디오 및 텔레비젼 통신장비""); 비디오 카메라(군급 5836 ""영상 녹음 및 재생장비"")","Excludes Television Cameras, Nonairborne (FSC 5820); Television Cameras, Airborne (FSC 5821); Video Cameras (FSC 5836)."
"6720","A","스틸사진 카메라","Cameras, Still Picture","","","항공, 지도제작, 마이크로필름, 사진복사 및 스튜디오 카메라","Includes Aerial, Mapping, Microfilm, Photocopy, and Studio Cameras.","X-선 카메라(군급 6525 ""내과, 치과, 수의과용 X-선 장비 및 용품"") 및 산업용 X-선 기기(군급 6635 ""물리적특성 시험 및 검사장비"")","Excludes X-Ray Cameras (FSC 6525), and Industrial X-Ray Machine (FSC 6635)."
"6730","A","사진 영사장비","Photographic Projection Equipment","","","스크린; 뷰어; 사진지도 영사기; 통합 뷰어/필름인화기 및 마이크로폼 저장 및 복구 시스템","Includes Screens; Viewers; Photomap Projectors; Integrated Viewers/Printer and Microform storage and retrieval systems.","",""
"6740","A","사진현상 및 마무리 장비","Photographic Developing and Finishing Equipment","","","편집장비; 확대기; 건조기; 압축기; 인화기; 세척기","Includes Editing Equipment; Enlargers; Driers; Pressers; Printers; Washers.","",""
"6750","A","사진용품","Photographic Supplies","","","감광지; 특수목적 사진용 화학제; 현상되지 않은 필름; 사진촬영용 섬광전구","Includes Sensitized Photographic Paper; Special Purpose Photographic Chemicals; Unprocessed Film; Photoflash Lamps.","X-선 필름(군급 6525 ""내과용"" 또는 군급 6635 ""산업용""); 직접 정전기형 인화 또는 복사용 사진전송장치(팩시밀리) 용지(군급 7530 ""사무용품 및 기록양식"")","Excludes X-Ray Film (Medical Class 6525 or Industrial Class 6635); Electrographic (Facsimile) Paper for direct electrostatic printing or copying (FSC 7530)."
"6760","A","사진장비 및 부속품","Photographic Equipment and Accessories","","NOTE - This class includes motion picture, still picture and photographic projection equipment and accessories.","광도계; 삼각대; 필터; 거리측정계; 사진촬영용 투광조명장치; 렌즈; 특수 사진촬영 시험장비","Includes Light Meters; Tripods; Filters; Range-finders; Photographic Floodlight Fixtures; Lenses; Specialized Photographic Test Equipment; Covers; Stands; Supports.","램프(전구) (군급 6240 ""전등""); 사진촬영용 섬광전구(군급 6750 ""사진용품"")","Excludes Lamps (bulbs) (FSC 6240); Photoflash Lamps (FSC 6750)."
"6770","A","현상된 필름","Film, Processed","","","무성 및 유성 영화필름; 스틸사진 필름","Includes Motion Picture Film, Silent and Sound; Still Picture Film.","X-선 필름 (군급 6525 ""내과용"" 또는 군급 6635 ""산업용""); 훈련 및 교육용 필름 (군급 6910 ""훈련용 보조재료""); 현상된 마이크로필름","Excludes X-Ray Film (Medical class 6525 or Industrial class 6635); Training and Educational Film (FSC 6910); Processed Microfilm (FSC 7670)."
"6780","A","사진용 세트,키트 및 기구","Photographic Sets, Kits, and Outfits","","","","","",""
"6800","A","화학제 및 화학제품","Chemicals and Chemical Products","일반적으로 각각의 비의약 화학제 및 화합물은 군급 6810 ""화학제품""에 분류한다. 특별한 용액(물 제외)으로 제조된 화학제 또는 화합물의 배합물은 군급 6810 이외의 군급에 용도에 따라 분류한다. 예를 들면 화학화합물 DDT는 군급 6810에 분류되는 반면, DDT(액체 스프레이, 살충제)는 군급 6840 ""살충 및 소독제""에 분류한다. 표백제, 바퀴살충제 및 부동액과 같은 비화학적 이름을 포함하는 유사 보급품은 군급 6810 이외의 군급에 용도에 따라 분류한다. 차아 염소산 나트륨 용액, 클로르단, 에틸렌 글리콜과 같은 화학화합물에 상응하는 품목은 군급 6810에 분류한다. 의약용 화학제품은 일반적으로 군급 6505 ""약품 및 생물학 제품""에 분류하고, 시험관내 진단물질 및 시약은 군급 6550 ""시험관내 진단물질, 시약, 시험키트 및 세트""에 분류하며, 추진연료 및 산화제 전용으로 제조된 화학제는 이 그룹에서 제외한다.","Note-In general, individual nonmedicinal chemical elements and compounds are classified in Class 6810. Combinations (or mixtures) of chemical compounds, or chemicals prepared in a particular vehicle (other than water) are generally classified according to use, in classes other than 6810. For example, the chemical compound DDT, is classified in 6810, whereas DDT liquid spray, the insecticide, is classified in 6840-Pest Control Agents and Disinfectants. Similarly items of supply bearing nonchemical names such as BLEACH; INSECTICIDE, ROACH; and ANTIFREEZE are generally classified according to use, in classes other than 6810, whereas corresponding chemical compounds, such as sodium hypochlorite solution, chlordane, and ethylene glycol are classified in 6810. Medicinal chemicals are generally classified in 6505-Drugs and Biologicals; in vitro diagnostic substances and reagents are classified in 6550-In Vitro Diagnostic Substances, Reagents, Test Kits and Sets. Excluded from this group are liquid chemicals designed exclusively for use as propellant fuels and oxidizers.","","","",""
"6810","A","화학제품","Chemicals","","","나프타 용제; 정수용 화합물; 천연 또는 합성 제혁재; 호정 및 전분; 비식용 젤러틴; 아세톤; 유도탄 비전용 비포장 추진용 화합물","Includes Naphtha Solvents; Water Softening Compounds; Tanning Materials, Natural or Synthetic; Dextrines and Starches; Inedible Gelatins; Acetone; Propellant Chemicals, Bulk, not Specialized Solely for Guided Missile Use.","의약용 화합물; 가스; 주조 덱스트린; 방사선 및 사진용 화학제; 시험관내 진단물질 및 시약","Excludes Medicinal Chemicals; Gases; Foundry dextrines; Radiographic and Photographic Chemicals; In Vitro Diagnostic Substances and Reagents."
"6820","A","염료","Dyes","","","가정용 색조","Includes Household Tints","",""
"6830","A","압축 및 액화가스","Gases: Compressed and Liquefied","","","연료가스","Includes Fuel Gases.","군사용 화학가스; 의료용 가스; 빈 가스실린더 및 캡, 밸브, 밸브 예비부분품","Excludes Military Chemical Gases; Medical Gases; Empty Gas Cylinders and their caps, valves, and valve spare parts."
"6840","A","살충 및 소독제","Pest Control Agents and Disinfectants","","","구충제; 살균제; 살충제; 쥐약; 제초제","Includes Insect Repellents; Fungicides; Insecticides; Rodenticides; Weed Killers.","사람이 쓰는 방취제","Excludes Personal Deodorants."
"6850","A","기타 화학특수품","Miscellaneous Chemical Specialties","","","방습제; 습윤제; 석판인쇄용 부식 및 잉크용액; 석판인쇄용 판 수리용액; 부동액","Includes Antifogging Compounds; Wetting Agents; Etching and Fountain Solutions for Lithographing; Blanket Repair Solutions for Lithographing; Antifreeze.","",""
"6900","A","훈련용 보조재 및 장치","Training Aids and Devices","훈련용 보조재 및 장치로서 사용되도록 특수 설계된 컴퓨터(컴퓨터 조립체,컴퓨터장치 및 구성품 포함)를 포함한다","Note-Included are computers (including computer assemblies, computer systems and components) designed specifically for use as, or with training aids and devices.","","","",""
"6910","A","훈련용 보조재","Training Aids","","","실물크기의 모형; 비스듬히 절단한 모형; 스케일 모형; 훈련용 필름; 훈련용 보조재 지도; 항법훈련 보조재; 비행계기 훈련 보조재; 항공기 계기 훈련 보조재; 차량 훈련 보조재; 엔진계기 훈련 보조재; 유압시스템 훈련 보조재; 비스듬히 절단한, 실물크기의, 절단면 탄약; 강의실 훈련용 훈련장비","Includes Mockups; Cutaway Models; Scale Models; Training Films; Training Aid Maps; Navigational Training Aids; Flight Instrument Training Aids; Aircraft Instrument Training Aids; Vehicle Training Aids; Engine Instrument Training Aids; Hydraulic System Training Aids; Cutaway, Mockup, or Sectionalized Ammunition only; Training Equipment normally used in classroom training.","훈련, 모의, 연습탄약 및 무기","Excludes Drill, Dummy, Exercise, Practice, or Simulated Ammunition and Weapons."
"6920","A","무장훈련장치","Armament Training Devices","","","폭격 훈련장치; 사격 훈련장치; 토우 표적; 사격 표적; 유도탄 훈련세트","Includes Bombing Trainers; Gunnery Trainers; Tow Targets; Gunnery Targets; Guided Missile Training Sets.","표적용 무인조종기; 훈련, 조사, 유도탄 평가 및 사진정찰에 사용되는 무인조정기; 원자무기 훈련장치; 훈련 보조재; 훈련, 모의, 연습탄약 및 무기","Excludes Target Drones; Drones for such use as training, surveillance, missile evaluation, and photographic reconnaissance; Atomic Ordnance Training Devices; Training Aids; Drill, Dummy, Exercise, Practice, or Simulated Ammunition and Weapons."
