,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 
71273,4242,UMM0726,1,24004,***,24-N-기관단총 라이트 구매,물품,UMM,국군재정관리단,2024-06-13 11:00,KDB33,비앤와이컴퍼니,,배지현,1047510806,010-4751-0806,경상북도 구미시 신비로131 (비산동),87.995,"66,422,504"
71280,43,SCR0066,1,25411,***,방한두건 등 20종 구매,물품,SCR,해군제3함대사령부,2024-06-13 10:30,LBC44,주식회사 케이디제이,,강동주,1020008184,010-2000-8184,"전라남도 목포시 영산로93-1, 4층 476호 명륜동, 전남빌딩(명륜동)",88.0,"7,586,781"
71281,57,SDQ0060,1,25406,***,파워헤드어셈블러 구매,물품,SDQ,해군제2수리창,2024-06-13 10:30,C6E84,지니종합상사,Ziny Company,장향옥,070-4323-1700,070-4323-1700,경기도 평택시 포승읍 평택항로503-0,88.014,"30,046,170"
71283,3,LKS0042,1,25355,***,계룡스파텔 단체복(춘하) 제조납품,물품,LKS,육군인사사령부,2024-06-13 10:30,FF1D0,가온,gaon,이정현,422535336,042-253-5336,대전광역시 중구 보문로89(부사동),88.201,"10,832,640"
71285,2,LAZ0009,1,25466,***,24-스티로폼용 CNC 제조납품,물품,LAZ,드론작전사령부,2024-06-13 10:30,HEA91,주식회사 이건코어,,손경덕,7075330706,070-7533-0706,경기도 파주시 조리읍 탑삭골길33-0,88.519,"44,438,900"
71287,1465,LMH0038,1,25483,***,24년 정비 피복 구매계약,물품,LMH,제7군단,2024-06-13 10:30,K1AAF,이스타,,이정민,1035877757,010-3587-7757,경기도 시흥시 마유로423번길20-2 (정왕동) 202호,88.007,"43,562,410"
71289,172,LGC0018,1,25452,***,24년 병영훈련용품(키핑케이스 등 13종) 구매,물품,LGC,육군학생군사학교,2024-06-13 10:30,L5DF8,주식회사 드림팝,,이병관,313730622,031-373-0622,경기도 화성시 동탄기흥로565 (영천동) YK퍼스트타워311호,88.005,"25,605,823"
71294,555,SCF0567,1,21268,***,오-링 등 23종 구매,물품,SCF,해군군수사령부,2024-06-13 10:30,BA595,주식회사 컴버스테크,"COMBUSTECH Co., Ltd.",김상주,262995151,02-6299-5151,"서울특별시 금천구 벚꽃로 234, 에이스하이엔드타워6차 401~404호(가산동)",83.003,"647,135,493"
71302,41,HDN0023,1,25247,***,(24-043) 작전지원과 공기청정기 필터 6종 구매,물품,HDN,공군제18전투비행단,2024-06-12 11:00,KD5F5,(주)태종필터,,이종태,313176550,031-317-6550,경기도 시흥시 수인로3106번길65-0 (안현동),88.072,"31,611,000"
71306,989,UMM0737,1,22251,***,24-N-긴급구조잠수세트 등 2종 구매,물품,UMM,국군재정관리단,2024-06-12 11:00,C919C,(주)에스엘푸드,,김설곤,555852415,055-585-2415,경상남도 함안군 군북면 함안산단7길40-0,87.996,"61,190,350"
71316,44,SCR0060,1,25000,***,LCD슈퍼크립 등 108종 구매,물품,SCR,해군제3함대사령부,2024-06-12 10:30,KF42B,유한회사 정석,,정안나,7086913805,070-8691-3805,"전라남도 목포시 영산로93-1, 3층 321호(명륜동, 전남빌딩)",88.018,"6,541,770"
71317,4,SCH0090,1,25242,***,24-45호 스위퍼스트먼지털이제거기 등 17종 구매,물품,SCH,해군작전사령부,2024-06-12 10:30,J3CAD,엘앤비소프트,,이창건,02-6080-7700,02-6080-7700,"서울특별시 금천구 디지털로178, A동 10층 1014호(가산동, 가산퍼블릭)",88.121,"942,066"
71318,38,SCH0089,1,25241,***,24-44호 보스민액 등 123종 구매,물품,SCH,해군작전사령부,2024-06-12 10:30,I974B,지인헬스케어 주식회사,Jiin Health Care.Ltd,한정훈,3180489373,031-8048-9373,경기도 김포시 고촌읍 아라육로58번길35-28 406호,88.052,"15,493,350"
71320,43,SCR0064,1,25189,***,보호 20-F211 등 257종 구매,물품,SCR,해군제3함대사령부,2024-06-12 10:30,M75B2,대유산업,,신진업,070-8870-0072,070-8870-0072,전라남도 영암군 삼호읍 녹색로1426-73,88.024,"5,500,469"
71321,22,SCR0063,1,25180,***,CO2 카본팁 등 20종 구매,물품,SCR,해군제3함대사령부,2024-06-12 10:30,K0053,우성종합상사,,이동건,061-243-1722,061-243-1722,전라남도 목포시 삼학로141 (산정동) 2층,88.551,"1,819,918"
71331,12,LFH0012,1,25062,***,2분기 자산취득비 구매,물품,LFH,육군부사관학교,2024-06-11 11:00,H2B40,주식회사 마한건설조명,MAHAN,임상욱,639187133,063-918-7133,전북특별자치도 익산시 하나로87-3 (금강동),89.336,"16,967,700"
71333,1063,UMM0734,1,24396,***,24-N-자동확보기 세트 등 4종 구매,물품,UMM,국군재정관리단,2024-06-11 11:00,K447D,주식회사 포빌리언,,이두성,7046862728,070-4686-2728,"인천광역시 계양구 계산새로71, D동 1107호(계산동, 하이베라스)",83.002,"560,782,350"
71335,4,UMM0755,1,23322,***,(246240-F) 승용 사열차 제조,물품,UMM,국군재정관리단,2024-06-11 11:00,G6DF2,주식회사 유아이테크,"UI Tech Co., Ltd",김현국,3180594466,031-8059-4466,경기도 화성시 팔탄면 3.1만세로612-23,88.124,"145,521,970"
71336,142,UMM0735,1,21507,***,(246031-G)사전학습지원 기반체계(콘텐츠학습) 교체,물품,UMM,국군재정관리단,2024-06-11 11:00,A2C4F,(주)나우시스템,"NOWSYSTEM Co.,Ltd",신은영,623667541,062-366-7541,광주광역시 광산구 비아로24번길56-4 (비아동),83.043,"500,252,730"
71337,1809,UMM0732,1,21041,***,24-N-PE수도관 구매,물품,UMM,국군재정관리단,2024-06-11 11:00,M658E,아리유통,,이유선,1095965665,010-9596-5665,"인천광역시 연수구 원인재로237, 104동 301호(연수동, 대우1차아파트)",87.995,"123,506,660"
71338,1249,UMM0751,1,20743,***,(247198-E) 기초잠수착용물자 구매,물품,UMM,국군재정관리단,2024-06-11 11:00,JC94D,와이엠글로벌,,김영만,1036525374,010-3652-5374,"인천광역시 계양구 효서로112번길7, 6동 101호(효성동, 미래골든타운)",87.995,"84,987,800"
71343,786,UMM0754,1,14950,***,(247173-F) 재호흡기 구매,물품,UMM,국군재정관리단,2024-06-11 11:00,KA4C0,크레용 컴퍼니,,윤대연,1089100933,010-8910-0933,"인천광역시 서구 서로3로277, 2804동 1702호(원당동, 검단신도시 로제비앙라포레)",83.003,"455,031,900"
71360,80,HDM0039,1,24804,***,[24-1050] 단독경보형 연기감지기 등 193품목 구매,물품,HDM,공군제17전투비행단,2024-06-11 10:30,M6364,휴텍레이저,,박상호,7076129238,070-7612-9238,"충청북도 청주시 서원구 사운로46번길2, 102호(사직동)",88.001,"43,756,779"
71361,5,SCL0031,1,24574,***,DVD(30일 등 53종) 구매,물품,SCL,해군사관학교,2024-06-11 10:30,F4C31,경북상사,kyongbuk,김보민,7070792933,070-7079-2933,경상남도 창원시 의창구 명서로4번길17-0 (명서동),93.887,"1,293,000"
71367,47,HDT0021,1,24848,***,작통단 정통대대 원격통신소 방화벽 구매(근-24-053),물품,HDT,공군작사근무지원단,2024-06-11 10:30,K3FE8,사회적협동조합 나라사랑,,박향숙,316340055,031-634-0055,경기도 양평군 양평읍 봉성길149-25,88.013,"39,794,340"
71372,277,SCK0071,1,24669,***,물티슈 등 314종 구매,물품,SCK,해군교육사령부,2024-06-11 10:30,LB8CF,효선상사,,반효선,070-8851-3656,070-8851-3656,"경상남도 창원시 진해구 냉천로88, 106동 103호(자은동, 대동빌라트)",88.017,"37,059,600"
71373,15,SEE0027,1,24727,***,멀티렉 등 7품목 구매,물품,SEE,제9해병여단,2024-06-11 10:30,HD51E,하나유통,hanayutong,김양래,1023300395,010-2330-0395,"제주특별자치도 제주시 오도9길94-0 (노형동, 노형아뜨리에3차)B동B01호",88.278,"11,548,417"
71381,569,SCF0539,1,21814,***,"브러시,전기접점용 등 7종 구매",물품,SCF,해군군수사령부,2024-06-11 10:30,LC499,제이엘,,이원성,1044842590,010-4484-2590,"경상남도 창원시 진해구 신항2로114, 717호(용원동, 다인로얄팰리스 부산 신항2차)",87.995,"42,211,840"
71385,1106,SCF0544,1,19098,***,초음파 탐침기 구매,물품,SCF,해군군수사령부,2024-06-11 10:30,KC421,수코리아,,차수연,1029635695,010-2963-5695,"경기도 의정부시 입석로70번길26 (녹양동, 호명산빌리지) 110동205호",87.995,"12,323,612"
71388,1314,SCF0550,1,18146,***,양념분쇄기 등 3종 구매,물품,SCF,해군군수사령부,2024-06-11 10:30,CAAB4,강원상사,KWANG WON,김동국,332422612,033-242-2612,강원특별자치도 춘천시 남춘로17-0 (퇴계동),98.264,"22,693,000"
71389,3681,SCF0547,1,17598,***,연점시험기,물품,SCF,해군군수사령부,2024-06-11 10:30,LEA63,쿨우주인,,최은주,010-9727-0100,010-9727-0100,"대구광역시 달서구 월배로11길9-16, 102동 2205호(유천동, 진천역 화성파크리젠시 아파트)",87.995,"37,169,166"
71393,7,SCF0541,1,8130,***,공기압축 휀다 등 5종 제조,물품,SCF,해군군수사령부,2024-06-11 10:30,F412E,주식회사씨앤텍,"SEA AND TEC CO.,LTD",곽석,055-344-0047,055-344-0047,경상남도 김해시 안곡로460-0 (한림면),84.895,"314,272,000"
71409,70,LHQ0031,1,24307,***,00공병단 더 좋은 병영식당 취사기구 구매,물품,LHQ,제2작전사령부,2024-06-10 11:00,JC9F2,주식회사 명신테크,,김혁진,553439220,055-343-9220,경상남도 김해시 진례면 고모로596-48,88.055,"30,765,400"
71415,4,HCR0027,1,24441,***,제동자 커플러(24-090),물품,HCR,공군제15특수임무비행단,2024-06-10 10:30,LE3E0,주식회사 대림산업기술,,이필례,314772119,031-477-2119,경기도 군포시 엘에스로182번길28-7 (산본동) 2층,93.111,"8,373,550"
71419,18,HDQ0049,1,24841,***,20비 24-158 조류기피제,물품,HDQ,제20전투비행단,2024-06-10 10:30,IFC40,비엠에이치주식회사,,오명환,1056758810,010-5675-8810,"경기도 용인시 수지구 정평로89 (풍덕천동, 신정마을) 206동 1505호",88.013,"22,187,470"
71420,203,SFD0055,1,24462,***,24년 단안형 야간투시경 구매,물품,SFD,제9227부대,2024-06-10 10:30,J2BB4,세이프부산,,신경자,7040421380,070-4042-1380,경상북도 포항시 북구 청하면 용두리113-2,88.006,"23,811,852"
71422,497,LMH0037,1,24348,***,지형측지분석용품 구매(C050),물품,LMH,제7군단,2024-06-10 10:30,JEE49,환경윤빈,,박성환,1062467143,010-6246-7143,"경기도 부천시 소안로20 (괴안동, 삼익세라믹아파트) 111-105",88.0,"14,611,621"
71423,116,LQG0051,1,24481,***,00부대 앰프 등 설치 납품,물품,LQG,육군 52보병사단,2024-06-10 10:30,BEE4C,(주)윤씨네,"YUNCINE Co., Ltd.",이미희,3180593905,031-8059-3905,경기도 화성시 양감면 초록로532번길38-0,88.003,"24,505,511"
71424,3,LNS0037,1,24325,***,‘24년 야간투시경 제조ㆍ납품,물품,LNS,제55보병사단,2024-06-10 10:30,M4627,미래테크,,안찬호,315287660,031-528-7660,"경기도 남양주시 순화궁로249, 5층 N514호(별내동, 별내역 파라곤스퀘어)",89.091,"63,006,900"
71442,4,MCS0074,1,24358,***,(지구병원-018) 수납형 진찰대 제조 구매,물품,MCS,국방부계룡대근무지원단,2024-06-07 11:00,H96AF,주식회사 브레인MRO,"Brain Co., Ltd",안종희,415810989,041-581-0989,충청남도 천안시 서북구 직산읍 4산단7로62,88.286,"2,922,880"
71452,26,HCF0148,2,23143,***,투명 크리어 등 24종,물품,HCF,공군군수사령부,2024-06-07 10:30,H9C71,한국씨엔에스,Han Kook cns,김유석,536426900,053-642-6900,대구광역시 달서구 한실로6길120-45 (대곡동) 1층,97.525,"43,989,000"
71453,11,LQG0050,1,24108,***,00부대 세탁 트롤리 카트 구매 납품,물품,LQG,육군 52보병사단,2024-06-07 10:30,K9B78,주식회사 진원이앤아이,,고윤정,318149055,031-814-9055,"경기도 남양주시 별내중앙로30, 305-561호(별내동)",88.143,"3,119,510"
71457,7,HCF0151,2,23524,***,플라스틱 성형재 등 11종,물품,HCF,공군군수사령부,2024-06-07 10:30,H76D5,조아텍(JOA),JOA,황인수,536041114,053-604-1114,"대구광역시 북구 유통단지로16, 12동 1층 8호(산격동, 유통단지산업용재관)",96.467,"45,908,300"
71460,133,SFM0047,1,24289,***,이동식 차수막 구매,물품,SFM,제3170부대,2024-06-07 10:30,K1A67,모아이엔지,,허진영,1062644720,010-6264-4720,"경상북도 포항시 남구 동해면 일월로155,  1층  202호",88.006,"10,884,350"
71465,43,HCC0048,1,24001,***,래커 등 18품목(089),물품,HCC,해군제1수리창,2024-06-07 10:00,M4AA7,지지유통,,김희준,1050488199,010-5048-8199,강원특별자치도 동해시 일출로10-0 (발한동) 3층 월드비즈타운 314호,88.015,"14,688,159"
71467,44,HCC0051,1,24129,***,호스 등 32품목 (092),물품,HCC,해군제1수리창,2024-06-07 10:00,K94D6,주식회사 엠케이,,차정수,1050840017,010-5084-0017,강원특별자치도 동해시 발한로31-7 (부곡동),88.012,"24,490,260"
71468,44,HCC0050,1,24126,***,접착제 등 13품목 (091),물품,HCC,해군제1수리창,2024-06-07 10:00,IB07C,에이스통상,ace,유승현,070-8851-3657,070-8851-3657,강원특별자치도 동해시 발한로267 (발한동) 104호,88.038,"11,092,600"
71472,4,EBB0231,1,3011,***,"간, 조준용",물품,EBB,지상공통전력운영계약팀,2024-06-05 15:00,2157F,평화정밀,PYEONG HWA PRECISION Co.,조현배,051-941-8491,051-941-8491,부산광역시 강서구 미음산단3로120-0 (미음동),84.267,"244,885,000"
71473,25,EBBE033,1,4903,***,"연장기,경고등용",물품,EBB,지상공통전력운영계약팀,2024-06-05 15:00,H8D43,그린스틸,GRSTEEL,김상진,553877877,055-387-7877,경상남도 양산시 학동길60-0 (어곡동),88.045,"45,082,000"
71477,24,EBB0230,1,1620,***,끈류,물품,EBB,지상공통전력운영계약팀,2024-06-05 11:00,J80BB,주식회사 신창엠텍,,김홍규,535826961,053-582-6961,대구광역시 달서구 성서공단북로4길8-0 (파호동),88.05,"168,984,500"
71482,6,LFK0042,1,23798,***,24-3기 NCS 급양관리관 조리재료 구매,물품,LFK,육군종합군수학교,2024-06-05 11:00,DFA97,다해푸드,dahae.food,김기숙,425876667,042-587-6667,대전광역시 유성구 반석서로19번길35-0 (지족동),88.089,"4,649,095"
71483,19,EBBE032,1,6101C,***,플러그류,물품,EBB,지상공통전력운영계약팀,2024-06-05 11:00,L8DB1,케이인더스,,구민석,632617131,063-261-7131,전북특별자치도 완주군 봉동읍 둔산1로18-15,88.363,"46,925,600"
71484,36,LHM0060,1,23705,***,24년 안전물자세트 구매,물품,LHM,제15보병사단,2024-06-05 11:00,IC9AE,중앙산업(일렉트로닉),,한기춘,1040598987,010-4059-8987,강원특별자치도 철원군 동송읍 금학로205-0,88.005,"30,520,800"
71487,488,UMM0702,1,21428,***,24-F-수평 밀링머신 1종 구매,물품,UMM,국군재정관리단,2024-06-05 11:00,M77A6,와이에스,,김수선나,7076182002,070-7618-2002,"대전광역시 서구 가장로52, 5층 74호(괴정동, 천연빌딩)",88.002,"204,703,833"
71488,1652,UMM0723,1,19915,***,(246219-F)체력단련장 운영용 전동카트 구매,물품,UMM,국군재정관리단,2024-06-05 11:00,J2117,yes중앙스포츠,,임현길,1089651676,010-8965-1676,"경상북도 구미시 형곡로41길17, 4층 3호 (형곡동, 국제전원맨션2차)",87.996,"69,931,750"
71493,74,LKP0103,1,23841,***,24년 정비피복(하계정비복 등 4종) 제조 납품,물품,LKP,5군수지원사령부,2024-06-05 11:00,M5810,태광산업,,황승옥,315349540,031-534-9540,경기도 포천시 신북면 장자경제로144-8,88.256,"87,220,910"
71496,2,EBB0233,1,7322F,***,탄약 지환통류,물품,EBB,지상공통전력운영계약팀,2024-06-05 10:30,D3C15,(주)오성지관,"O SUNG PAPER TUBE MFG.CO.,LTD",오형수,318587092,031-858-7092,경기도 양주시 칠봉산로337번길11 (봉양동),85.967,"70,867,180"
71500,5,SDF0086,1,23898,***,비행정보기기(FIB) 단말기 구매,물품,SDF,제5738부대,2024-06-05 10:30,L5279,주식회사 제이디폼,,홍종국,7088077220,070-8807-7220,"서울특별시 강서구 국회대로209, 2층,3층(화곡동, 하오랜드빌딩)",98.247,"9,099,996"
71505,54,LMQ0007,1,23806,***,24-A34) 24년 초도보급 정비피복 구매,물품,LMQ,제7297부대,2024-06-05 10:30,L6BFB,주식회사 마크온탑,,신승자,7076039643,070-7603-9643,서울특별시 영등포구 여의대방로43나길10-1 (신길동)  1층,88.056,"21,539,280"
71507,762,LQG0048,1,23811,***,(육성) 00부대 이동형 냉방기 구매 납품,물품,LQG,육군 52보병사단,2024-06-05 10:30,GEEAF,이스트트레이딩,EAST TRADING,이은혜,7077505818,070-7750-5818,"서울특별시 강서구 마곡중앙6로45, A동 6층 602-B10호(마곡동, 리더스퀘어마곡)",88.002,"17,314,776"
71509,61,MDS0008,1,23573,***,24년 제설기 구매,물품,MDS,제3707부대,2024-06-05 10:30,L3870,주식회사 그린아이앤티,,곽영미,1088631757,010-8863-1757,"경기도 파주시 경의로1218, 406-88호(와동동, 월드타워12차)",88.009,"18,175,110"
71515,31,LKG0057,2,22404,***,동삼 TOD 계단 설치납품,물품,LKG,육군제53보병사단,2024-06-04 13:30,F4942,주식회사 호산이엔지,ss,정성문,517611502,051-761-1502,"부산광역시 연제구 연안로13번길77, 2층(연산동)",88.061,"17,671,000"
71517,3,LDH0560,1,21324,***,K77지휘차 반사경 구매,물품,LDH,육군종합정비창,2024-06-04 13:00,K8A1E,명성RT,,박경숙,010-5294-8061,010-5294-8061,인천광역시 동구 방축로83번길23 (송림동.인천산업용품유통단지)30동208호,88.492,"2,363,000"
71525,3,EBHE007,1,7400,***,"풍향풍속계(일반,제조)",물품,EBH,해상공중전력운영계약팀,2024-06-04 11:00,2770F,(주)티에스택,"T.S Tech Co., Ltd.",최건영,317325388,031-732-5388,"경기도 성남시 중원구 둔촌대로 474, 선텍시티 209호(상대원동)",88.698,"75,960,000"
71538,5059,UMM0688,1,15530,***,24-N-섬유유연제 등 2품목 구매,물품,UMM,국군재정관리단,2024-06-04 11:00,ICAF9,은혜상사,,김병완,542444170,054-244-4170,경상북도 포항시 남구 효성로88.302동402호(효자웰빙타운에스케이뷰3차),87.995,"50,178,155"
71546,4,LCF0260,2,12744,***,"뚜껑, 공기 여과기 등 9항목 제조(기장)",물품,LCF,육군군수사령부,2024-06-04 11:00,LDFE4,제이에이치텍,,강종현,513238011,051-323-8011,부산광역시 사상구 가야대로196번길63,90.771,"101,688,000"
71557,858,LCF0298,1,10531,***,"주입기,액체용,직접공급식 등 11항목 구매(기일공구)",물품,LCF,육군군수사령부,2024-06-04 11:00,DAF18,그리마,GREEMA,이양숙,327721945,032-772-1945,인천광역시 동구 화도로29-0 (화수동)2층,83.027,"203,595,920"
71568,266,HDM0033,1,23666,***,[24-1039] 24-특수작전용 헤드셋 구매,물품,HDM,공군제17전투비행단,2024-06-04 10:30,EDFA2,주식회사연화엠텍,"YEONHWA M TECH CO.,LTD",김종엽,314447270,031-444-7270,경기도 안양시 만안구 전파로44번길36-0 (안양동),88.005,"18,804,500"
71569,150,SFD0052,1,23604,***,고압세척기(소형)등 95품목 구매,물품,SFD,제9227부대,2024-06-04 10:30,L1E78,포포,,최영주,542541470,054-254-1470,경상북도 포항시 북구 법원로63번길9-6 (장성동),88.001,"14,955,310"
71570,46,SDF0081,1,23399,***,Grease-Aircraft General Purpose 등 3종 구매,물품,SDF,제5738부대,2024-06-04 10:30,I5EED,올리비아,Olivia,이은서,7047405378,070-4740-5378,경기도 연천군 전곡읍 은전로86번길19,88.076,"29,217,630"
71571,267,SCK0069,1,23586,***,셔틀콕 등 295종 구매,물품,SCK,해군교육사령부,2024-06-04 10:30,JB7C6,주식회사 스타일남,,김진혁,7047723010,070-4772-3010,경상남도 창원시 성산구 연덕로184번길28 (내동)3동2층6호6,88.014,"23,666,900"
71578,38,SCF0522,1,22814,***,공기 샘플러 2Set 구매,물품,SCF,해군군수사령부,2024-06-04 10:30,E9ED4,산트,SANT,이상태,031-476-7139,031-476-7139,경기도 안양시 동안구 시민대로267(관양동) 아크로팰리스 512호,92.088,"5,170,000"
71582,3077,SCF0524,1,17901,***,테이블리프트 2EA 구매,물품,SCF,해군군수사령부,2024-06-04 10:30,LEA31,엔씨솔루션,,이상석,1043211589,010-4321-1589,"경기도 광명시 오리로651번길8, 1621호(하안동)",87.996,"39,981,060"
71584,1864,SCF0519,1,17845,***,청소용 릴호수 1종 구매,물품,SCF,해군군수사령부,2024-06-04 10:30,J02D3,부광컴퍼니,,김광호,010-5706-7286,010-5706-7286,"충청남도 당진시 송악읍 중흥1길50, 103동 1402호(당진 송악 경남아너스빌)",87.995,"32,737,810"
71587,656,SCF0520,1,13252,***,유압식 절곡기 1EA 구매,물품,SCF,해군군수사령부,2024-06-04 10:30,HE89F,주식회사 바른프린테크,myungboc&p,김연수,264940791,02-6494-0791,"서울특별시 중구 퇴계로27길25, 305호(충무로3가, 청림빌딩)",87.995,"26,343,530"
71595,45,HCC0045,1,23302,***,구리양극봉 등 15품목 (085),물품,HCC,해군제1수리창,2024-06-04 10:00,K9A48,동해상사,,최승종,1062487950,010-6248-7950,강원특별자치도 동해시 서동로721-6(신흥동),88.201,"53,135,580"
71596,43,HCC0046,1,23667,***,오링 등 23품목 (086),물품,HCC,해군제1수리창,2024-06-04 10:00,K63E6,제이테크,,이은경,7047890055,070-4789-0055,강원특별자치도 동해시 동해대로5464-0 (평릉동) 2층 203-50호,88.005,"84,755,379"
71597,42,HCC0047,1,23681,***,호스 등 42품목 (088),물품,HCC,해군제1수리창,2024-06-04 10:00,LDA97,소망유통,,최인숙,1062487950,010-6248-7950,강원특별자치도 동해시 서동로721-6 (신흥동),88.072,"4,096,070"
71598,107,LPK0012,1,23156,***,24년 대대급 안전물자 세트 구매,물품,LPK,제8기동사단,2024-06-03 11:30,IBF69,가람상사,,이경미,7047155174,070-4715-5174,경기도 양주시 덕정11길29-0 (덕정동),88.004,"41,296,000"
71603,790,UMM0677,1,10654,***,24-F-해상임무장구 6종 구매,물품,UMM,국군재정관리단,2024-06-03 11:00,M6DFD,에스와이알(SYR),,박서영,1038789108,010-3878-9108,충청북도 음성군 원남면 보천로61,88.499,"134,737,440"
71605,253,LCZ0017,1,23344,***,"00부대 창고 물자구매(랩핑머신, 스트래치 필름)",물품,LCZ,동원전력사령부,2024-06-03 10:30,I57B7,모아상사,moa,최중강,7087982774,070-8798-2774,인천광역시 미추홀구 인하로129(용현동),88.001,"17,178,889"
71606,82,SDQ0057,1,23345,***,딱풀 등 523종 구매,물품,SDQ,해군제2수리창,2024-06-03 10:30,L346D,한스서포트,,한시덕,316186913,031-618-6913,"경기도 평택시 매봉산1길11, 101동 202호(비전동, 태산그린아파트)",88.022,"12,666,252"
71607,60,SCP0070,1,23343,***,광컨버터 등40종 구매,물품,SCP,제8385부대,2024-06-03 10:30,K63E8,준컴퍼니,,이은서,7047890055,070-4789-0055,강원특별자치도 동해시 동해대로5464-0 (평릉동) 2층 203-51호,88.015,"49,218,233"
71608,2136,LCZ0016,1,23335,***,00부대 창고 물자 구매(파레트),물품,LCZ,동원전력사령부,2024-06-03 10:30,H3A57,주식회사 에스제이상사,(wn)dptmwpdltkdtk,한이수,422841390,042-284-1390,"충청남도 계룡시 계룡대로325, 107-1호(금암동, 씨티타워)",88.001,"30,838,140"
71609,1299,LMH0036,1,22914,***,석면취급자 보호구 구매(C047),물품,LMH,제7군단,2024-06-03 10:30,LE22D,오코몰(O-KO MALL),,윤홍규,1020561446,010-2056-1446,"경기도 수원시 영통구 영통로290번길25-0 (영통동, 신나무실주공아파트)515-301",88.059,"25,753,083"
71613,47,SCI0060,1,23277,***,"브러시, 전기접점용 등 6종 구매",물품,SCI,제9121부대,2024-06-03 10:30,I0E1F,주식회사 북크로싱,bookcrossing,김병철,7040704029,070-4070-4029,"경상남도 창원시 성산구 중앙대로37, 519-4호(중앙동, 경남오피스텔)",88.02,"3,944,109"
71616,46,LCZ0015,1,23317,***,24년 00부대 창고 저장대 제조구매,물품,LCZ,동원전력사령부,2024-06-03 10:30,L33B4,혁신산업,,김윤정,553443044,055-344-3044,경상남도 김해시 한림면 한림로515번길224-0,88.255,"74,883,900"
71617,93,LNF0018,1,22913,***,24-1차 안전물자 세트 구매,물품,LNF,제1보병사단,2024-06-03 10:30,K1FE7,썬블루,,이혜용,1023933322,010-2393-3322,경기도 파주시 문산읍 방촌로1213-20,88.006,"26,556,390"
71619,3,LCP0044,1,23098,***,00부대 정문위병소 철문 설치납품,물품,LCP,육군항공사령부,2024-06-03 10:30,B2DB7,대성안전건설(주),daesungsafe,민병흔,317912901,031-791-2901,경기도 하남시 초일로152-0 (초일동),88.793,"47,450,300"
71621,93,LNF0018,2,22913,***,24-1차 안전물자 세트 구매,물품,LNF,제1보병사단,2024-06-03 10:30,K1FE7,썬블루,,이혜용,1023933322,010-2393-3322,경기도 파주시 문산읍 방촌로1213-20,88.006,"26,556,390"
71622,286,SCK0066,1,23309,***,섬유유연제 등 595종 구매,물품,SCK,해군교육사령부,2024-06-03 10:30,EA955,대성정보기술 주식회사,"Dae Sung Information co.,Ltd",임광수,552525518,055-252-5518,"경상남도 창원시 마산회원구 봉암북7길21-0 (봉암동, 경남지능형홈산업화센터5동102호)",88.002,"32,732,811"
71623,3,SDF0080,1,23310,***,근관세척기 등 3종 구매,물품,SDF,제5738부대,2024-06-03 10:30,L6DBA,유원케이,,김명선,1047694638,010-4769-4638,"서울특별시 영등포구 국제금융로8길19, 208호(여의도동, 중앙빌딩)",94.803,"4,375,520"
71624,287,SCK0065,1,23268,***,핸드워시 등 231종 구매,물품,SCK,해군교육사령부,2024-06-03 10:30,HE2D2,영림상사,yeongrimsangsa,김영임,7088000600,070-8800-0600,경상남도 창원시 진해구 충장로529-0 (풍호동) 2층 202호,88.006,"32,167,570"
71630,21,EBB0218,1,5150,***,엘보우류,물품,EBB,지상공통전력운영계약팀,2024-05-31 14:00,M81CD,도하테크,,이은선,051-303-5134,051-303-5134,부산광역시 강서구 대저로3번길52-15 (대저1동),88.562,"125,278,580"
71632,13,LDH0547,1,21088,***,(자재) 마봉강 등 20종 구매,물품,LDH,육군종합정비창,2024-05-31 13:00,J4F9C,상일상사,,조용경,7077666240,070-7766-6240,경상남도 창원시 마산회원구 합포로274 (양덕동) 401호,88.017,"20,202,840"
71634,319,LFT0007,1,22711,***,'24년 공병학교 폭염대비 재난 안전물자 구매,물품,LFT,육군공병학교,2024-05-31 11:00,J07F1,정원시스템,,석예원,1022686749,010-2268-6749,"전라남도 광양시 광양읍 회암길24-0, 2층 2호",88.001,"22,209,309"
71637,160,HCL0044,1,22955,***,24-150 범용 밀링머신 등 2종,물품,HCL,공군사관학교,2024-05-31 11:00,IC429,케어원,,이경열,221576331,02-2157-6331,서울특별시 송파구 충민로66 (문정동)가든파이브라이프 테크노관 T7135호,88.056,"64,528,200"
71641,111,LPM0017,1,22966,***,"24-2차 기록물정보관리체계, 전산운영용품 구매 계약",물품,LPM,제9보병사단사령부,2024-05-31 11:00,JA473,주식회사 대한글로비스,,임승주,1099105429,010-9910-5429,"경기도 고양시 덕양구 꽃마을로36, 1417 (향동동,디엠씨스타비즈 6에스티)",88.021,"31,173,729"
71643,391,UMM0662,1,20487,***,(247029-H)전자식 교환기(VoIP) 교체,물품,UMM,국군재정관리단,2024-05-31 11:00,D7D39,(주)아이필넷,ifeelnet,김명선,7041207733,070-4120-7733,경기도 성남시 분당구 성남대로926번길10-0 (야탑동),87.995,"152,434,270"
