적용장비,적용장비,승인일자,예산구분코드,규격종류명,예산구분명,품보형태,군부분명,납기,납지순위,수량,납지,항목번호,군급,품명,군구분,국가품목식별번호,단가,부품번호,조달요구번호,참조번호,규격종류,규격번호,재고번호형태부호,금액,단위
 , , ,A1, , ,소요군검수,해병,20160523,001,1,6000002872,***,0000,수신기 등 17종,MW,000000000,16099900, ,MW201614905A001, , , , ,16099900,YE
 , , ,A1, , ,소요군검사,해군,20160830,001,1,6000006579,***,5998,잠수함(SS-Ⅰ) 디젤감시장치 EKR PCB 정,MP,37A179196,18838410, ,MPUPLJ16201509, , , , ,18838410,EA
 , , ,A1, , ,공급자 1년 보증형태,해군,20160523,001,1,6000002104,***,0000,AIRMANSHIP 등 96종,MP,000000000,9318000, ,MP201615012A001, , , , ,9318000,YE
 , , ,A1, , ,공급자 1년 보증형태,육군,20160630,001,1,5000076023,***,0000,비료외,MB,A2SDCFRFV,40223200, ,MB201614236A001, , , , ,40223200,YE
 , , ,A1, , ,소요군검사,육군,20160831,001,1,5000081523,***,1234,휴대용마이크앰프,MB,201605190,48591340, ,MB201614508A001, , , , ,48591340,YE
 , , ,A1, , ,소요군검수,국직,20170530,001,1,2000000451,***,0000,분전반 구매,TM,201605102,10000000, ,TM201612963A001, , , , ,10000000,YE
 , , ,A1, , ,소요군검사,육군,20160513,001,1,5000026270,***,3654,디지털인쇄재료,MB,2016LMD24,84882440, ,MB201613548A001, , , , ,84882440,YE
 , , ,A1, , ,소요군검수,국직,20160517,001,1,2000002978,***,1111,데스크톱 PC,TM,NSN123456,59330000, ,TM201614050A001, , , , ,59330000,UT
 , , ,A1, , ,공급자 1년 보증형태,국직,20160715,001,1,7000002890,***,0000,상황전시기 성능개선 부품교체,TM,000000000,145951000, ,TM201613480A001, , ,사양서 참조, ,145951000,YE
 , , ,A1, , ,표준 품질 보증형태,육군,20160627,001,1,5000054226,***,0000,이동형 다목적차량,MB,000000000,132248000, ,MB201611745A001, , , , ,132248000,YE
 , , ,A1, , ,소요군검사,국직,20161212,001,1,2000009556,***,0000,라이선스,TM,A00000000,80080000, ,TM201614395A001, , , , ,80080000,YE
 , , ,A1, , ,공급자 1년 보증형태,육군,20160630,001,1,5000076023,***,0000,비료외,MB,A2SDCFRFV,40223200, ,MB201614236A001, , , , ,40223200,YE
 , , ,A1, , ,소요군검사,육군,20160831,001,1,5000081523,***,1234,휴대용마이크앰프,MB,201605190,48591340, ,MB201614508A001, , , , ,48591340,YE
 , , ,A1, , ,소요군검사,육군,20160630,001,1,5000208136,***,1234,금속탐지기,MB,201605190,16099000, ,MB201614394A001, , , , ,16099000,YE
62440301,"보트,교량가설용,선내엔진형", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161021,001,7,5000064679,***,5365,호스 클립,MB,37A194424,647, ,MBDLMI16230349, , ,MS35842, ,4529,EA
21135102,"트럭,덤프형(5톤 K713)", ,A1, , ,표준품질보증형(Ⅲ형),육군,20160921,001,17,5000064641,***,3020,"풀리,홈통식",MB,121586167,47130, ,MBULMK16230006, , ,0, ,801210,EA
21100102,"트럭,다용도용(1/4톤 6인승 K-131)", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161129,001,1467,5000064641,***,2530,"피벗,앞 차축용",MB,375048846,4944, ,MBULMK16230038, , ,2320-1023, ,7252848,EA
21100102,"트럭,다용도용(1/4톤 6인승 K-131)", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161011,001,585,5000064641,***,4730,"플러그,자력식",MB,375048480,4592, ,MBULMK16230319, , ,2320-1023, ,2686320,EA
21135102,"트럭,덤프형(5톤 K713)", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161201,001,3,5000064641,***,2590,"발판,차량용",MB,004084638,29341, ,MBULMK16230139, , ,2510-1210, ,88023,EA
 , , ,U0, , ,단순품질보증형(I형),공군,20160630,001,2,7000002160,***,6730,빔 프로젝터,MD,37ZC05728,900000, ,MD201614584A001, , , , ,1800000,EA
 , , ,A1, , ,소요군검수,공군,20160620,001,60,7000000886,***,1111,A4용지,MD,A00000000,23500, ,MD201614614A001, , ,사양서참조, ,1410000,EA
52253401,"접속장치,통신장비용", ,1A, ,장기국채,표준품질보증형(Ⅲ형),육군,20161126,001,841,5000064641,***,5995,"케이블 조립체,무선 주파수용,갈래형(케이블조립체,무",MB,375140653,256777,A50034767,MBDLMT16230029, , ,5895-4025, ,215949457,EA
20204101,"전차,전투용,무한궤도식", ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161215,001,171,5000064781,***,3020,"기어, 내접형",MB,37A196413,2322760,1G3344A,MBDLMG16244759, , ,2350-1010, ,397191960,EA
 , , ,A1, , ,소요군검사,육군,20160517,001,1,5000053536,***,0116,케이호퍼,MB,161611816,54304000, ,MB201600230E001, , , , ,54304000,YE
 , , ,A1, , ,소요군검사,육군,20160610,001,1,5000015027,***,1111,단자함 및 케이블 구매,MB,CC0000001,35369000, ,MB201615126A001, , , , ,35369000,AC
 , , ,A1, , ,표준품질보증형(Ⅲ형),해군,20160630,000,1,6000019048,***,6730,빔프로젝터,MP,37Y236734,12485000, ,MPN16021100001, , , , ,12485000,EA
 , , ,A1, , ,소요군검수,공군,20160624,001,4,7000000017,***,6510,BD인슐린 주사기 0.3cc,MD,BDINS0306,20600, ,MD201614879A001, , ,0.3ml 31G, ,82400,BX
 , , ,A1, , ,단순품질보증형(I형),공군,20160615,001,4,7000001387,***,2610,타이어185/65R15,MD,37ZG35564,110000, ,MD201614944A001, , , , ,440000,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20160620,001,135,7000011152,***,7105,관물함,MD,37ZF66563,220000, ,MD201614940A001, , , , ,29700000,EA
 , , ,A1, , ,소요군검수,해병,20160630,001,150,6000008618,***,0000,손목시계,MW,000000001,30000, ,MW201614859A001, , , , ,4500000,UN
 , , ,U0, , ,소요군검수,해군,20160523,001,1,6000001389,***,0000,예초기 등 3종,MP,111111111,922800, ,MP201614897A001, , , , ,922800,YE
43620106,냉동기세트 300L, ,A1, , ,소요군검수,해군,20160610,000,1,6000001901,***,4130,"압축기, 밀폐식",MP,37Y959300,198000, ,MPN16021080001, , , , ,198000,SE
 , , ,A1, , ,소요군검수,국직,20160523,001,1,2000010237,***,9000,16-학습지원과 (아스테이지 구매),TM,39W900035,27000000, ,TM201614848A001, , , , ,27000000,YE
 , , ,A1, , ,소요군검사,국직,20160517,001,1,2000011420,***,1111,침대생산자재 제조,TM,2016NIT01,161963450, ,TM201614046A001, , , , ,161963450,YE
 , , ,A1, , ,소요군검사,해군,20160930,001,10,6000006579,***,6240,램프,MP,37Y011311,494549, ,MPUPLA16202069, , ,사양서, ,4945490,EA
 , , ,A1, , ,소요군검수,국직,20160630,001,20,2000000317,***,5825,네비게이션 ,TM,37W007848,300000, ,TM201614581A001, , ,사양서참조, ,6000000,EA
 , , ,U0, , ,소요군검수,국직,20161110,001,1,7000000000,***,0000,LAN장비 교체사업,TM,000000000,7240717000,0000,TM201610657A001, , ,0000, ,7240717000,YE
00313101,"곡사포155미리,중간형,자주식", ,1A, ,장기국채,표준품질보증형(Ⅲ형),육군,20161215,001,2,5000064781,***,2540,"절연체,열차단용,차량용",MB,375056271,107835,60359041,MBDLMC16243119, , ,2350-1024, ,215670,EA
 ,미지정, ,1A,국방/정식,장기국채,표준품질보증형(Ⅲ형),육군,20170228,001,57394,1031005314,***,1370,폭발효과 묘사탄,MB,375141737,3097, ,MBDLAS16200077, ,B,1370-4004, ,177749218,SO
00313101,"곡사포155미리,중간형,자주식", ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161216,001,593,5000064641,***,5331,오-링,MB,123515985,474,700429011002,MBDLMC16232071, , ,2350-1024, ,281082,EA
20118101,"운송차,지휘소용", ,1A, ,장기국채,표준품질보증형(Ⅲ형),육군,20161216,001,0,5000064781,***,2590,"패드,완충용",MB,011617733,1341,10903493,MBDLMC16242596, , ,2350-1005, ,0,EA
1F,급식, ,1A,국방/물품구매요구서,장기국채,단순품질보증형(I형),육군,20160701,001,4033789,물품납품통지서에 의함,001,8960,망고주스,MB,37X029510,199.54, ,MBKLSG16C00003, ,G,8960-7001, ,804902257,CN
00401501,사격제원 계산기, ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161215,001,97,5000064641,***,5995,"케이블 조립체,전력용",MB,375000607,111118,.,MBDLMC16231023, , ,1220-1007, ,10778446,EA
52260108,"컴퓨터 세트,야전포병용,일반용 ", ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161115,001,7,5000064641,***,6150,"케이블 조립체,특수목적용,전기용",MB,375030277,289906,40007619,MBDLMT16230267, , ,1290-1082, ,2029342,EA
 , , ,A1, , ,자율품질보증형(Ⅱ형),공군,20160930,001,1,7000003867,***,3441,파이프 및 도관용 벤딩 머신,MD,003908525,30900000, ,MDUDHC16200588, , , , ,30900000,EA
 , , ,C1, , ,소요군검사,국직,20160630,001,1,2000010213,***,0000,송풍기,TM,000000000,146229600, ,TM160021421Q001, , ,내역서 참조, ,146229600,YE
 , , ,A1, , ,5형(특수검사),해군,20160518,001,1,6000008935,***,0000,광전송장치,MP,111111111,63370340, ,MP201614259A001, , , , ,63370340,YE
 , , ,A1, , ,5형(특수검사),해군,20161216,001,1,6000008935,***,0000,광전송장치,MP,111111111,92321900, ,MP201614251A001, , , , ,92321900,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20160729,001,1,7000000283,***,5998,메인조명콘솔,TM,37ZH72203,19500000, ,TM201613471A001, , ,사양서참조, ,19500000,EA
 , , ,A1, , ,단순품질보증형(I형),국직,20160801,001,20000,7000003872,***,8455,공군휘장,TM,37Z142542,6231.5, ,TM201613455A001, , ,구매요구서, ,124630000,EA
 , , ,A1, , ,소요군검사,육군,20161210,001,1,5000060675,***,0000,헬륨가스,MB,A00000000,198000000, ,MB201614145A001, , , , ,198000000,YE
 , , ,A1, , ,소요군검사,육군,20160630,001,1,5000052556,***,1234,장비,MB,201605120,111757000, ,MB201613373A001, , , , ,111757000,YE
 , , ,A1, , ,소요군검사,국직,20161215,001,1,2000009495,***,2305,이동마트차량,TM,37w900119,109200000, ,TM201613255A001, , ,구매요구서참조, ,109200000,EA
 , , ,A1, , ,소요군검사,육군,20160520,001,1,2000010207,***,0000,CCTV,MB,N00000000,47387400, ,MB201614643A001, , , , ,47387400,YE
 , , ,A1, , ,소요군검사,육군,20160520,001,1,2000010207,***,0000,디젤발전기,MB,N00000000,23375000, ,MB201614642A001, , , , ,23375000,YE
 , , ,A1, , ,소요군검사,육군,20160520,001,1,2000010207,***,0000,팬코일유닛,MB,N00000000,43084160, ,MB201614641A001, , , , ,43084160,YE
 , , ,A1, , ,소요군검사,육군,20160520,001,1,2000010207,***,0000,CCTV,MB,N00000000,35721040, ,MB201614640A001, , , , ,35721040,YE
 , , ,A1, , ,소요군검사,육군,20160520,001,1,2000010207,***,0000,분전반,MB,N00000000,33754580, ,MB201614639A001, , , , ,33754580,YE
11100303,"포,견인식 방공용", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161215,001,10,5000064679,***,2540,"쿠션,좌석 등받침,차량용",MB,375007268,8963, ,MBULMS162303150, , ,2350-1007, ,89630,EA
00231101,"무반동총,90MM", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161215,001,226,5000064641,***,1015,쉬일드 조립체,MB,000868165,18880, ,MBULMC162300400, , ,1015-1037, ,4266880,EA
00222101,"박격포,4.2인치", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161125,001,65,5000064641,***,5355,"다이얼,눈금식",MB,001141081,16275, ,MBULMC162300430, , , , ,1057875,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20160625,001,10,60수송전대,***,6240,램프(24V/25W),MD,375569496,1000, ,MD201614312A001, , ,18652-25008, ,10000,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20160831,001,800,7000003872,***,8465,정비사용 선글라스,MD,37Z145756,22000, ,MD201614295A001, , ,구매요구서, ,17600000,EA
 , , ,C1, , ,소요군검수,해군,20160831,000,3,6000002061,***,5820,초단파 조난통신기,MP,37Y959626,430000, ,MPN16019100001, , , , ,1290000,EA
 , , ,U0, , ,소요군검수,해군,20160520,001,1,6000019521,***,0000,다목적가위 등 192종,MP,000000000,29010340, ,MP201614778A001, , , , ,29010340,YE
 , , ,U0, , ,소요군검수,해군,20160520,001,1,6000000193,***,0000,선글라스 등 11종,MP,000000000,10466000, ,MP201614713A001, , , , ,10466000,YE
 , , ,U0, , ,소요군검수,해군,20160518,001,1,6000001039,***,1111,롤휴지 등 12종,MP,000000000,6222000, ,MP201614322A001, , , , ,6222000,YE
 , , ,A1, , ,소요군검사,해군,20161210,001,1,6000009240,***,0027,16-평-함정 수밀 개폐구 교체 외주정비(2차),MP,000000027,405722000, ,MP201614297A001, , , , ,405722000,YE
 , , ,A1, , ,소요군검사,해군,20160730,001,1,6000000654,***,2815,PKG 발전기(PNI) 정비,MP,375224792,39568000, ,MPUPLJ1620E044, , , , ,39568000,EA
50210901,무전기 세트, ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161113,001,1040,5000064641,***,5342,"받침대,탄력성",MB,375067218,2453,.,MBDLMT16230991, , ,5820-3001, ,2551120,EA
60100201,"트랙터,무한궤도식,장갑도자-스크레이퍼 결합체용", ,12, ,본조,단순품질보증형(I형),육군,20161012,001,8,5000064781,***,4820,"슬리브,밸브용",MB,011841893,69431,12335138,MBDLMI16240378, , ,4820-D4006, ,555448,EA
 , , ,A1, , ,표준품질보증형(Ⅲ형),육군,20161215,001,12,5000064641,***,5998,"회로카드 조립체(인쇄회로기판조립체,모체용)",MB,37A269062,953701, ,MBDLMT162304320, , , , ,11444412,EA
 , , ,B1, , ,표준품질보증형(Ⅲ형),육군,20170215,001,29,5000064679,***,9999,열전도복합체,MB,37A127413,21114, ,MBCLMT166300100, , , , ,612306,EA
 , , ,B1, , ,표준품질보증형(Ⅲ형),육군,20170215,001,11,5000128676,***,5340,"연결기,로드엔드용",MB,375208344,4635000, ,MBULMH16230145, , , , ,50985000,EA
1F,급식, ,1A,국방/물품구매요구서,장기국채,소요군검사,육군,20160701,001,189760,물품납품통지서에 의함,001,8940,깍두기(임가공)(1지역),MB,37X02951A,643.96, ,MBDLSG16C00083, ,G,8940-7002, ,122197849,KG
 , , ,A1, , ,소요군검사,육군,20160627,001,1,5000064781,***,1111,베어링등16종,MB,111111111,67672960, ,MB201613835A001, , , , ,67672960,EA
 , , ,A1, , ,소요군검사,육군,20160627,001,1,5000064781,***,1111,고임목블럭등2종,MB,111111111,32470500, ,MB201613922A001, , , , ,32470500,EA
 , , ,A1, , ,소요군검사,육군,20160627,001,1,5000064781,***,1111,링등15종,MB,111111111,19365740, ,MB201613853A001, , , , ,19365740,EA
 , , ,A1, , ,소요군검사,육군,20160627,001,1,5000064781,***,1111,패킹등59종,MB,111111111,26831690, ,MB201613851A001, , , , ,26831690,EA
 , , ,A1, , ,소요군검사,육군,20160627,001,1,5000064781,***,1111,개스킷등12종,MB,111111111,3451570, ,MB201613849A001, , , , ,3451570,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20160625,001,1,60수송전대,***,2530,브레이크 드럼,MD,37ZH56230,190000, ,MD201614084A001, , ,1006485, ,190000,EA
 , , ,U0, , ,소요군검사,육군,20161031,001,1,5000052661,***,1234,'16년 화상회의체계 교체사업,MB,201605030,1800000000, ,MB201612384A001, , , , ,1800000000,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),육군,20161130,001,106,5000069176,***,8470,내부방탄복(판문점),MB,37X034460,580000, ,MBDLSP16200117, , ,구매요구서, ,61480000,EA
 , , ,A1, , ,소요군검수,국직,20161114,001,1,7000010354,***,0000,16년 공군 VoIP교환기 교체사업,TM,000000000,3325079000,0000,TM201614095A001, , ,0000, ,3325079000,YE
 , , ,A1, , ,소요군검사,육군,20160819,001,1,5000053536,***,6549,보일러(5종),MB,456874525,372163000, ,MB201613176A001, , , , ,372163000,YE
 , , ,A1, , ,소요군검사,육군,20160510,001,1,5000064875,***,0000,탄약정비용 안전보호용품  구매 계약,MB,NSN000001,169637790, ,MB201613010A001, , , , ,169637790,YE
 , , ,C1, , ,소요군검사,국직,20161031,001,1,2000010213,***,0000,알루미늄 쉬트패널,TM,000000000,205439800, ,TM160020931Q001, , ,내역서 참조, ,205439800,YE
 , , ,A1, , ,소요군검사,육군,20171231,001,1,5000007170,***,0000,AL창호(알류미늄창호),MB,000000000,175940820, ,MB201612084A001, , , , ,175940820,YE
 , , ,A1, , ,소요군검사,육군,20160930,001,1,5000054190,***,0000,방한복(파카),MB,YJS142611,117750000, ,MB201611351A001, , , , ,117750000,YE
 , , ,A1, , ,공급자 1년 보증형태,해군,20160519,001,1,6000002233,***,0000,행정각대봉투 1매 등 308종,MP,000000000,4241680, ,MP201614633A001, , , , ,4241680,YE
 , , ,A1, , ,공급자 1년 보증형태,해군,20160519,001,2,6000002082,***,5835,디브이디 플레이어 콤보,MP,37Y980809,79200, ,MP201614618A001, , , , ,158400,EA
 , , ,A1, , ,소요군검사,육군,20160519,001,1,5000201434,***,6875,'16년 저장 중 정비용 장비 제조설치,MB,111111111,52481000, ,MB201614591A001, , , , ,52481000,YE
 , , ,A1, , ,소요군검사,육군,20160630,001,1,5000201430,***,6875,'16년 보급환경개선비품 제조설치,MB,111111111,28122000, ,MB201614583A001, , , , ,28122000,YE
00550004,"시뮬레이터,개인용 감지기", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161012,001,387,5000064641,***,6340,경보기,MB,375572268,4939, ,MBULMC162303520, , , , ,1911393,EA
00300102,"곡사포,105MM,경형,견인식", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161202,001,471,5000064641,***,2520,"유니버설조인트,차량용",MB,005172660,46484, ,MBULMC162304880, , ,1015-1217, ,21893964,EA
00102101,"소총,5.56MM", ,A1, , ,표준품질보증형(Ⅲ형),육군,20160919,001,15,5000064641,***,1005,"사격부속장치,공포탄용",MB,001186192,6168, ,MBULMC162302481, , , , ,92520,EA
60240101,시추기 HP-900, ,A1, , ,표준품질보증형(Ⅲ형),육군,20161130,001,23,5000071657,***,2910,"필터 엘리먼트,유체용",MB,010256853,26417, ,MBDLMI16230004, , ,0, ,607591,EA
60120104,"기중기,트럭탑재식", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161210,001,11,5000064679,***,3040,"실린더 조립체,작동식,선형 ",MB,375056669,180686, ,MBULMI16230442, , ,2590-1196, ,1987546,EA
63180212,탐조등 세트(3＂ 제논식 휴대용), ,A1, , ,표준품질보증형(Ⅲ형),육군,20160926,001,493,5000064641,***,5998,회로카드조립체,MB,375049262,145418, ,MBDLMI16230441, , ,6230-1056, ,71691074,EA
 , , ,U0, , ,단순품질보증형(I형),공군,20160930,001,1,7000000007,***,0000,식자재,MD,NL0000000,99684980, ,MD201614554A001, , , , ,99684980,EA
01125102, , ,A1, , ,소요군검수,해군,20160610,000,1,6000015201,***,6660,"송신기군,습도-온도 측정용",MP,123921697,2200000, ,MPN16020130001, , , , ,2200000,EA
 , , ,A1, , ,소요군검수,해군,20160609,001,1,6000006912,***,0000,보드마카 등 27종 구매,MP,111111111,3000000, ,MP201614377A001, , , , ,3000000,YE
 , , ,A1, , ,소요군검수,해군,20161231,001,1,6000019849,***,0000,공업용가스(아세틸렌 등 3품목) 용기 구매,MP,000000000,4540000, ,MP201614715A001, , , , ,4540000,YE
 , , ,A1, , ,소요군검수,해군,20160520,001,1,6000000425,***,9999,커넥터 등 16종,MP,000000001,1000000, ,MP201614742A001, , , , ,1000000,YE
 , , ,A1, , ,소요군검사,국직,20160513,001,6,2000000220,***,9999,준공검사 검측장비 구매,TM,37X024709,17600000, ,TM201613645A001, , , , ,105600000,EA
 , , ,A1, , ,소요군검수,해군,20160517,001,1,6000001180,***,1111,플라스틱 들것 등 3종,MP,000000000,42240000, ,MP201614143A001, , , , ,42240000,YE
 , , ,A1, , ,소요군검수,해군,20160831,000,2,6000001193,***,4320,"펌프,원심식",MP,123967182,9982000, ,MPN16017240001, , , , ,19964000,EA
 , , ,A1, , ,소요군검수,해군,20160517,001,1,6000000690,***,1111,수중볼텍스펌프 2종,MP,000000000,15499000, ,MP201614142A001, , , , ,15499000,YE
 , , ,A1, , ,소요군검사,해군,20161031,001,200,6000005533,***,2530,상륙돌격장갑차 보기륜 정비,MP,004243789,363615, ,MWUPLJ16200027, , , , ,72723000,EA
 , , ,A1, , ,소요군검사,해군,20160720,001,9,6000006579,***,4820,라이너 밸브용,MP,375207323,806542, ,MPDPLA16200635, , ,사양서, ,7258878,EA
 , , ,B1, , ,소요군검사,해군,20170930,001,3,6000006579,***,5963,충전기 모듈,MP,375550837,5506552, ,MPUPLA16A00253, , ,사양서, ,16519656,EA
 , , ,A1, , ,소요군검수,국직,20160518,001,1,2000002978,***,1111,프린터,TM,NSN123456,39720000, ,TM201614190A001, , , , ,39720000,UT
 , , ,A1, , ,소요군검수,국직,20160630,001,46,2000006638,***,1111,32인치 HDTV,TM,37W024356,383000, ,TM201613578A001, , ,정품, ,17618000,EA
 , , ,A1, , ,소요군검사,육군,20160610,001,1,5000025787,***,0000,전산소모품(스캐너 등 00종) 구매,MB,000000001,1103000, ,MB201614592A001, , , , ,1103000,AY
 , , ,U0, , ,소요군검수,육군,20161231,001,1,5000000145,***,1111,떡케익,MB,111111111,30030000, ,MB201613221A001, , , , ,30030000,YE
 , , ,A1, , ,소요군검사,육군,20160704,001,1,5000021804,***,3321,철재 단자함 등 3종,MB,DSAJD3221,29591000, ,MB201614381A001, , , , ,29591000,UN
00422103,야간 투시경, ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161215,001,499,5000064641,***,5855,"백,방수용",MB,375043973,2245,.,MBDLMC16231404, , ,5855-1023, ,1120255,EA
00470101,방향틀, ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161215,001,182,5000064641,***,5340,"덮개,입구용",MB,003468177,11476,.,MBDLMC16230935, , ,1290-1001, ,2088632,EA
20204101,"전차,전투용,무한궤도식", ,1A, ,장기국채,표준품질보증형(Ⅲ형),육군,20161215,001,1,5000064641,***,5315,"키,기계용",MB,007727681,18249,8765647(20004405),MBDLMG16232498, , ,1015-1191, ,18249,EA
20200101,"전차,전투용,무한궤도식", ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161130,001,37,5000064641,***,6680,"축 조립체,가요성",MB,007527479,22797,7344191K,MBDLMG16231557, , ,6680-1040, ,843489,EA
64140101,제독차, ,A1, , ,표준품질보증형(Ⅲ형),육군,20161209,001,12,5000064679,***,2990,파워팩 조립체,MB,375107131,1401969, ,MBDLSW16230162a, , ,규격, ,16823628,EA
 ,미지정, ,12,국방/표준,본조,표준품질보증형(Ⅲ형),육군,20161216,004,240,1031005314,***,1320,"모의 적재훈련탄, 155밀리 곡사포용(KD04)",MB,375020407,142117, ,MBDLAS16200055, ,A,1310-1086, ,34108080,SO
41110204,주추진 MTU 16V 1163 TB93, ,A1, , ,단순품질보증형(I형),해군,20160624,000,1,6000009006,***,2930,"임펠러,워터펌프,엔진냉각장치용",MP,123854665,4950000, ,MPN16019230001, , , , ,4950000,EA
 ,-, ,12,국방/정식,본조,표준품질보증형(Ⅲ형),육군,20160930,001,3,5000005577,***,5430,"탱크,액체저장용(2,000리터)",MB,005852529,3413909, ,MBDLSI16200073, ,B,KDS 5430-1001, ,10241727,EA
1F,급식, ,1A,국방/물품구매요구서,장기국채,소요군검사,육군,20161001,001,327983,물품납품통지서에 의함,001,8940,배추김치(임가공)(1지역),MB,37X1610A3,821.03, ,MBDLSG16C00102, ,G,8940-7002, ,269283882,KG
1F,급식, ,12,국방/물품구매요구서,본조,소요군검사,육군,20160801,001,66060,물품납품통지서에 의함,001,8940,깍두기(완제품)(1지역),MB,3718012A3,1851.33, ,MBDLSG16400018, ,G,8940-7002, ,122298859,KG
1F,급식, ,1A,국방/물품구매요구서,장기국채,소요군검사,육군,20160701,001,490106,물품납품통지서에 의함,001,8940,배추김치(완제품)(1지역),MB,37X1610A2,2126.84, ,MBDLSG16C00101, ,G,8940-7002, ,1042377045,KG
1F,급식, ,1A,국방/물품구매요구서,장기국채,소요군검사,육군,20161201,001,323893,물품납품통지서에 의함,001,8940,김장김치(1지역),MB,3718012A1,858.38, ,MBDLSG16C00049, ,G,8940-7002, ,278023273,KG
1F,급식, ,12,국방/물품구매요구서,본조,단순품질보증형(I형),육군,20161001,001,667838,물품납품통지서에 의함,001,8960,양파음료,MB,375087620,220.22, ,MBDLSG16400023, ,G,8960-7002, ,147071284,CN
1F,급식, ,1A,국방/물품구매요구서,장기국채,단순품질보증형(I형),육군,20160520,001,761809,보급계획서참조,001,8920,즉석쌀국수,MB,37508797A,738.84, ,MBDLSG16C00090, ,G, , ,562854961,EA
 , , ,A1, , ,소요군검사,육군,20160516,001,1,5000081517,***,0000,대포병탐지레이더 소요자재 구매,MB,A00000000,1540000, ,MB201613812A001, , , , ,1540000,EA
 , , ,A1, , ,소요군검사,육군,20160519,001,1,5000081517,***,0000,천마 기화기조립체 기술개발 소요자재 구매,MB,A00000000,23850000, ,MB201614537A001, , , , ,23850000,EA
 ,미지정, ,1A,국방/정식,장기국채,표준품질보증형(Ⅲ형),육군,20161220,010,320,1031005234,***,1330,백색 연막수류탄(KG930),MB,002198511,32831, ,MBDLAS16200026, ,B,KDS 1330-1003, ,10505920,SO
20111104,"운송차,인원용,무한궤도식,성능개량형(K-200A1)", ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161130,001,296,5000064641,***,2510,"완충기,직접작동식",MB,375002389,351273,60627103(88-4),MBDLMG16231638, , ,2350-1004, ,103976808,EA
 , , ,A1, , ,소요군검수,공군,20160624,001,4,7000001874,***,2610,타이어155*12,MD,37ZH59851,55000, ,MD201614680A001, , ,포터2, ,220000,EA
20100201,"구난차,무한궤도식", ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161202,001,32,5000064641,***,6210,"연장기,경고등용",MB,37A274982,1210250,60094977,MBDLMG16232023, , ,2350-1012, ,38728000,EA
20204101,"전차,전투용,무한궤도식", ,12, ,본조,표준품질보증형(Ⅲ형),육군,20161128,001,958,5000064723,***,5305,"나사,캡식,소켓 머리형",MB,37A045212,4677,0636101714,MBDLMG16232060, , ,2350-1010, ,4480566,EA
 , , ,A1, , ,소요군검수,합참,20160729,001,1,3000000057,***,1111,시계,ML,111111111,10165140, ,ML201612949A001, , , , ,10165140,YE
 , , ,A1, , ,소요군검사,육군,20160520,001,1,5000034249,***,1111,각파이프등,MB,111111111,22535920, ,MB201614765A001, , , , ,22535920,YE
 , , ,A1, , ,소요군검수,해병,20160520,001,1,6000002872,***,0000,청룡회관 음료수 납품,MW,000000000,3456000, ,MW201614722A001, , , , ,3456000,YE
 , , ,A1, , ,표준 품질 보증형태,육군,20160815,001,1,5000054226,***,0000,이동형LED투광등,MB,A00000000,33440000, ,MB201613774A001, , , , ,33440000,YE
 , , ,A1, , ,표준 품질 보증형태,육군,20160815,001,1,5000054226,***,0000,이동형LED투광등,MB,A00000000,33440000, ,MB201613774A001, , , , ,33440000,YE
 , , ,A1, , ,표준 품질 보증형태,육군,20160815,001,1,5000054226,***,0000,이동형LED투광등,MB,A00000000,33440000, ,MB201613774A001, , , , ,33440000,YE
 , , ,A1, , ,소요군검사,육군,20160831,001,1,5000081523,***,1234,응급처치훈련세트,MB,201605120,61224940, ,MB201613384A001, , , , ,61224940,YE
 , , ,A1, , ,소요군검사,국직,20160630,001,1,2000003000,***,1111,조직검체분석장치,TM,2016NIT00,44000000, ,TM201613283A001, , ,규격서 참조, ,44000000,YE
