입찰명,발주기관코드,발주기관,카테고리
22-공-체력단련장 비료 구매(229027-D),UMM,국군재정관리단,미분류
(22G022-A)화상회의장비 금융리스,UMM,국군재정관리단,미분류
OO사 시스템 장비/자재 구매납품,UMM,국군재정관리단,미분류
GPS L1_L2 수신키트 등 4종(22-075),HDP,공군제19전투비행단,미분류
"센서,크랭크축 위치결정용,방출제어용 등 9종 구매",SDQ,해군제2수리창,미분류
"실린더 조립체,작동식,선형 등 8종 구매",SDQ,해군제2수리창,미분류
22-024 군사훈련처 / 패러글라이더,HCL,공군사관학교,미분류
공기압축기(콤프레샤) 1대 구매,MCX,자운대근무지원연대,미분류
좌식테이블 구매 납품,SFL,제3283부대,미분류
22-해-이기종 연동장비(RoIP 장비 세트) 구매설치,UMM,국군재정관리단,미분류
22-1차 ㅇㅇ체계 운용품 구매,MCL,국방정보본부,미분류
'22년 부대조달후식(에너지음료) 구매,LKP,5군수지원사령부,미분류
방화도구함 등 7품목 구매,SFG,제9181부대,미분류
00부대 다목적 송풍기 구매,DSS,국군제1068부대,미분류
"(긴급) 변환기,전력용,정지형 등 8종 구매",SCF,해군군수사령부,미분류
(긴급) 전자접촉기 등 4종 구매,SCF,해군군수사령부,미분류
(긴급) KS전기절연테이프 등 65종,SCF,해군군수사령부,미분류
"(긴급) 압축기 유니트, 냉동용 1종 구매",SCF,해군군수사령부,미분류
소음기 등 5종 구매,SCF,해군군수사령부,미분류
탄약정비용 안전보호용품(반코팅장갑 등 2종) 구매,LDG,육군 탄약지원사령부,미분류
"저항기,가변식,권선형,비정밀형 등 4항목 구매(일장)",LCF,육군군수사령부,미분류
"그로밋,비금속제 등 108항목 구매(일장)",LCF,육군군수사령부,미분류
"연결기,리셉터클형,전기용 등 25항목 구매(일장)",LCF,육군군수사령부,미분류
"튜브 조립체,금속제 등 16항목 구매(일장)",LCF,육군군수사령부,미분류
공기여과기 등 1항목 구매(일장),LCF,육군군수사령부,미분류
"연결기,플러그형,전기용 등 14항목 구매(일장)",LCF,육군군수사령부,미분류
교전훈련장비(K-4 발사기) 구매,LDC,육군과학화전투훈련단,미분류
00부대 통합막사 내부도색 자재구매,LIK,제2군수지원여단,미분류
(조달) 22-1-019 초소계단 등 3품목 구매,HCS,제3훈련비행단,미분류
22-해-소독기 저온멸균형 구매(228013-D),UMM,국군재정관리단,미분류
"22-공-분석기, 주파수편이용 구매(229037-F)",UMM,국군재정관리단,미분류
알곤 등 7종 구매(검사비 포함),SCP,제8385부대,미분류
더블에이 복사용지 등 84종 구매,SDF,제5738부대,미분류
"(긴급)시일, 밀봉형 등 7종",SCF,해군군수사령부,미분류
"(긴급)페룰, 압축용, 튜브이음용 등 7종",SCF,해군군수사령부,미분류
"(긴급) 실린더,유압완충장치용 1종 구매",SCF,해군군수사령부,미분류
(긴급)데드맨 릴 등 2종,SCF,해군군수사령부,미분류
이어폰 엘리먼트 등 2품목 구매,SCF,해군군수사령부,미분류
"리테이너,패킹용등 20종 구매",SCF,해군군수사령부,미분류
22-2차 간부숙소 벽걸이형 냉난방기 설치납품,LGT,제2307부대,미분류
"링,지지용 등 7항목 구매(특무)",LCF,육군군수사령부,미분류
오리콘 단자용판 등 17종 구매,LDH,육군종합정비창,미분류
(일장) 다목적굴착기 절연체등 12종구매,LDH,육군종합정비창,미분류
오리콘 오링 등 27종 구매,LDH,육군종합정비창,미분류
TAS-815K 발광다이오드 등 8항목 구매(통신),LCF,육군군수사령부,미분류
(조달) 22-1-022 카메라 등 9품목 구매,HCS,제3훈련비행단,미분류
(조달) 22-1-027 웹캠 등 32품목 구매,HCS,제3훈련비행단,미분류
(227106-F)22년 윈도우7 보안패치SW 구매,UMM,국군재정관리단,미분류
00부대 유지물자 구매(에어컨 등 4품목),LCJ,종합보급창,미분류
22년 전반기 물탱크 청소 용역,LHM,제15보병사단,미분류
(긴급) 실린더 라이너 등 65종 구매,SCF,해군군수사령부,미분류
친환경 금속 녹 세정제 등 3종 구매,SCF,해군군수사령부,미분류
"(긴급) 감압변, 50A 등 8종 구매",SCF,해군군수사령부,미분류
여군 흑단화 등 2종 구매,SCF,해군군수사령부,미분류
여군 흑단화 등 2종 구매,SCF,해군군수사령부,미분류
전기 히터 등 6종 구매,SCF,해군군수사령부,미분류
"(긴급) 압축기, 인젝터 스피링용 등 15종 구매",SCF,해군군수사령부,미분류
"간격유지기, 봉합식 1종 구매",SCF,해군군수사령부,미분류
'22년 화재진압장비 구매,LNF,제1보병사단,미분류
이동용 체인톱 등 2종 구매,HCF,공군군수사령부,미분류
청력검사실 등 3종,HCF,공군군수사령부,미분류
현미경 등 2종,HCF,공군군수사령부,미분류
TOD AI 객체인식 경고시스템,EUA,첨단기술총괄계약팀,미분류
22-공-공기호흡기 구매,UMM,국군재정관리단,미분류
(227101-C) 안테나 제작용 자재(재료) 구매,UMM,국군재정관리단,미분류
22-해-건식청락기 구매,UMM,국군재정관리단,미분류
"22-공-이동형, 공기조절기 구매",UMM,국군재정관리단,미분류
컷터날 등 91종 구매,SDF,제5738부대,미분류
(긴급)함장실 쇼파 등 3종,SCF,해군군수사령부,미분류
제설제 살포기 구매,SCQ,제9911부대,미분류
체인 등 2종,SCN,제7001부대,미분류
"(긴급) 커플링,축용,고정식 등 2종 구매",SCF,해군군수사령부,미분류
22년 프린터 임차용역,LHM,제15보병사단,미분류
"건조용기,제습기용 등 1항목 구매(기장)",LCF,육군군수사령부,미분류
체인 핀 등 3항목 구매(기장),LCF,육군군수사령부,미분류
"벨트,브이(V)형 등 7항목 구매(기장)",LCF,육군군수사령부,미분류
위임-4) 공조기 냉온수코일 설치납품,LCF,육군군수사령부,미분류
화재진압 보호구 구매계약,LPM,제9보병사단사령부,미분류
(227082-C)보장구 구매,UMM,국군재정관리단,미분류
"나침의, 자기식, 설치형 등 6종 구매(22035, 22050)",HCC,해군제1수리창,미분류
레이저포인터 등 268종 구매,SCP,제8385부대,미분류
22년 고흥 예비군훈련장 검문소 물자 구매,LKT,제1989부대,미분류
"22-03-094 테오도라이트, 측량용 등 2품목",HCM,공군교육사령부,미분류
00부대 기록물 존안장비 자재 구매,DSS,국군제1068부대,미분류
"콘덴서,냉각용 등 10종",SCR,해군제3함대사령부,미분류
정렬핀 등 25품목 구매,SFM,제3170부대,미분류
목장갑 등 102종 구매(22-10),HCC,해군제1수리창,미분류
윤활방청제 등 252품목 구매(22034),HCC,해군제1수리창,미분류
(226041-B) 체력단련장 코스관리용 농약 구매,UMM,국군재정관리단,미분류
(226039-E) 체력단련장 코스관리용 비료 구매,UMM,국군재정관리단,미분류
"탱크, 용융도금용, 직접 가열식",HCF,공군군수사령부,미분류
대형버스 어라운드뷰 등 4종 구매,SCQ,제9911부대,미분류
스틱믹서기 등 6종 구매,SCQ,제9911부대,미분류
라텍스장갑 등 74종 구매,SCQ,제9911부대,미분류
축성도구 구매,LNT,제28보병사단,미분류
조립식과속방지턱 등 31종 구매,SCP,제8385부대,미분류
수압기중기 모터(휀) 등 3항목 구매(궤도),LCF,육군군수사령부,미분류
우측홀드조립체 등 23항목 구매(궤도),LCF,육군군수사령부,미분류
"엘보,튜브 및 보스 연결용 등 17항목 구매(궤도)",LCF,육군군수사령부,미분류
증폭기 등 31항목 구매(궤도),LCF,육군군수사령부,미분류
"센서조립체,바람감지용 등 22항목 구매(궤도)",LCF,육군군수사령부,미분류
"톱, 원형 등 2종",HCF,공군군수사령부,미분류
(화공) 록타이트등2종 구매,LDH,육군종합정비창,미분류
안전밴드 등 247종 구매 납품,SFL,제3283부대,미분류
육성지원사업 물품 구매(블루투스 스피커),LNS,제55보병사단,미분류
22-무적감시체계 교체사업 리스(22K039-H),UMM,국군재정관리단,미분류
22-합 -분석실험실 운용장비 교체사업 리스,UMM,국군재정관리단,미분류
"22-공-X선 장치 세트,방사선 사진용,산업용 구매",UMM,국군재정관리단,미분류
복사용지 등 92품목 구매,SFG,제9181부대,미분류
싱글실린더 등 17품목 구매,SFG,제9181부대,미분류
미끄럼방지 웨이브매트 등 174종,SCN,제7001부대,미분류
22-03-083/084 단디큐브형 접착메모함 등 2품목,HCM,공군교육사령부,미분류
"전기자, 계전기용 구매",SCI,제9121부대,미분류
"부호기, 디지털표시식 등 2종 구매",SCI,제9121부대,미분류
고프로 촬영장비 세트 구매,SCK,해군교육사령부,미분류
보강토블럭 등 2종 구매,SCK,해군교육사령부,미분류
보이스레코더 등 7종 구매,SDF,제5738부대,미분류
'22년 HET 권양기 구매,LIK,제2군수지원여단,미분류
사관실 쇼파등판 수선 등 18종,SCF,해군군수사령부,미분류
"POWERHEAD,GEN5 등 4품목 구매",SFG,제9181부대,미분류
폴리퍼티 등 3종,SCF,해군군수사령부,미분류
"접합제,철 및 강철용 등 11종",SCF,해군군수사령부,미분류
"(긴급) 끝 이음쇠, 가요성 케이싱용 1종 구매",SCF,해군군수사령부,미분류
활성탄 등 5종 구매,SCF,해군군수사령부,미분류
"스프링, 나선형 등 4종 구매",SCF,해군군수사령부,미분류
"계전기,전자자기식 등 45항목 구매(특무)",LCF,육군군수사령부,미분류
HET 권양기 구매,LBB,육군제7789부대,미분류
항-22-006 심전도계 운동부하용 등 2종,HCL,공군사관학교,미분류
"22년 독수리회관 농, 수, 축, 공산 납품 용역",HDT,공군작사근무지원단,미분류
22-덕-비료 등 15품목 구매,SFC,제9691부대,미분류
편지지 등 319종 구매 납품,SFL,제3283부대,미분류
22년 음식물쓰레기 위탁처리 용역(AA-22002),LPG,제5보병사단,미분류
COVID19 Ag신속항원 진단키트(전문가용) 400박스,SCN,제7001부대,미분류
전기레인지 2구 구매,SCP,제8385부대,미분류
온장고 등 7종,SCN,제7001부대,미분류
이동식 조명장비 세트 구매,SCK,해군교육사령부,미분류
앱손잉크 등 1191종(1분기 통합발주),SCN,제7001부대,미분류
DDH 반목 등 26종 구매,SDQ,해군제2수리창,미분류
강당걸레 등 140품목 구매,SFD,제9227부대,미분류
22-1차 화상회의 브리핑시스템 운용품 구매,MDF,국군지휘통신사령부,미분류
검정포제 등 9종,SCF,해군군수사령부,미분류
"(긴급)제재목,연재질,판자벽용 1종",SCF,해군군수사령부,미분류
"발전기, 교류식 등 22종 구매",SCF,해군군수사령부,미분류
(긴급) 디스플레이 유닛 등 5종 구매,SCF,해군군수사령부,미분류
(긴급) 실린더 슬리브 등 37종 구매,SCF,해군군수사령부,미분류
(긴급) 음성기록카드 등 2종 구매,SCF,해군군수사령부,미분류
"(긴급) 전동기 조립체,전기식 1종 구매",SCF,해군군수사령부,미분류
"열교환기,냉장고용 1종",SCF,해군군수사령부,미분류
"(긴급)변환기,신호자료용 등 2종",SCF,해군군수사령부,미분류
"(긴급)제어기,전동기용 등 3종",SCF,해군군수사령부,미분류
"(긴급)센서,공기충전,온도용,방사제어용 등 5종",SCF,해군군수사령부,미분류
(긴급)디지털온습도계 등 60종,SCF,해군군수사령부,미분류
온장고 1종 구매,SCF,해군군수사령부,미분류
도파관 조립체 1종 구매,SCF,해군군수사령부,미분류
안테나 70PM 등 2종 구매,SCF,해군군수사령부,미분류
"패킹, 성형식 등 4종 구매",SCF,해군군수사령부,미분류
철판원형가공기 1종 구매,SCF,해군군수사령부,미분류
비파괴검사 재료 구매,LDG,육군 탄약지원사령부,미분류
"22-047, 체력단련장, 농약 등 11종",HDF,공군 제8전투비행단,미분류
제트스트림 등 24품목 구매,SFC,제9691부대,미분류
22-덕-배토사 등 4종 구매,SFC,제9691부대,미분류
22-덕-에어콤푸레샤 등 3종 구매,SFC,제9691부대,미분류
22-공-교통 표시용 장비 구매,UMM,국군재정관리단,미분류
22-공-고정식 자기검사유닛 구매,UMM,국군재정관리단,미분류
톱 등 6품목 구매,SFG,제9181부대,미분류
화재진압장비 및 보호구 구매(A014),LHD,제21보병사단,미분류
청테이프 등 89종 구매,SDF,제5738부대,미분류
육군훈련소 인권존중실 홍보품(벽시계) 구매,LCG,육군본부,미분류
스마트 훈련병 소프트웨어 유지보수 용역,LFC,육군훈련소,미분류
"제어장치, 자료송신용 등 26종 구매",SCI,제9121부대,미분류
항-22-007 군수과 / 천평전자식 계수형 등 3종,HCL,공군사관학교,미분류
촬영 및 편집장비 구매,MCR,국방대학교,미분류
아족시스트로빈(농약) 등 19종 구매(22-044),HCR,공군제15특수임무비행단,미분류
모사전송기 1항목 구매(통신),LCF,육군군수사령부,미분류
22-해-하드케이스(특전장구류) 등 4종 구매,UMM,국군재정관리단,미분류
22-공-전자전모의 신호발생기 구매,UMM,국군재정관리단,미분류
T자 등 289종,SCR,해군제3함대사령부,미분류
스테인리스 커팅자 등 241종,SCR,해군제3함대사령부,미분류
탄약 정비 일반자재(봉인 알루미늄 등 2개 품목) 구매,LDG,육군 탄약지원사령부,미분류
참모총장 개인표창 부상품(메달) 구매,LCG,육군본부,미분류
체력단련장 22년 코스관리자재 비료 구매(정정),UAB,국군복지단,미분류
22-051 체력단련장 / 농약 14종,HCL,공군사관학교,미분류
"22-052 뱃지, 키링 2종",HCL,공군사관학교,미분류
체력단련장 농약 구매,HDK,공군제11전투비행단,미분류
"VRC-946K 확성기,영구 자석식 등 3항목 구매(통신)",LCF,육군군수사령부,미분류
22년 1분기 자산취득품목 구매,LFK,육군종합군수학교,미분류
(22-복-002) 농약 등 16종,HCQ,공군제5공중기동비행단,미분류
22년 국방부 정기소독 용역,MCN,국방부근무지원단,미분류
형광등 등 59종 구매,SCK,해군교육사령부,미분류
윙카호스 구매,SFG,제9181부대,미분류
배선장치 구매,SCI,제9121부대,미분류
"(긴급)전원공급기,무정전식 1종",SCF,해군군수사령부,미분류
"(긴급) 등, 선박항해용 등 4종",SCF,해군군수사령부,미분류
22-1차 간부숙소 벽걸이형 냉난방기 설치납품,LGT,제2307부대,미분류
사단봉 120개 구매,SCG,해군본부,미분류
마이크로필름 등 47종 구매,SCG,해군본부,미분류
택배보급용 안전봉투 4종,UAC,국방출판지원단,미분류
22-덕-농약품 21품목 구매,SFC,제9691부대,미분류
22-공-체력단련장 농약 구매,UMM,국군재정관리단,미분류
"22-해-앵글, 저장용 1품목 구매",UMM,국군재정관리단,미분류
볼펜 등 298종 구매 납품,SFL,제3283부대,미분류
미용티슈 등 47종 구매,SCI,제9121부대,미분류
"제재목,연재질,두꺼운형 등 5종",SCF,해군군수사령부,미분류
유해발굴 수습물자 태극기 등 13종 구매,MHP,국방부유해발굴감식단,미분류
카메라 등 6종 구매 납품,SFL,제3283부대,미분류
"22-공-시험세트, 초음파식 구매",UMM,국군재정관리단,미분류
"압축기 유니트,회전식",HCF,공군군수사령부,미분류
22-02-062 IC 등 153품목,HCM,공군교육사령부,미분류
TV 등 2종,SDG,제2002부대,미분류
"강당걸레 등 1,150종 구매",SCI,제9121부대,미분류
공업용세정제 등 9품목 구매,SFM,제3170부대,미분류
"체조,태권도,근대5종 운동용품 구매",MCT,국군체육부대,미분류
황색견장줄 등 21품목 구매,SFM,제3170부대,미분류
제빙기 등 6품목 구매,SFG,제9181부대,미분류
쇼파 등받이 수선 등 14종,SCF,해군군수사령부,미분류
디스플레이 유닛 5EA 구매,SCF,해군군수사령부,미분류
탄약 정비 일반자재(아세톤 등 29개 품목) 구매,LDG,육군 탄약지원사령부,미분류
타월렛트 구매,HCF,공군군수사령부,미분류
"계기, 전계 강도용",HCF,공군군수사령부,미분류
유압식 돌리형 잭 2종 구매,HCF,공군군수사령부,미분류
22-덕-카메라 구매,SFC,제9691부대,미분류
온장고 구매,SDF,제5738부대,미분류
세탁기 등 2품목 구매,SEE,제9해병여단,미분류
22년 1급 방진마스크 구매,LGP,제1군수지원사령부,미분류
포스트잇 팝업 리필용 노트 등 186종 구매,SDL,재경근무지원대대,미분류
휄메저 등 44종 구매,SDL,재경근무지원대대,미분류
발칸 와셔 등 17종 구매,LDH,육군종합정비창,미분류
22-해-요소 등 27품목 구매,UMM,국군재정관리단,미분류
개스킷 등 8품목 구매(22021),HCC,해군제1수리창,미분류
사물함 2인용 구매(직접 생산 업체),LFD,육군대학,미분류
푸른솔 구매(농약),SCN,제7001부대,미분류
활주로램프 등 4종 구매,SDF,제5738부대,미분류
블랙박스(승용) 등 5품목 구매,SFD,제9227부대,미분류
토너 등 84종 구매,SCH,해군작전사령부,미분류
주형 등 8종,SCF,해군군수사령부,미분류
"잉곳,구리 1종",SCF,해군군수사령부,미분류
"링 세트, 피스톤용 등 27종 구매",SCF,해군군수사령부,미분류
흡인기이동식 등 4종 구매,SCF,해군군수사령부,미분류
유체정역학 유니트 등 4종 구매,SCF,해군군수사령부,미분류
"전동기, 교류용 등 3종 구매",SCF,해군군수사령부,미분류
참모총장 개인표창 부상품(손목시계) 구매,LCG,육군본부,미분류
"튜브 조립체, 금속제 등 56품목 구매(22051)",HCC,해군제1수리창,미분류
"스텐평와샤 등 14품목 구매(22028, 22033)",HCC,해군제1수리창,미분류
"계전기, 고체소자식 등 10품목 구매(22023, 22026)",HCC,해군제1수리창,미분류
ATCIS 디스플레이 광전자식 등 19항목 구매(통신),LCF,육군군수사령부,미분류
PRC-999K 발광다이오드 등 42항목 구매(통신),LCF,육군군수사령부,미분류
"PRC-950K 축전식,고정식 등 6항목 구매(통신)",LCF,육군군수사령부,미분류
SPIDER 회로카드 조립체 등 32항목 구매(통신),LCF,육군군수사령부,미분류
성능개량 BTCS 전원공급기 등 9항목 구매(통신),LCF,육군군수사령부,미분류
핸드 소켓 등 572품목 구매(22015),HCC,해군제1수리창,미분류
코팅필름 등 153종 구매,SCK,해군교육사령부,미분류
00부대 KJCCS 및 ATCIS 운용용품 구매,LDA,지상작전사령부,미분류
3KW발전기 등 19품목 구매 납품,SFD,제9227부대,미분류
DVD(블랙위도우 등 45종) 구매,SCL,해군사관학교,미분류
21-충-공-3C 관급자재 잡석,HDM,공군제17전투비행단,미분류
22-02-059 알류미늄 등 9품목,HCM,공군교육사령부,미분류
TICN 4차양산 상용장비,ERA,우주지휘통신총괄계약팀,미분류
보드마카 등 18종 구매,SCU,해군 기동함대사령부,미분류
크립 등 15종 구매,SCU,해군 기동함대사령부,미분류
(227036-B) 보장구 69품목 구매,UMM,국군재정관리단,미분류
22년 부대조달 후식(에너지바) 구매,LKP,5군수지원사령부,미분류
카트운반구(롤테이너) 구매,HCF,공군군수사령부,미분류
전기튀김기 등 3종 구매,SCQ,제9911부대,미분류
22년 군장품(오바로크) 구매,LPC,제25보병사단,미분류
외장HDD 등 54종 구매,SCP,제8385부대,미분류
문화상품권 구매,SCP,제8385부대,미분류
Epson L1670 잉크 등 54종 구매,SCP,제8385부대,미분류
정보체계 운영용품 구매,LPK,제8기동사단,미분류
스프링클러 헤드 등 2종 구매,SCP,제8385부대,미분류
소변탈취제 등 117종 구매,SCK,해군교육사령부,미분류
복사용지 등 514종 구매,SCK,해군교육사령부,미분류
체력단련장 가이리멸치 등 154종 구매,SCP,제8385부대,미분류
온장고(대) 등 2종 구매,SCR,해군제3함대사령부,미분류
안테나 승강기군 1종 구매,SCF,해군군수사령부,미분류
(긴급)미송(무절) 등 3종,SCF,해군군수사령부,미분류
"(긴급)표시기, 점검, 액체용 등 11종",SCF,해군군수사령부,미분류
"핀,토글용,유듀형 등 8종",SCF,해군군수사령부,미분류
금형판재 등 7종,SCF,해군군수사령부,미분류
녹방지 코팅제 1종,SCF,해군군수사령부,미분류
"(긴급)창,선박용 등 5종",SCF,해군군수사령부,미분류
전원공급기 등 10종 구매,SCF,해군군수사령부,미분류
함상복용 포제약장 등 29종 구매,SCF,해군군수사령부,미분류
회전형 델리스코픽 스탠드 구매,HCF,공군군수사령부,미분류
"천평, 비틀림식",HCF,공군군수사령부,미분류
(226010-E)플렉시블 이중보온관 구매,UMM,국군재정관리단,미분류
"22-공-시험세트, 진동기용 구매설치",UMM,국군재정관리단,미분류
22년 축성도구 구매,LHD,제21보병사단,미분류
아령정리대 등 21품목 구매,SEE,제9해병여단,미분류
네임펜 등 65종 구매,SCK,해군교육사령부,미분류
153볼펜 등 166종 구매,SCK,해군교육사령부,미분류
'22년 소방시설 종합정밀점검 및 작동기능점검 용역,LCN,육군사관학교,미분류
멀티펜 등 214종 구매,SCK,해군교육사령부,미분류
니트로글리세린 등 90종 구매,SCK,해군교육사령부,미분류
본크리트 등 176종 구매,SCK,해군교육사령부,미분류
[22-1005] 삼성프린트토너 등5,HDM,공군제17전투비행단,미분류
스텐평식기 등 2품목 구매,SFM,제3170부대,미분류
"(긴급)램프, 발광다이오드용 1종",SCF,해군군수사령부,미분류
(긴급)계전기 등 2종,SCF,해군군수사령부,미분류
(긴급) 유체정역학 유니트 등 9종,SCF,해군군수사령부,미분류
락스 등 84종,MCS,국방부계룡대근무지원단,미분류
컬러 정부화일 등 31종 구매,SCU,해군 기동함대사령부,미분류
22-공-미립자계수기용 자동시료채취기 구매,UMM,국군재정관리단,미분류
Siemens STEP7 Prof 등 3종 구매(22-01),HCC,해군제1수리창,미분류
배구부 훈련용품(유니폼 등 6종),MCT,국군체육부대,미분류
공카드 등 242품목 구매,SFG,제9181부대,미분류
샤프펜 등 45종,SCF,해군군수사령부,미분류
전신소독기 구매,SCQ,제9911부대,미분류
스티키 노트 등 47종 구매,SDF,제5738부대,미분류
자외선 램프 30W(G30T8) 등 7종,SCF,해군군수사령부,미분류
"판,금속제 등 3종",SCF,해군군수사령부,미분류
(긴급)스트라이커 플레이트 등 11종,SCF,해군군수사령부,미분류
"(긴급)하우징,전자구성품용 1종",SCF,해군군수사령부,미분류
(긴급) 측정 막대-뚜껑 액위용 등 5종 구매,SCF,해군군수사령부,미분류
"(긴급) 감지소자, 화재탐지장치용 등 2종 구매",SCF,해군군수사령부,미분류
"(긴급) 시일, 밀봉형 등 6종 구매",SCF,해군군수사령부,미분류
주물사배합기 1종 구매,SCF,해군군수사령부,미분류
순간접착제 등 770종,SCF,해군군수사령부,미분류
(긴급)용접우산 등 255종,SCF,해군군수사령부,미분류
카스타드 구매,SCF,해군군수사령부,미분류
"(긴급)커플링 조립체,호스용 등 2종",SCF,해군군수사령부,미분류
"마이크로폰, 고성능식 등 4종 구매",SCF,해군군수사령부,미분류
레이저프린트 1SET 구매,SCF,해군군수사령부,미분류
보호안경 산업용 등 6종 구매,SCF,해군군수사령부,미분류
00부대 플렉시블이중보온관 구매(1013),LHD,제21보병사단,미분류
"덮개,입구용 등 52항목 구매(특무)",LCF,육군군수사령부,미분류
토너 등 12종 구매(22-3),HCC,해군제1수리창,미분류
STS 304 스텐판 등 11종 구매(22-2),HCC,해군제1수리창,미분류
22년 음식물폐기물 처리용역,HDL,공군제16전투비행단,미분류
22-해-선박강습사다리용 세트 등 5종 구매,UMM,국군재정관리단,미분류
22-해-3단 진압봉 등 5종 구매,UMM,국군재정관리단,미분류
22-공-동력식 펀치용 프레스 구매,UMM,국군재정관리단,미분류
22-해-체력단련장 비료 등 57종 구매,UMM,국군재정관리단,미분류
"전압계 등 26품목 구매(2,18,20)",HCC,해군제1수리창,미분류
"고정물,전등용등 5종",SCR,해군제3함대사령부,미분류
전원공급기,SCR,해군제3함대사령부,미분류
혈구계산기 1종(22-030),HDP,공군제19전투비행단,미분류
22-038 D급 소화기 등 5종,HCL,공군사관학교,미분류
조난위치지시무선송신기 1종 구매,SCF,해군군수사령부,미분류
에폭시 코팅 키트 등 22종 구매,SCF,해군군수사령부,미분류
쥐마개(대) 1종 구매,SCF,해군군수사령부,미분류
스폰지 등 44품목 구매(22019),HCC,해군제1수리창,미분류
22-해-청상어 실자용 표적 제작설치,UMM,국군재정관리단,미분류
플러스 멀티박스 등 70종 구매,SCU,해군 기동함대사령부,미분류
젤 손목받침대 등 35종 구매,SCU,해군 기동함대사령부,미분류
PP 진행문서화일 등 22종 구매,SCU,해군 기동함대사령부,미분류
골강주사 실습모형 등 7품목,MDQ,국군의무학교,미분류
22-공-점도계(튜브형) 구매,UMM,국군재정관리단,미분류
결재판 등 476종 구매,SDF,제5738부대,미분류
"열전대,접촉용 등 11종",SCR,해군제3함대사령부,미분류
리코일 아세이 등 8종,SCR,해군제3함대사령부,미분류
오더피커 구매,MDK,국군수송사령부,미분류
22-해-비자성 드라슈트 등 4종 구매,UMM,국군재정관리단,미분류
"22-공-압축기 유니트, 왕복식 구매",UMM,국군재정관리단,미분류
복사용지 등 183종 구매,SCR,해군제3함대사령부,미분류
1분기 정보통신운영 용품구매,LNG,육군 제1군단,미분류
디지털카메라,SCR,해군제3함대사령부,미분류
22-01-003 전치아동시촬영기,HDL,공군제16전투비행단,미분류
(227001-H)VoIP 교환기 구축사업,UMM,국군재정관리단,미분류
에어크리너 등 31종 구매,SDF,제5738부대,미분류
바닥청소솔 등 67종 구매,SCQ,제9911부대,미분류
청소용릴호스 1종 구매,SCF,해군군수사령부,미분류
리어카(몸체) 등 3종 구매,SCF,해군군수사령부,미분류
주철 등 3종,SCF,해군군수사령부,미분류
호스조립체 2종 구매,SCF,해군군수사령부,미분류
전기이발기 1종 구매,SCF,해군군수사령부,미분류
출력계 1종 구매,SCF,해군군수사령부,미분류
공정사단 본부 및 A여단 개편사업(통합배선),LHQ,제2작전사령부,미분류
총포 십자선 구매,LDH,육군종합정비창,미분류
22-덕-공DVD-R 구매,SFC,제9691부대,미분류
(227003-H)스펙트럼측정/분석장비 노후교체,UMM,국군재정관리단,미분류
22-덕-산불진화기계화 시스템 구매,SFC,제9691부대,미분류
22-01-039 여행용 가방 등 2품목,HCM,공군교육사령부,미분류
평지형예초기 등 3품목 구매,SFM,제3170부대,미분류
어라운드 뷰 구매(설치포함),SCR,해군제3함대사령부,미분류
방진마스크 등 102종 구매,SCH,해군작전사령부,미분류
클립보드 등 151종 구매,SDF,제5738부대,미분류
종이컵 등 79종 구매,SDF,제5738부대,미분류
수정테이프 등 197종 구매,SCI,제9121부대,미분류
진공계시험기 1종 구매,SCF,해군군수사령부,미분류
전력계(1GHz) 구매,SCF,해군군수사령부,미분류
"(긴급)냉각기,유체식,산업용 등 1종",SCF,해군군수사령부,미분류
'22년 영내자후식(에너지바),LIK,제2군수지원여단,미분류
'22년 영내자후식(에너지드링크),LIK,제2군수지원여단,미분류
22년 부대조달 후식(에너지바),LBB,육군제7789부대,미분류
22년 부대조달 후식(에너지음료),LBB,육군제7789부대,미분류
비말차단 가림막(아크릴) 납품 설치,MCR,국방대학교,미분류
22년 예비군부대 프린터/PC정비용역(울산),LKG,육군제53보병사단,미분류
군용반합 구매 납품,SFL,제3283부대,미분류
사복탁송용 박스 구매 납품,SFL,제3283부대,미분류
22-해-통로개척용 물자세트 등 2종 구매,UMM,국군재정관리단,미분류
해병대용 야전배낭 구매 납품,SFL,제3283부대,미분류
라디에이터 어셈블리 등 310종 구매,HCF,공군군수사령부,미분류
지우개 등 225종 구매,SDF,제5738부대,미분류
물소화기 등 4품목 구매,SFG,제9181부대,미분류
"(긴급)전달장치, 압력용 1종",SCF,해군군수사령부,미분류
"체인조립체, 단일구간용 1종 구매",SCF,해군군수사령부,미분류
래커에어로졸 등 8종 구매,SCF,해군군수사령부,미분류
부양성 발연부 신호 등 3종 구매,SCF,해군군수사령부,미분류
클램프 등 10종 구매,SCF,해군군수사령부,미분류
다중계기(10MHz) 1종 구매,SCF,해군군수사령부,미분류
"압축기 유니트, 왕복식",HCF,공군군수사령부,미분류
입소신병 군장품 구매,LNT,제28보병사단,미분류
프러스펜 등 24종,SDG,제2002부대,미분류
"펜싱,수영,복싱,역도,하키부 운동용품 구매",MCT,국군체육부대,미분류
인바디 구매,SFG,제9181부대,미분류
오렌지 등 14종 구매,SCP,제8385부대,미분류
(226018-D)줄날 구매,UMM,국군재정관리단,미분류
22-공-구두솔 등 5품목 구매,UMM,국군재정관리단,미분류
타이레놀 등 94품목,SDG,제2002부대,미분류
청소용 물티슈 등 466종 구매,SCK,해군교육사령부,미분류
