참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,군 분류,군수품분류
1970,LCF0033,1,2090,***,"전지,재충전불가식(BA-30S)2항목 구매(물자)",물품,LCF,육군군수사령부,2024-04-03 11:00,L9AA1,엔플러스,,손정희,336513017,336513017,033-651-3017,강원특별자치도 강릉시 하평3길44-1 (포남동),87.995,"17,318,600",육군,2종-통신물자
1470,LCF0032,1,1852,***,꼬리표 1품목 구매(물자),물품,LCF,육군군수사령부,2024-04-03 11:00,M6434,주식회사 공감과공유의제작소,,이선정,1045141396,1045141396,010-4514-1396,"경기도 부천시 원미구 성곡로63번길104,3층(도당동)",87.995,"12,620,520",육군,
5,EBB0026,1,6038,***,24년 개인화기 주야조준경(II형)(제조),물품,EBB,지상공통전력운영계약팀,2024-04-03 11:00,F925B,주식회사 에이지광학,"A. G. OPTICS CO., LTD",이수경,414101356,414101356,041-410-1356,"경기도 화성시 동탄역로156, 에이동 1012호(오산동, 동탄역 롯데캐슬)",85.041,"1,860,765,552",국방부직할,
2,EBB0023,1,5337K,***,신형 항공 연막통,물품,EBB,지상공통전력운영계약팀,2024-04-03 11:00,0261F,고려화공 주식회사,"Koryo Pyrotechnics Co., Ltd",조영준,512561771,512561771,051-256-1771,"부산광역시 서구 충무대로264, 8층 (충무동1가, 우양빌딩)",85.218,"2,059,941,000",국방부직할,2종-화생방물자
709,HCF0072,1,12175,***,가스튀김기 등 7종 구매,물품,HCF,공군군수사령부,2024-04-03 10:30,L54DF,한톨유통,,김선휘,1025578799,1025578799,010-2557-8799,"서울특별시 구로구 중앙로5길62, 상가106호(고척동, 서울가든아파트)",87.995,"42,519,000",공군,3종-가스류
58,LKM0020,1,12070,***,"24년 정비,취사피복 제조구매",물품,LKM,제2632부대,2024-04-03 10:30,L9772,타미나,,홍나은,1082794224,1082794224,010-8279-4224,경상남도 창원시 성산구 용지로117번길33 (중앙동) B1층,88.027,"55,306,127",육군,2종-피복류
12,NIT0004,1,12103,***,모바일 패스워드 해독시스템 구매,물품,NIT,국방부조사본부,2024-04-03 10:30,F21E1,주식회사  인섹시큐리티,INSEC-SECURITY,김종광,28635687,28635687,02-863-5687,"서울특별시 금천구 가산디지털1로19, 406호, 407호, 408호, 409호(가산동,대륭테크노타운18차)",89.042,"276,244,200",국방부직할,
377,SCF0306,1,10708,***,(긴급) 구리양극봉 등 9종,물품,SCF,해군군수사령부,2024-04-03 10:30,K7273,에그코리아,,한소정,1028655971,1028655971,010-2865-5971,"울산광역시 남구 신복로72번길29 (무거동, 신복현대아파트 103동) 103동 1705호",87.997,"8,139,470",해군,
635,SCF0305,1,10703,***,"(긴급) 와셔, 잠금식 등 57종",물품,SCF,해군군수사령부,2024-04-03 10:30,M3346,좋은자원,,전대용,546081610,546081610,054-608-1610,경상북도 구미시 금오시장로13-0 (원평동)  2층 230호,87.998,"31,468,930",해군,2종-병참물자
214,SCF0311,1,10182,***,"윤활유,엔진용 등 3종 구매",물품,SCF,해군군수사령부,2024-04-03 10:30,HAC5F,에코플루이드,ECOFLUID Co.,정은,557232326,557232326,055-723-2326,경상남도 김해시 주촌면 서부로1409번길83-6,84.701,"195,000,000",해군,
616,SCF0307,1,8835,***,은 브러쉬 등 7종 구매,물품,SCF,해군군수사령부,2024-04-03 10:30,ID2CE,주식회사 월성,,이희석,7044539559,7044539559,070-4453-9559,충청남도 계룡시 엄사면 번영3길91-0 (대동황토방아파트)제상가동 205호,87.996,"72,707,800",해군,
360,SCF0313,1,6137,***,콘센트릭 밸브 조립체 등 2종 구매,물품,SCF,해군군수사령부,2024-04-03 10:30,FE043,주식회사 에코비투,ecob2co.ltd,하영임,23532356,23532356,02-353-2356,"경기도 고양시 덕양구 삼원로73, 721호(원흥동, 원흥한일윈스타)",83.174,"234,944,000",해군,
689,SCF0312,1,6028,***,밸브조립체 등 30종 구매,물품,SCF,해군군수사령부,2024-04-03 10:30,HD46C,대현테크,DAEHYEON TECH,전현규,518319720,518319720,051-831-9720,부산광역시 강서구 평강로171번길259-0 (대저1동),88.19,"151,121,500",해군,
12,NIT0004,2,12103,***,모바일 패스워드 해독시스템 구매,물품,NIT,국방부조사본부,2024-04-03 10:30,F21E1,주식회사  인섹시큐리티,INSEC-SECURITY,김종광,28635687,28635687,02-863-5687,"서울특별시 금천구 가산디지털1로19, 406호, 407호, 408호, 409호(가산동,대륭테크노타운18차)",89.042,"276,244,200",국방부직할,
2,EBB0018,1,5002B,***,제동장치 부품류,물품,EBB,지상공통전력운영계약팀,2024-04-02 14:00,2346F,건웅테크 주식회사,"Keon Woong tech co,.ltd",박영혜,513053300,513053300,051-305-3300,부산광역시 강서구 가리새2로58-0 (범방동),84.933,"74,917,000",국방부직할,
10,LDH0373,1,9662,***,통신 캐패시터(012768070) 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,JFE6F,윌프리,,허성욱,010-8768-1337,010-8768-1337,010-8768-1337,"경기도 화성시 동탄기흥로570-6 (영천동)  골든아이타워, 201호",88.817,"29,413,332",육군,
6,LDH0367,1,9865,***,(자재) 늄합금파이프 등 29종 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,DFDAF,(주)종로인더스트리,"JONG RO INDUSTRY Co.,Ltd.",노종헌,513271811,513271811,051-327-1811,부산광역시 사상구 새벽로 130(),88.664,"18,844,860",육군,
13,LDH0366,1,9719,***,(자재) 렌치볼트 등 14종 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,DFDAF,(주)종로인더스트리,"JONG RO INDUSTRY Co.,Ltd.",노종헌,513271811,513271811,051-327-1811,부산광역시 사상구 새벽로 130(),88.009,"16,371,615",육군,2종-병참물자
17,LDH0363,1,9715,***,"(자재) SSD 회로용, 케이스 부품키트 구매",물품,LDH,육군종합정비창,2024-04-02 13:00,E04DE,디엔테크,DN TECH,김해천,313751790,313751790,031-375-1790,"경기도 화성시 동탄대로677-5, 8층 812호(영천동, 비전IT타워)",88.076,"8,351,710",육군,
15,LDH0362,1,9714,***,(자재) 하우징 전자구성품용 부품키트 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,D66E5,일우디지컴(주),ILWOO Digicom,고영남,02-3667-9726,02-3667-9726,02-3667-9726,"서울특별시 영등포구 경인로80길 3-11, 영우빌딩3층(문래동1가)",88.013,"18,753,436",육군,
14,LDH0368,1,9713,***,(자재) 표시부 인쇄회로기판 조립체 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,D66E5,일우디지컴(주),ILWOO Digicom,고영남,02-3667-9726,02-3667-9726,02-3667-9726,"서울특별시 영등포구 경인로80길 3-11, 영우빌딩3층(문래동1가)",88.037,"2,592,406",육군,2종-병참물자
4,LDH0359,1,9710,***,(자재) 마봉 특수강 등 18종 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,DFDAF,(주)종로인더스트리,"JONG RO INDUSTRY Co.,Ltd.",노종헌,513271811,513271811,051-327-1811,부산광역시 사상구 새벽로 130(),89.66,"14,963,400",육군,
7,LDH0360,1,9709,***,(자재) 철판 등 5종 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,J4F91,다인,,전영례,7042550057,7042550057,070-4255-0057,경상남도 창원시 진해구 충장로130번길25 (제황산동),88.238,"10,340,260",육군,
4,LDH0358,1,9708,***,(자재) 스프링강선 등 61종 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,J4F9C,상일상사,,조용경,7077666240,7077666240,070-7766-6240,경상남도 창원시 마산회원구 합포로274 (양덕동) 401호,96.787,"43,692,100",육군,2종-병참물자
11,LDH0372,1,9675,***,통신 축전기(013696376) 구매,물품,LDH,육군종합정비창,2024-04-02 13:00,K6E2E,캐시드림,,이상미,010-2214-3997,010-2214-3997,010-2214-3997,"서울특별시 관악구 남부순환로256라길12-0 (남현동, 한백리츠빌) 203호",95.396,"13,500,000",육군,
36,LCP0028,1,11749,***,응급군의관 및 구조사 구조작전복 구매,물품,LCP,육군항공사령부,2024-04-02 11:30,M5813,(주)오니,,유재화,1072781532,1072781532,010-7278-1532,충청남도 천안시 동남구 신방통정로34-21 (신방동),88.002,"17,170,681",육군,
50,LPK0005,1,11818,***,24년 1분기 3차 정보통신체계 운영용품 구매,물품,LPK,제8기동사단,2024-04-02 11:30,K66EA,주식회사 아온,,안명수,7088333730,7088333730,070-8833-3730,경기도 포천시 송선로151번길82-0 (설운동),88.024,"5,037,492",육군,
109,LPK0004,1,11812,***,24년 ATCIS운영용품 구매,물품,LPK,제8기동사단,2024-04-02 11:30,KF84A,검프코리아,,송세화,1053242980,1053242980,010-5324-2980,"경기도 동두천시 강변로664번길45 (동두천동, 동두천 신창비바패밀리-1단지)101동601호",88.014,"9,385,853",육군,
2,HDF0033,1,11920,***,‘24년 병사식당 자율운영급식,물품,HDF,공군 제8전투비행단,2024-04-02 11:00,H1B82,주식회사 아이원,ione,최광순,337468966,337468966,033-746-8966,강원특별자치도 원주시 흥업면 사제로203-0,88.653,"92,418,274",공군,
7,LMP0012,2,11009,***,24년 교육훈련물품(칼라각관 구매),물품,LMP,제3보병사단,2024-04-02 11:00,C1ACD,진영기업,,김태헌,334529853,334529853,033-452-9853,강원특별자치도 철원군 갈말읍 삼부연로8번길 17-14(),95.656,"16,500,000",육군,2종-병참물자
38,HCC0023,1,11529,***,"벨브, 솔레노이드용 등 3품목(053)",물품,HCC,해군제1수리창,2024-04-02 11:00,GB2A7,천곡철물상사,cjsrhrcjfanf,안문영,033-535-2546,033-535-2546,033-535-2546,"강원특별자치도 동해시 천곡로47-1 (천곡동, 천곡철물상사)",88.038,"13,665,300",해군,
35,HCC0022,1,10925,***,가바나 조립체 등 7품목,물품,HCC,해군제1수리창,2024-04-02 11:00,IA3AC,수주종합상사,suju jonghab sangsa,서미경,010-6417-8010,010-6417-8010,010-6417-8010,강원특별자치도 동해시 향로1길2-3 (발한동),88.056,"4,344,900",해군,
37,HCC0021,1,11513,***,"센서, 압력측정용 등 3품목(041)",물품,HCC,해군제1수리창,2024-04-02 11:00,IA6F6,월천테크,wallchuntech,반효선,070-8851-3656,070-8851-3656,070-8851-3656,강원특별자치도 동해시 발한로267 (발한동) 105호,88.0,"9,148,200",해군,
180,UMM0318,1,10842,***,(246071-E) 탄통 봉인스티커 제조,물품,UMM,국군재정관리단,2024-04-02 11:00,C1DFB,삼일문화,samilmunwha,한미경,222673866,222673866,02-2267-3866,"서울특별시 중구 마른내로4가길16, 1층(인현동1가)",88.0,"80,691,700",기타,
1246,UMM0339,1,9288,***,"(246072-F) 분석기,스펙트럼용 구매",물품,UMM,국군재정관리단,2024-04-02 11:00,D4D15,주식회사 삼현,SAM HYEU,김희주,334523545,334523545,033-452-3545,강원특별자치도 철원군 동송읍 금학로31-98,88.0,"141,901,140",기타,
1795,UMM0315,1,8633,***,(246138-E) 이동식 자동영상속도측정기기 2종 구매,물품,UMM,국군재정관리단,2024-04-02 11:00,I8F66,다판다 주주마켓,Jiyun Tech,오주희,1089469372,1089469372,010-8946-9372,"경기도 시흥시 역전로50, 1층 스포츠용품점(정왕동)",87.995,"180,908,630",기타,
1281,UMM0316,1,7903,***,(247054-E)  병리장비소모품(7) 8품목 구매,물품,UMM,국군재정관리단,2024-04-02 11:00,K9C88,비드 맥스,,이치형,1056699634,1056699634,010-5669-9634,경상북도 청도군 매전면 관하실길30,88.0,"54,992,360",기타,
967,UMM0292,1,7509,***,24-N-용수철제작기 B형 구매(248072-F),물품,UMM,국군재정관리단,2024-04-02 11:00,F9D3B,주식회사 유니메인,Unimain,박진우,314359246,314359246,031-435-9246,경기도 시흥시 서울대학로59-20 701호 (배곧동),83.016,"292,391,300",기타,
5025,UMM0337,1,7113,***,(247094-F) 전장관리체계 운용품 구매,물품,UMM,국군재정관리단,2024-04-02 11:00,JF0FB,태건,,최진영,1086529394,1086529394,010-8652-9394,"경기도 남양주시 오남읍 진건오남로759번길70, 104동1202호(남양주 오남 푸르지오)",87.995,"134,764,108",기타,
17,UMM0317,1,7106,***,(246084-F) 레펠장갑 등 5종 제조,물품,UMM,국군재정관리단,2024-04-02 11:00,IC6F9,동선,,김현태,315910618,315910618,031-591-0618,경기도 남양주시 화도읍 비룡로379번길19-11,88.149,"100,561,300",기타,2종-피복류
1835,UMM0320,1,7100,***,(246080-F) 반조봉 등 11종 구매,물품,UMM,국군재정관리단,2024-04-02 11:00,M06C7,지니어스케이,,김혜인,7046473089,7046473089,070-4647-3089,"경기도 양주시 독바위로287번길51 (옥정동, 양주옥정 더원 파크빌리지) 2301동 601호",87.996,"130,676,210",기타,
42,UMM0322,1,5146,***,(247013-F) 보장구 56종 구매,물품,UMM,국군재정관리단,2024-04-02 11:00,BE0D8,성림교역,SUNGLIM TRADING,임성태,220688191,220688191,02-2068-8191,서울특별시 영등포구 양산로43-0 (양평동3가)912호,83.288,"545,672,000",기타,2종-피복류
134,MDG0095,1,7776,***,24년 의무장비(한냉요법장치) 구매,물품,MDG,국군의무사령부,2024-04-02 11:00,LC3BD,에스클래스주식회사,,서정미,7088484021,7088484021,070-8848-4021,"경기도 고양시 일산동구 무궁화로20-18, 5층 47 (장항동, 하임빌로데오빌딩)",88.022,"5,350,580",기타,
189,MDG0094,1,7775,***,24년 의무장비(수욕기 일반용) 구매,물품,MDG,국군의무사령부,2024-04-02 11:00,JA4A1,주식회사 바인디자인,,전인섭,7086387515,7086387515,070-8638-7515,"경기도 김포시 양촌읍 황금로117, 테크노존동 117호(이젠 아파트형 공장)",87.995,"17,348,000",기타,
85,MDG0093,1,7774,***,24년 의무장비(손세척대) 구매,물품,MDG,국군의무사령부,2024-04-02 11:00,H5C3C,유진시스템,YUJIN TRADING COMPANY,김인호,1089506267,1089506267,010-8950-6267,"경기도 화성시 융건로182, 1층(배양동)",99.258,"5,390,000",기타,
93,MDG0092,1,7773,***,24년 의무장비(속력걸음대 전기식) 구매,물품,MDG,국군의무사령부,2024-04-02 11:00,I77E8,엘케이에스(LKS),LKS,이경수,319089603,319089603,031-908-9603,"경기도 고양시 일산동구 호수로646-24,  209-4호(장항동, 위너스21-II)",88.006,"4,801,510",기타,
737,MDG0091,1,7772,***,24년 의무장비(환자체온보온기 자동식(공기식)) 구매,물품,MDG,국군의무사령부,2024-04-02 11:00,LEA18,호덕,,김범석,1099830917,1099830917,010-9983-0917,경기도 시흥시 측백나무길5-0 (장곡동) 302호,87.996,"38,043,462",기타,
46,MDG0090,1,7771,***,24년 의무장비(무균작업대) 구매,물품,MDG,국군의무사령부,2024-04-02 11:00,HE871,주식회사 복은,BOKEUN,김령은,1044011789,1044011789,010-4401-1789,"경상남도 창원시 진해구 용원북로17번길15-0 (용원동, 가온빌 101호)",87.996,"3,799,050",기타,
161,MDG0089,1,7770,***,24년 의무장비(초음파수술기) 구매,물품,MDG,국군의무사령부,2024-04-02 11:00,L6DBA,유원케이,,김명선,1047694638,1047694638,010-4769-4638,"서울특별시 영등포구 국제금융로8길19, 208호(여의도동, 중앙빌딩)",88.007,"16,024,560",기타,
1389,HCF0063,1,2609,***,"24-H-16 시험기, 인화점용",물품,HCF,공군군수사령부,2024-04-02 10:30,C972F,대광그래픽스,DAE KWANG GRAPHICS,모종근,222667020,222667020,02-2266-7020,"서울특별시 중구 충무로 29, B동 106호(초동, 아시아미디어타워)",87.996,"38,486,800",공군,
25,SCP0040,1,11907,***,중량봉 등 13종 구매,물품,SCP,제8385부대,2024-04-02 10:30,L22F3,유북서점,,유정근,3.87786E+11,3.87786E+11,038-778577-8541,"경상북도 경주시 안강읍 안강시장길4-3, 103호",88.042,"2,022,120",해군,
56,SDQ0035,1,11138,***,"바, 금속제 등 33종 구매",물품,SDQ,해군제2수리창,2024-04-02 10:30,K2496,파코상사,,조현영,070-8836-8810,070-8836-8810,070-8836-8810,"경기도 평택시 고덕국제8로100, 1325동 802호(고덕동, 고덕국제신도시제일풍경채2차에듀)",88.0,"48,837,840",해군,
56,SDQ0034,1,11136,***,베어링 볼형 환상형 등 8종 구매,물품,SDQ,해군제2수리창,2024-04-02 10:30,K7E87,휴이,,이명교,7043231705,7043231705,070-4323-1705,경기도 평택시 중앙2로13 (평택동) 602-1-310,88.032,"22,231,510",해군,2종-병참물자
40,LKM0017,1,11881,***,24년 공기청정기 필터 제조·구매,물품,LKM,제2632부대,2024-04-02 10:30,L8270,(주)케이필터,,박주영,7086483566,7086483566,070-8648-3566,부산광역시 강서구 미음국제5로103-0 (미음동),88.097,"66,499,334",육군,2종-병참물자
167,HDP0016,1,11813,***,"공기압축기 유니트, 회전식 1종(24-036)",물품,HDP,공군제19전투비행단,2024-04-02 10:30,J7CCA,씨앤엘,,조명희,1092098853,1092098853,010-9209-8853,"인천광역시 남동구 장아산로158 (서창동, 임광 그대가),112-604",88.029,"78,484,690",공군,
270,HDQ0028,1,11801,***,20비 24-87 초극저온장갑 등 27품목,물품,HDQ,제20전투비행단,2024-04-02 10:30,M53E7,새빛,,김가현,1089742988,1089742988,010-8974-2988,"충청남도 천안시 서북구 봉서산샛길65-0 (쌍용동, 주공아파트)414동902호",88.001,"17,072,188",공군,2종-피복류
55,SDQ0037,1,11816,***,"조명등, 전기식 구매",물품,SDQ,해군제2수리창,2024-04-02 10:30,L4BBF,주식회사 참좋은,,배지희,1055785900,1055785900,010-5578-5900,"경기도 평택시 중앙2로13, 602-1-655호(평택동, 센텀스카이)",88.194,"38,490,370",해군,
16,HDP0015,1,11811,***,메프로닐 수화제 등 16종(24-032),물품,HDP,공군제19전투비행단,2024-04-02 10:30,I1F30,포시즌,fourseason,장철,031-374-4404,031-374-4404,031-374-4404,강원특별자치도 강릉시 주문진읍 작은다리길32-0 지1층,88.02,"34,924,000",공군,
4666,SCH0043,1,11771,***,24-13호 HDMI 분배기 등 167종 구매,물품,SCH,해군작전사령부,2024-04-02 10:30,H44A8,나노정보통신,NANO & BOOK,고덕수,328758553,328758553,032-875-8553,인천광역시 남동구 남동대로733번길8-0 (구월동) 국일빌딩 406호,88.0,"41,377,055",해군,
156,SCH0042,1,11765,***,24-17호 엔진오일 등 42종 구매,물품,SCH,해군작전사령부,2024-04-02 10:30,KF538,이에스솔루션,,이은심,1071535252,1071535252,010-7153-5252,"인천광역시 미추홀구 남주길150, 113동 704호(주안동, 힐스테이트 푸르지오 주안)",88.003,"15,646,324",해군,3종-윤활유
50,MCT0023,1,11887,***,아마종목 운동용품(수영복 등 22종) 구매,물품,MCT,국군체육부대,2024-04-02 10:30,LB425,주식회사 화민,,원다빈,1021181368,1021181368,010-2118-1368,충청북도 괴산군 청천면 송문로지촌3길91,88.007,"19,193,529",기타,
34,MCT0021,1,11889,***,근대5종 운동용품(수영복 등 6종) 구매,물품,MCT,국군체육부대,2024-04-02 10:30,H15D0,주식회사 이음,EEUM,전병욱,222784433,222784433,02-2278-4433,서울특별시 서대문구 포방터2길24 (홍은동),95.098,"6,520,000",기타,
42,MCT0020,1,11890,***,복싱부 운동용품(시합복 등 9종)구매,물품,MCT,국군체육부대,2024-04-02 10:30,CB354,명지사,MAUNGJISA,최용호,222749181,222749181,02-2274-9181,서울특별시 마포구 성산로2길55-0 (성산동),88.229,"8,510,000",기타,
56,SCR0041,1,11750,***,홍보의 신 등 도서 31종 434권 구매,물품,SCR,해군제3함대사령부,2024-04-02 10:30,L4A54,주식회사 제이에스엠,,조소현,1046173334,1046173334,010-4617-3334,전라남도 목포시 영산로93-1 (명륜동),90.042,"9,249,130",해군,
530,SFH0036,1,11338,***,"24-B-환경보수자재(톤백, 마대) 구매",물품,SFH,제9196부대,2024-04-02 10:30,C6E35,제일산업,jae il,한영규,316511573,316511573,031-651-1573,경기도 안성시 공도읍 웅교3길38-0,88.021,"64,580,000",해병,
39,SCI0037,1,11541,***,"펌프, 공수식 1점 구매",물품,SCI,제9121부대,2024-04-02 10:30,LB7EB,미래유통,,김가영,010-6417-8010,010-6417-8010,010-6417-8010,"경상남도 창원시 진해구 진해대로727 (석동, 진해 석동 푸르지오) 106-105",88.001,"9,248,700",해군,
56,SDQ0036,1,11376,***,"임펠러, 펌프용, 원심식 등 8종 구매",물품,SDQ,해군제2수리창,2024-04-02 10:30,JD62E,하나솔텍,,전영례,070-4255-0057,070-4255-0057,070-4255-0057,경기도 평택시 현신3길75 (용이동),88.076,"19,431,017",해군,
5396,LCJ0021,1,9699,***,(24육군-해파18)한빛부대 타이어류 구매,물품,LCJ,종합보급창,2024-04-02 10:30,M1935,앤즈,,김정학,1083964860,1083964860,010-8396-4860,경상남도 창원시 의창구 창이대로321번길18-1 (봉곡동),88.0,"26,068,158",육군,
300,SCF0304,1,11698,***,(긴급)엑츄에이터 1.19 1종,물품,SCF,해군군수사령부,2024-04-02 10:30,F0F22,(주)비아이엔씨,"BINC.,CO.LTD.",김여기,7074573900,7074573900,070-7457-3900,서울특별시 서초구 양재동언남 18길3 (양재동  2층),99.341,"33,985,000",해군,
493,SCF0302,1,10779,***,"(긴급)송신기,유량용 등 14종",물품,SCF,해군군수사령부,2024-04-02 10:30,K8BB4,주식회사 대경코리아,,조민구,7078581122,7078581122,070-7858-1122,경상남도 창원시 의창구 원이대로271 (봉곡동) 3층 314-C호,87.995,"49,447,300",해군,
36,SCF0303,1,10772,***,(긴급)배기가스 온도기 1종,물품,SCF,해군군수사령부,2024-04-02 10:30,B6383,국제전기,kook je electrical industry,김승민,518184449,518184449,051-818-4449,부산광역시 강서구 유통단지1로41-0 (대저2동)126동120호,92.537,"3,250,000",해군,3종-가스류
28,SCF0300,1,8918,1,살치살(냉동/덩어리) 구매,물품,SCF,해군군수사령부,2024-04-02 10:30,L5982,강성,,김강희,1033939805,1033939805,010-3393-9805,"경상남도 창원시 마산합포구 해안대로11, 4층(해운동, 월드프라자)",88.134,"30,132",해군,
32,SCF0301,1,753,1,핫도그 구매,물품,SCF,해군군수사령부,2024-04-02 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",99.436,"6,274",해군,
3,MDJ0014,1,11108,***,기타의약품 연간계약,물품,MDJ,국군대전병원,2024-04-02 10:30,K0FFA,베스트팜,,이금상,042-584-5010,042-584-5010,042-584-5010,"충청남도 논산시 중앙로398번길4-8 (취암동), 1층",89.65,"35,109,960",기타,
163,MDJ0015,1,11107,***,장비운영소모품(중공장비) 연간계약,물품,MDJ,국군대전병원,2024-04-02 10:30,JEE53,제이비글로벌주식회사,,박대희,1088766052,1088766052,010-8876-6052,경기도 남양주시 송산로339번길28-11 (별내동) 101호,93.997,"28,394,600",기타,
1187,MDJ0017,1,11105,***,장비운영소모품(영상장비) 연간계약,물품,MDJ,국군대전병원,2024-04-02 10:30,L5A90,에스앤피 인터내셔널,,박효은,432327933,432327933,043-232-7933,"세종특별자치시  시청대로500,418동 404호 (반곡동, 수루배마을 4단지)",88.002,"37,972,368",기타,
260,MDJ0018,1,11104,***,장비운영소모품(기공장비) 연간계약,물품,MDJ,국군대전병원,2024-04-02 10:30,M70B9,주식회사 석동개발,,한향순,7088306410,7088306410,070-8830-6410,"서울특별시 구로구 디지털로288, 2층 208-A261호(구로동, 대륭포스트타워1차)",87.999,"19,468,850",기타,
1160,MDJ0019,1,11103,***,의료기재(처치재료) 연간계약,물품,MDJ,국군대전병원,2024-04-02 10:30,IA871,시논인터네셔널,sinon3636,류영숙,1048450325,1048450325,010-4845-0325,경기도 평택시 안중읍 송담7길12-0,87.995,"31,504,203",기타,2종-병참물자
1267,MDJ0020,1,11102,***,의료기재(병리재료) 연간계약,물품,MDJ,국군대전병원,2024-04-02 10:30,K5EF0,(LS)컴퍼니,,이상운,1087235918,1087235918,010-8723-5918,"경기도 남양주시 다산중앙로145번길15, 8층 802-04호(다산동, 신해센트럴타워Ⅱ)",87.999,"42,644,850",기타,2종-병참물자
4,HDM0016,2,9633,***,2024년 에이스가든 김치구매,물품,HDM,공군제17전투비행단,2024-04-02 10:30,EA478,농업회사법인 주식회사 에스비딤채,,이재홍,415234834,415234834,041-523-4834,충청남도 천안시 동남구 화계1길33-0 (동면),83.266,"18,844,516",공군,
336,HCF0071,1,11820,***,"[KC-10 부품]제어장치,공기조화기용 구매",물품,HCF,공군군수사령부,2024-04-02 10:30,J6660,주식회사 엠제이엠,,김무진,535628476,535628476,053-562-8476,대구광역시 서구 새방로29길6-17 (상리동),98.689,"125,835,600",공군,
4533,HCF0066,1,11694,***,청력보호헤드셋 구매,물품,HCF,공군군수사령부,2024-04-02 10:30,L976E,와이에스컴퍼니,,나윤상,1082531942,1082531942,010-8253-1942,전라남도 강진군 옴천면 옴천중앙로107-5,87.995,"39,008,620",공군,
6,HCF0065,1,11669,***,"[(K)F-16 ADVR 부품]기억장치,비행기록기용 등 5종",물품,HCF,공군군수사령부,2024-04-02 10:30,J6660,주식회사 엠제이엠,,김무진,535628476,535628476,053-562-8476,대구광역시 서구 새방로29길6-17 (상리동),98.801,"84,315,000",공군,
18,HCF0061,1,11512,***,공군 군장품류 제조,물품,HCF,공군군수사령부,2024-04-02 10:30,L6FF9,주식회사 유노인더스트리,,정민영,7087112611,7087112611,070-8711-2611,경기도 남양주시 화도읍 비룡로292번길11,88.166,"40,717,000",공군,
381,HCF0064,1,11374,***,"24-A-32 시험기, 조정용",물품,HCF,공군군수사령부,2024-04-02 10:30,H0FB2,헤럴드,herald,최은일,7047700655,7047700655,070-4770-0655,"경기도 부천시 원미구 조마루로385번길92, 18층 1801호(원미동, 부천테크노밸리 U1 center)",87.996,"23,262,280",공군,
2803,HCF0062,1,6104,***,24-H-06 폭파기,물품,HCF,공군군수사령부,2024-04-02 10:30,K01AF,에스에이치 컴퍼니,,신승훈,1053875432,1053875432,010-5387-5432,"경기도 광명시 광명역로26, 107동 2602호 (일직동,광명역파크자이)",87.996,"44,828,898",공군,
6,HCF0068,1,6005,***,[T(A)FA-50 부품]APU보호 덮개 등 4종 제조,물품,HCF,공군군수사령부,2024-04-02 10:30,LDFE4,제이에이치텍,,강종현,513238011,513238011,051-323-8011,부산광역시 사상구 가야대로196번길63,88.517,"61,962,000",공군,
3,LDH0344,1,9797,***,(정비) 크롬 크릿트 구매,물품,LDH,육군종합정비창,2024-04-01 13:00,HB4C2,주식회사 성우,"SUNGWOO CO., LTD.",김은화,519873828,519873828,051-987-3828,부산광역시 강서구 신호산단3로88번길68 (신호동),90.149,"28,730,320",육군,
3,LDH0351,1,10291,***,(기동) 에어튜부표시기 등 16종 구매,물품,LDH,육군종합정비창,2024-04-01 13:00,BDFC7,현대정밀가스켓,,이의정,051-802-7662,051-802-7662,051-802-7662,부산광역시 사상구 가야대로175번길29-0 (감전동),88.006,"7,408,000",육군,
5,EHF0009,1,0208E,***,"전지, 축전식(BB-7184K)",물품,EHF,미래전력사업전력운영계약팀,2024-04-01 11:00,D4BA5,주식회사 탈로스,,채재호,313376500,313376500,031-337-6500,"경기도 안양시 동안구 학의로282(관양동,금강펜테리움IT타워 A-1704호)",85.519,"198,287,000",국방부직할,2종-통신물자
146,HFK0005,1,11360,***,[무등] 런닝머신 등 8종 구매,물품,HFK,제1방공유도탄여단,2024-04-01 11:00,LEED1,파워해피,,정춘기,1044319857,1044319857,010-4431-9857,"광주광역시 서구 화개1로24번길9, 106동1305호(금호동, 대주파크빌)",88.014,"11,873,491",육군,
515,HFK0004,1,11362,***,[계룡] 런닝머신 등 12종 구매,물품,HFK,제1방공유도탄여단,2024-04-01 11:00,ACAB9,(주)일보람,illboram,이정희,426315168,426315168,042-631-5168,대전광역시 대덕구 대화로37 (대화동),88.0,"13,424,800",육군,
