,Freq
(긴급)제재목 연재질 판자용 등 4종,1
(기동) 5톤차량 거울조립체 등 2종구매,1
‘23년 예비군훈련 급식(도시락) 납품-3권역 ,1
23년2월~4월 부대조달 식자재(99품목) 구매,1
주둔지 경계용 CCTV 제조설치,1
전기 자전거 구매,1
22-평 슬라이스치즈 등 91종 구매(2차분),1
오리콘 발전기조립체 등 6항목 정비,1
(정비) 방진마스크등 7종구매,1
(정비) 핸드탭등 165종구매,1
(정비) 스패터방지 보호커버(머리)등 20종구매,1
승용차(하이브리드 1600cc) 구매,1
플러그 드럼용 등 8항목 제조(급유),1
16-1차 복지기금(운동기구) 구매,1
대테러흑복야전상의 36EA 구매,1
23년도 선수급식(축산),1
(긴급)변환기  디지털-아날로그 변환용 등 2종,1
간부숙소 신축(고강도 콘크리트 말뚝 제조납품),1
23-N-탐지기 금속결함탐지용 전기식 제조,1
실린더 헤드 디젤엔진용 등 9종 구매,1
깻잎장아찌 등 3종 구매,1
(긴급)펌프 원심식 등 18종 구매,1
16-1차 복지기금(가전) 구매,1
수리부속 10종 구매,1
방수용장갑 1종,1
항만경비정 주추진기(water jet) 정비,1
[22-조-060]기동형 소방펌프 2종,1
(226384-C)탄약실습장 정비용장비 제조설치,1
23-흑산도 운용대 급식구매,1
23-F-군견사료 2품목 구매,1
콜라 등 10종 구매,1
(227445-C)출입통제체계 구매 사업,1
마카롱(특식),1
열상장비 센서 1종 구매,1
통신장비 코일 무선주파수용 등 4종 구매,1
22-003 23-1학기 국내교과서,1
23-N-오더피커 구매,1
의료기재(일반수술재료) 연간계약,1
함박스테이크 등 5종 구매,1
22년 PKG MCS 유지보수 정비,1
장보고/손원일급 잠수함 무장장전 플랫폼 정비,1
(긴급)금속제 첨가용 1종,1
조종간 등 17항목 제조(특무),1
대형승용차  3500cc급 2대 구매,1
대형승용차  3800cc급 1대 구매,1
(긴급)해상등화관제스위치 등 4종 구매,1
기어 등 20항목 제조(생산능력확인 특무),1
23년 부대조달 후식(아이스크림팩),1
(긴급)펌프 회전식 1종 구매,1
(긴급)고정물 전등용 등 14종 구매,1
(긴급)팁 등 2종 구매,1
23년 부대조달 후식(아이스크림튜브),1
23년 부대조달 후식(워터젤리),1
23년 부대조달 후식(과일푸딩),1
23년 부대조달 후식(과일젤리),1
23년 부대조달 후식(스트링치즈),1
23-01-020 항공유압실습장기 1품목 제조 구매,1
(긴급)회로카드조립체 등 7종,1
00아파트 승강기 로프 설치 납품,1
생화학분석기(동물용) 1항목 구매(의무),1
전선 등 156품목 구매,1
(일장) 장갑전투도자 노즐 연료 분사용 1종 구매,1
23년 22미리축사탄류,1
대형승용차  3800cc 이상 구매,1
700w발전기 유지 부품,1
모듬 수제소시지,1
23-덕-비료 등 14품목 구매,1
23-덕-농약품 18종 구매,1
22-해-FRP계류부이 제조,1
잠수함(SS-l) 디젤감시장치 PWR PCB 정비,1
(226456-F)육군용사상 표창장표지 등 3종 제조납품,1
23년 국군복지단 식자재 구매,1
UPS 배터리 구매,1
(227364-C)전산운영용품 잉크 토너 구매,1
상륙공격헬기 체계개발사업,1
훈제닭다리 제조/구매,1
23년 간부식당 2개소 육류 구매,1
(236025-E) 체력단련장 코스관리용 비료 구매,1
이발기기외 3종 구매,1
안테나 제작용 자재(재료) 구매,1
유해발굴사업 피복류 제조/납품,1
포탄 조립체 1종 구매,1
조립식망치 등 311종 구매(185),1
(226389-C)체력단련장(연습장) 골프공 제조납품,1
우측 덮개 조립체 등 4항목 구매(총포),1
[22-12(14)] 체육관 신축(자동제어장치) 제조설치,1
23년 1~3월 부대계약 식자재 납품(빵류-냉동빵),1
22-공-00공사 관급자재(냉난방기) 구매설치,1
22-공-군악대 유선마이크 등 4종 구매,1
간 조준용 등 3항목 제조(생산능력확인 총포),1
23년 의무장비(혈압감시장치 24시간) 구매,1
총포 렌즈 등 4종 구매,1
23-2호 반판두부 등 33종 구매,1
(긴급)바 금속제 등 12종,1
전기소작기 내시경용 2EA 구매,1
155밀리 8호 추진장약포 등 2종 제조,1
헌병포제휘장 등 28종,1
22년 정비 및 취사물자 구매,1
23년 학군사관후보생 군장품류 제조,1
(정비) 인서트팁등 140종구매,1
2016년 의무장비(수액조절기) 구매,1
(긴급) 부품 키트 솔용 전기접촉용 등 9종,1
(긴급) 펌프 유압식 1종,1
[시동용발전기 부품]제어장치 판넬 등 6종 제조,1
23-1차 군사경찰 피복(헬멧 및 턱끈) 제조,1
16-3차 시추공 매몰방지용 자재(구조용 흑관) 구매,1
로프 와이어제 등 153항목 구매(특무),1
DIDC 1센터 예비상면 전력화공사 관급자재(자동제어),1
DIDC 2센터 예비상면 전력화공사 관급자재(자동제어),1
(226409-F)전투실험용상용드론(공중중계드론)제조납품,1
(긴급)볼트  기계용 등 2종,1
청간정콘도 텔레비전 및 냉장고 구매,1
내의류 등 5종 구매,1
(정비) 실리콘 건등 21종구매,1
공군 이러닝 무선기반체계 구축사업(리스물건),1
23년 (UH-60) 제어장치 시동보조기용 정비,1
신임장교 가구(관물함) 제조설치납품,1
KSS-I Link-22 체계개발사업,1
(긴급)튜브  연장용  배수용 등 6종,1
23년2월~4월 부대조달 식자재(35품목) 구매,1
휴대형 라디오 구매,1
K9자주포 스프링 등 8종 구매,1
부품제작자재 알루미늄판 등 24종 구매,1
여군 정복/근무복/임부복,1
23년 김치류 제조 납품(백령도  대청도  소청도),1
군위성통신장비(수상함용) 부품(구매),1
(226379-C) 피복(가방류) 제조,1
방포교 생활관 신축공사 관급자재 원격검침 제조설치,1
구축함 음압격실 개조정비(3차),1
(정비) 오토에어릴 등 10종 구매,1
(일반) 장갑전투도자 축압기 등 2종 구매,1
(일반) 화학탐지장비세트 집진기 등 2종 구매,1
(긴급) 잉곳 구리 등 5종,1
(긴급)내수압 청동 1종,1
(237006-E) 의약품 665종 구매,1
(포장자재)스펀지 흰색 등 50종 구매,1
태극기도르래 등 3항목 구매(일반물자),1
가지등 86종 구매,1
23-추자도 운용대 급식 구매,1
16년 통신용 축전지 구매,1
후식(팩형아이스크림),1
23년 신궁 피아식별기 전지,1
23년 현궁 부품(축전지류),1
[도서관] '23 장서구입 연간 통합 발주 (3차),1
2016년 의무장비(의약품냉장고 소형 308리터) 구매,1
(긴급)개스킷 세트 1종 구매,1
2016년 의무장비(냉장고 시약보관용) 구매,1
2016년 의무장비(멀티메타계수형) 구매,1
22-13차 정비용 장비 부품 구매,1
(226356-D)대회의실 비디오월 구축(리스물건),1
후식(이온음료),1
후식(탄산음료),1
후식(커피),1
소형버스  1톤 밴 구매,1
상용지프 구매,1
친환경 금속 녹 세정제 2종 구매,1
23년 빵류 제조 납품(백령도  대청도  소청도),1
고등어구이,1
23년 부대조달 후식(마시는 발효유 등 4종) 구매,1
23년 도서전투부식 구매 납품(백령도),1
23년 두채류 구매납품(백령도),1
23년 가공식품(부대) 구매 납품(백령도),1
수신기  디지털 자료용 2EA 구매,1
16-8차 일반물자(순번대기표) 구매,1
실전적 과학화훈련장 구축 관급자재(맨홀뚜껑),1
(긴급) 단말기 위성통신용 1종 구매,1
(긴급)엘레먼트 조립체 등 7종,1
(226306-C)영상정보 교육시스템 구매 설치,1
(226362-F)작전지속지원분석모델장비 도입(리스물건),1
(긴급)펌프  액체 작동식 등 6종,1
벽걸이 에어컨 등 3종,1
00부대 노후시설 보수공사 탄성포장재 설치,1
부대구매 의료기재  장비운영소모품 구매(A174),1
잠수함(SS-II) TCC배전반 자동추진제어(APC) 정비,1
23년 하늘/우주식당 김치류 제조 구매,1
국군구리병원 출입통제시스템 및 CCTV 구축 사업,1
(긴급) 라바 블록 등 11종 구매,1
성능개량 전파분석체계도입사업,1
(226332-B) 고정식 진술녹화시스템 등 2종 구매,1
특수피복(작전모 등 5종) 구매,1
(226428-E) 관급자재(스틸그레이팅) 제조납품,1
(227358-B) 주거시설 싱크대 제조설치,1
22년 지휘관 및 주임원사 휘장류 제조,1
항온항습기(15RT) 제조 설치,1
(226452-F)체력단련장 연못 폭기시스템 구매설치,1
22-해-해수배수펌프 제조,1
손목보호대 등 28품목,1
22-공-관급자재(원격검침) 제조설치,1
독도함 원격제어밸브 교체,1
전지 재충전불가식(BA-30S) 등 2항목 구매(일반물자),1
(226396-F)관리장비(승용식로터리모아 등 3종)구매,1
22-5차 부대계약 후식(냉동빵류) (구매),1
(긴급)라인 등 5종,1
고정물  전등용 등 3종 구매(174),1
2016년 수송동원함 구매,1
통신장비 수리부속 캐패시터 등 16종 구매,1
전술정보체계 이종프로토콜연동장치도입사업,1
2016년 의무장비(한냉요법장치) 구매,1
(정비) 카본부라쉬등103종 구매,1
2022년 의약품(pelubiprofen 45mg) 구매계약,1
(226431-D) 작전대기시설 컨테이너 제조설치(2공구),1
(긴급)밸브  유량조절용 등 2종,1
23-연 일반무 등 38종 구매(도서지역),1
오색모듬어묵,1
23년도 선수급식(농 수산물 공산품 등 779종),1
미트볼,1
(긴급)튜브 조립체 금속제 1종 구매,1
2016년 의무장비(혈액가온장치) 구매,1
(긴급) 오-링 등 27종,1
2016년 재투자 의무장비(의약품냉장고 소형) 구매,1
발칸 개스킷 등 13종 구매,1
스텐유압호스 등 15종 구매(201),1
22-해-발전기 500kw 제조,1
22-해-교육사 상용 소프트웨어 구매,1
23-욕지도 전진기지 급식 구매,1
23-거문도 운용대 급식 구매,1
23년 부대조달 후식(제로사이다),1
23년 부대조달 후식(아이스크림컵),1
23년 부대조달 후식(아이스크림샌드),1
집게 지혈용(158미리) 등 9항목 구매(의무),1
장갑 외과의사용(수술용4호) 등 11항목 구매(의무),1
봉합사 흡수성 외과용 등 2항목 구매(의무),1
(긴급)호스  비금속제 등 70종,1
HF무전기 데이터 주입기,1
[군악대]스피커 시스템,1
23년 1~3월 부대계약 식자재 납품(면류),1
국방사이버훈련장 라이선스 구매,1
2016년 의무장비(음압유지기 격리병실용) 구매,1
00부대 성당 신축공사 AV설비 설치,1
교육훈련컨텐츠 고도화 구축사업 리스,1
도하 작전용 무인 정찰장비(신속시범),1
K55베어링구매,1
간부숙소 초도비품 구매(전자제품),1
K200 부품키트 등 15종 구매,1
22-14차 정비용 장비 부품 구매,1
22년 천마 수리부속류(호스 등 구매) ,1
(226434-D) 작전대기시설 컨테이너 제조설치(5공구),1
(226430-D) 작전대기시설 컨테이너 제조설치(1공구),1
조달-기체(군)-25  고양 가동장치 작업대,1
(22F198-I) 통합보안관제체계 구매사업 금융리스,1
23년 국군복지단 영업시설업자 배상책임보험,1
UPS(100KVA) 배터리 구매설치,1
23년 의무장비(간이수면검사기) 구매,1
통신장비 저항기 등 7종 구매,1
K1전차 트랜지스터 등 3종 구매,1
K1전차 부품키트 등 4종 구매,1
K1전차 덮개 등 3종 구매,1
K1전차 오링 등 5종 구매,1
K1전차 가스켓 등 9종 구매,1
22 특수수술재료(sextant multi screw 등 3품목) 구매,1
장보고급 조종훈련장 유압장치 정비,1
울산급 Batch-II 후속함(2번함) 건조,1
(정비) 인서트팁등140종구매,1
(226436-F)작전대기시설 컨테이너(7공구) 제조설치,1
22년 의무장비(혈액가스분석기 중형) 구매,1
(226317-C)경호용승합짚 제조,1
22-국-바닥청소차량 구매,1
(조달) 22-4-216 안저사진기 1품목 구매,1
00부대 건물지역전투훈련장 설치(CCTV),1
ATCIS체계 운용용품 구매,1
들것 플라스틱 등 12항목 구매(의무),1
2016년 의무장비(손 세척대) 2차 구매,1
23년 의무장비(흡인기 위장관배액용) 구매,1
(226435-F)작전대기시설 컨테이너(6공구) 제조설치,1
(긴급)회로차단기 등 6종,1
온수순환펌프 등 263품목 구매,1
오산기지 UPS 배터리 1종 구매ㆍ설치,1
(긴급)밸브 유량조절용 등 19종 구매,1
(의무-9) 자가진단키트 등 3품목 구매,1
2022 국군수도병원 장비운영소모품 147차 구매계약,1
영내 관사 놀이터 시설물 구매 설치 및 보수,1
22-0비 다목적강당 관급자재 무대장치 제조·설치,1
12사단 간부숙소150실 신축 관급자재 - 콘크리트 말뚝,1
도서구입(완벽하지 않은 것들에 대한사랑 등 41품목),1
10월 부대계약 (식육가공품류) - 소시지,1
10월 부대계약 (식육가공품류) - 햄,1
000체계 전산물품(서버 등 2종) 구매,1
(22-032) 부대체육비품(덤벨랙 등 35종) 구매,1
(긴급)스터드 평형 등 7종 구매,1
(226177-D)특정지역 신사복류 제조,1
22년 교육훈련물자(플라스틱 들것 롤업) 구매,1
22-해-해상구조훈련장 콘크리트파일 제조,1
22-국-노후 네트워크 장비 교체사업,1
22-해병-노후생활관 관급자재(자동제어) 제조설치,1
20비 22-326-전동카트 구매,1
(조달) 22-3-153 전원부 등 9품목 구매,1
(226444-F)K9 보디금형 제조설치,1
벨트 V형 2항목 구매(특무),1
(226443-E) K9 패드 금형 제조설치,1
(227423-E) 상용SW 및 전장체계용SW 구매,1
22-평 구이용삼겹살 등 8종 구매(2차분),1
공정사단 본부 및 A여단 개편사업(태양광),1
(JSA-1) '23년 판문점 특수피복 구매,1
(긴급)제어카드 등 11종,1
23년 예비군 도시락 제조납품(4권역),1
23년 예비군 도시락 제조납품(1권역),1
22-방공관제사-68(0000체계 수리부속 구매),1
(226380-D)oo학교 생도 60기 침구류 제조,1
(긴급) 비석면판 압축식 등 4종,1
(긴급)매트 #450 등 20종,1
바  금속제 등 12품목,1
17년 장교후보생 운동복 제조/구매,1
롤스크린 등 21종 구매(22-13),1
치과유니트 등 2항목 구매(의무),1
키폰 교환기 교체사업,1
00대학 네트워크접근통제체계 구축,1
22년 낙동강지구 참전용사 전승행사 도시락 구매,1
실감형 디지털교육장(VR체험관) 구축물자 설치납품,1
2016년 전자식교환기(VolP) 교체사업,1
22년 부대 HDMI 매트릭스 구매 계약,1
23-1차 부대계약 후식(파인애플스틱 등 8종)(구매),1
간부숙소 신축 관급 제조설치(씽크대),1
22-공-관급자재(경계울타리) 구매,1
사각창 등 3종 구매(173),1
500KW 비상발전기 정비,1
발칸 와셔 등 11종 구매,1
발칸 리드선 등 10종 구매,1
(정비)크롬크릿트1종구매,1
레이더 세트(GPS-98K) 부품,1
장보고-III Batch-I 지원장비(축전지툴박스 등 216종),1
22-해-유류지원정 제조,1
Link-22 함정/육상 16종 체계개발사업,1
23년 3~4월 부대계약 부식 구매(일반품목),1
23년 3~4월 부대계약 부식 제조(면류),1
모범장병 나라사랑 투어 기념품(시계) 제조,1
CATV 녹화 제어 시스템 설치 납품,1
23-N-체력단련장 농약 47종 구매,1
유압오일 1100PL 구매,1
(226320-B) 지형분석장비 교체(리스물건),1
12월 부대조달 식자재 납품(식육가공품류 - 돈가스),1
함박스테이크 등 143종,1
수레 응급함 등 30항목 구매(의무),1
걸상 직립형(발판) 등 46항목 구매(의무),1
23년 CS 캡슐,1
TICN전원공급기 부품(구매),1
00부대 실내사격장 작약회수용 습식청소기 구매 납품,1
군환경관리센터 동계피복 구매,1
K1전차 베어링 등 13종 구매,1
리치스테이커 타이어 구매,1
부품제작자재 특수강 SCM21 55파이 등 22종 구매,1
 전반기 전장관리체계 운영용품 구매사업,1
22-바란스측정기 구매(228266-H),1
117 예비군훈련대 개편(통합배선),1
의장대대 행사복 구매,1
2022 재투자 의무장비(전자동정제분류포장기) 구매,1
무정전전원공급장치(UPS) 축전지 구매설치,1
(227462-F)의무장비(신경항법 수술기) 구매,1
16-00함 추진체계제어시스템 정비,1
23년 1~3월 부대 계약(빵류),1
22-41차 부대구매(인플루엔자진단키트),1
시설비품 천막 제조,1
해군기 등 16품목 구매,1
모사전송기 구매,1
22-공-00사령부 브리핑시스템 교체사업(229167-F),1
의료기기 수술대 야전용 등 2품목 구매,1
OO함 인원이송용 승강기 정비,1
해안감시레이더(GPW-05K) 성능개선,1
냉각팬보호망(K77현존전력성능극대화사업),1
00부대 성당 분전반 구매 납품,1
자주식 로타리모아 등 4품목 구매,1
23-D-체력단련장 코스관리자재(모래) 구매,1
23-N-심전도계 사단용 구매(238005-D),1
22년 10~12월 부대계약 식자재 납품(장류),1
폭발물처리반 작전화 19EA 구매,1
`13-본-국대-01 00학교 이전 통합배선반 제조,1
해병-3단 자동우산 구매,1
깐쇼새우 등 7종 구매,1
(긴급)스위치  액체 수평기용 등 6종,1
감자튀김 등 10종 구매,1
13-본-국대-01 00학교이전 전광판 제조 설치,1
(긴급)스위치 레버형 등 19종 구매,1
(긴급)알루미늄 합금판 등 27종,1
(226341-B) 군사경찰 통신장비 5종 구매설치,1
전자모듈  표준화형 6EA,1
5톤연결기등21종구매,1
향방작전용 PMS통합관제시스템 관제 P/G 등 6종 구매,1
22년 사무용 데스크톱컴퓨터 도입사업(금융리스),1
(226355-C) VR훈련장비 구매,1
00부대 건물지역전투훈련장 설치납품(창호),1
22-국-인쇄용지 9종 구매,1
00 기동형 중계소 안테나 구축,1
(일장) 교량가설단정 부력블록등 4종구매,1
갈고리 고정장치용 등 7항목 구매(일장),1
22년11월~'23년1월 부대조달 식자재(116품목) 구매,1
배추김치 등 4종,1
DC컨트롤러 구매(188),1
K1전차 윈도우 등 2종 구매,1
00부대 신축공사 관급자재(통합배선) 제조설치,1
2022년 재투자 의무장비(환자관찰장치이동형) 구매,1
16-공-비상취사세트 90EA 제조,1
신영-017 오버헤드크레인 제조 설치,1
2023 본조달 의무장비(혈장해동기) 구매,1
(긴급) 케이블 조립체 특수목적용 전기용 1종,1
K1전차 커플링하프 구매,1
(자재) 안티겔링 등 22종 구매,1
(긴급) 플랜지  파이프용 등 50종,1
견인 고리 1항목 구매(일장),1
(227382-F)체력단련기구 구매,1
22-00창 유해환경 개선 도장·샌딩부스 제조/설치,1
2022 재투자 의무장비(임플란트엔진) 구매,1
000 부대 PC 교체,1
000 부대 교환기 교체사업,1
23년 4~6월 부대계약(식육가공품),1
2수송교육단 교육대 냉방기 설치납품,1
렌치  신관 고정장치용 등 10항목 제조(생산능력),1
(긴급)튜브조립체  금속제 등 6종,1
16-6차 전산운영용품 구매,1
(화공) 부식방지제등14종 구매,1
(화공) 록타이트401등5종 구매,1
22-평 콜라 등 10종 구매(2차분),1
22년 12월 부대급식계약(면류),1
(226398-C)자동화창고 무인지게차 구매,1
A연대지역 이동형중계기 등 8종 설치납품,1
(정비) 에어건등6종 구매,1
(긴급) 스트라이커 플레이트 등 17종,1
22-해병-열영상 CCTV 제조,1
22-해-잠수훈련장리모델링 관급(여과설비)제조설치(2),1
방한모자 등 53종,1
잠수함용 계류지원정(YPK-C) 선체 외주정비,1
보호대 등 9종,1
22-5차 부대조달 식자재 납품(냉동빵류) (구매),1
53사단 더좋은 병영식당 물품 설치납품 및 구매,1
(기동) 5톤차량 플러그 등 16종 구매,1
의료기재및 장비소모품(ADSON forcep외 145종) 구매,1
방열장갑 1항목 구매(피복),1
(긴급)바 금속제 등 21종,1
보일러(25 000Kacl),1
의무장비(전기소작기 병원용 등 3종) 구매,1
2023 국군수도병원 의료가스 6품목 구매,1
23-N-저압표준기 구매(238015-F),1
발라스트 공기압축기(OSLP-200L),1
인쇄용가습기 구매설치,1
(226397-B)체력단련장 관리장비 4종 구매,1
개인전투천막 제조 구매,1
야전배낭 제조 구매(육성-4),1
23년 예비군훈련 급식업체 (도시락) 계약,1
교전장비 수리부속 구매(23-2차),1
보일러(16 000Kacl),1
보일러(13 000Kacl),1
운반체 유성감속기어 등 1항목 구매(궤도),1
바 금속제등 27종(2-1),1
(긴급)변환기 신호자료용 등 7종 구매,1
22년 11~12월 부대계약품목(식자재) 구매,1
22-국-디지털인쇄기 등 3종 구매,1
(226394-C) 오일펌프시험장비 제조,1
나침금형 상부 등 11종(3-2),1
OO부대 CCTV 및 녹화기 설치 납품,1
00부대 가스여과기 필터 설치납품,1
[F-16부품]스위치 압력식 1종 구매,1
(227403-D)'22년 후반기 A · J체계 운용품 구매,1
GRC-512K부품류(제조),1
무정전전원장치(UPS) 제조설치(리스물건),1
22년 후반기 임용 예비군지휘관 근무복류 제조,1
(22군책-물품091)00부대 6000LB 전동지게차 구매,1
2022년 의약품 239차(리피스톱정 등 5품목) 구매,1
CSRP 시초자(표준가스) 구매,1
(227244-C) 디지털 포렌신 장비 구매,1
냉동슈 제조,1
22-6차 연구장비 구매 계약(수정) - 시약및약품냉장고,1
222/631포병 부대개편 관급 원격검침설비 제조설치,1
22-4차 전산운영용품 구매,1
월경방지 경고표지판 제조(1323),1
16-수상함예인정 건조,1
(화공) 아세톤 공업용등 19종구매,1
2023 병리장비운영소모품(13) 2품목 구매,1
(화공) 콘텍트크리너ECC등 14종구매,1
토너 등 10종,1
(화공) 황산등 9종구매,1
냉각수첨가제 1항목 구매(급유),1
23-8 상온 건조형 노면 표지용 도료(백색) 구매,1
유리섬유등10종구매,1
[F-5 부품] 모듀울 조립체 동력 공급기 제조,1
00전대 공병대대본부신축 통합배선 관급자재 제조설치,1
구급대(디지털무늬) 3 000EA 구매,1
충전식 백팩브로워 등 2품목 구매,1
00단 연병장 인조잔디 제조 설치납품,1
23년 잠수함 상가대 감속기(20EA) 외주정비,1
00부대 개편사업 호이스트크레인 제조설치(1지역),1
00부대 개편사업 호이스트크레인 제조설치(2지역),1
00부대 개편사업 호이스트크레인 제조설치(3지역),1
00부대 개편사업 호이스트크레인 제조설치(4지역),1
열상장비 광신호용 케이블조립체 구매,1
통신장비 덮개 단자판용 등 3종 구매,1
브래킷트 압축기용 6항목 구매(기장),1
(긴급)제어장치-표시기 하부조립체 등 4종,1
소화기수입포류,1
부품제작자재 고무로프 등 30종 구매,1
00부대 전력시설 개선 등주 제조납품,1
22년 부대이전 시설사업 자산취득비품 부대비품 구매,1
00부대 작전지휘시설 분전반 구매 납품,1
가솔린매연측정기 등 2종 구매,1
22년 12월 부대급식계약(일반품목),1
후반기 인쇄 CTP판 구매,1
P-3 야전 SIL 유지보수 정비,1
연구장비(가스크로마토그래피) 구매 계약,1
22년 10~12월 부대계약 부식 구매(일반품목),1
22-공-특수요원 작전복 5종 구매,1
22년 소화기(총류) 부품류(구매),1
K77지휘차 클램프 등 19종 구매,1
23년 3~4월 부대계약품목(식자재) 구매,1
00부대 전력시설 개선 등기구 제조납품,1
(정비) 하이스톱날등 55종구매,1
샤워타월 구매,1
22-해-통합정비고 크레인 제조,1
FFG 추진전동기 구성품(PEM  DAU) 정비,1
앵글  건축용 등 8종 구매(193),1
전원분배장치 2EA구매,1
(22G208-A)정보통신망 네트워크 장비 교체 금융리스,1
(227050-H)22교육정보시스템 주전산기 교체(리스물건),1
23년 식자재(김치) 계약(장교 토성회관),1
기동형 통합전술전자전 장비 도입사업,1
후식(샌드형아이스크림),1
후식(팥빙수),1
수중펌프 등 428품목 구매,1
M48베어링등4종구매,1
페인트분무기(육상시설용) 1EA 구매,1
전자해도표시스템(ECDIS) 유지보수 정비,1
일용품(세탁비누 등 12종) 구매,1
전원공급기조립체(입력전원 조립체)등3항목제조(특무),1
(226345-B) 병영식당 조리기구 및 식기류 제조,1
00부대 병영생활관 보수개선공사(통합배선),1
광개토-III Batch-II 후속함(3번함) 건조,1
링스 항공기 Station Box 정비,1
베이컨 등 6종 구매,1
의약품(안연고 등 64종)구매,1
23년 예비군훈련 도시락 제조납품(3권역),1
K77지휘차 호스조립체 등 22종 구매,1
23-01-006 구두솔 등 5품목 구매,1
(긴급) 커팅날 등 15종,1
22년 3-14차 의무비품 구매,1
트럭 수송용(7톤),1
(육성) 00부대 질병예방물품 마스크 구매 납품,1
SOLT 환자 호출벨 등 245종,1
의료기재(K-FILE 25MM 10 등 65종)구매,1
22-해병-이동형 지휘통신체계 도입(리스물건),1
(화공) 산소 공업용 등 2종 구매,1
(정비)프라스틱브러쉬등41종구매,1
2022년 재투자 의무장비(시약및약품냉장고대형),1
(22G211-I) 브리핑시스템 노후교체 2차 사업 금융리스,1
(227467-F)부대조달정보체계 콜센터 구축,1
K10 탄약운반차량 구성품 외주정비,1
23년 부대조달 후식(짜먹는발효유),1
23년 부대조달 후식(떠먹는발효유),1
23년 부대조달 후식(제로콜라),1
23년 부대조달 후식(비타민음료),1
23년 부대조달 후식(판형초콜릿),1
(긴급) 메인스타팅밸브 1종,1
(226378-B) 생도피복(파카류) 제조,1
(일장) 다목적굴착기 밸브등 6종구매,1
20비-22-319-전자파 상시측정 장비 구매,1
K77지휘차 호스 등 13종 구매,1
의료기재 (인바디 용지 등 67종) 구매,1
23년 어육가공품 제조 납품(백령도  대청도  소청도),1
23년 부대조달 후식(콜라 등 11종) 구매,1
병사식당 24년,1
방탄조끼 파편및소총방호용(특대),1
방탄조끼 파편및소총방호용(중),1
락카스프레이 등 199종 구매,1
23-안마도 운용대 급식 구매,1
줄날 등 3항목 구매(일반물자),1
(긴급) 파이프 금속제 등 16종,1
10월 부대계약 (식육가공품류) - 돈까스,1
헌병우의 등 2종 제조,1
교전훈련장비 수리부속 구매(22-31차),1
안전보호구 물품 구매,1
굴삭기 부수기재(채버켓 등 4종) 구매,1
쇼핑백외 1종 구매,1
물만두 등 14종 구매,1
참치통조림 등 15종 구매,1
국수(소면) 등 28종 구매,1
초코링비요뜨 등 7종 구매,1
스파게티소스 등 21종 구매,1
000사업 워크스테이션 구매 설치,1
22-해-천정크레인 제조설치,1
수영복 등 8종 구매,1
대형 타이어 탈착기 등 2종 구매,1
DDH-ll 노후설비 교체 정비,1
국방부 영내 출입통제체계 개선사업 금융리스,1
UPS 구매,1
23년 부대계약(1~3월) 부식(일반품목),1
감시정찰장비 비보급품(다수 품목) 구매,1
23-N-고속지령대 구매설치(238027-H),1
스테인 등 12종 구매(187),1
디지털 윤전용지 등 2종 구매,1
22-공-창정비시설 관급자재 통합배선 제조설치,1
낙동강 전승행사 참전용사 오찬용 뷔페,1
[부대지원과]'23년 한마음회관 식자재 및 소모품 구매,1
(236003-E) 23년 1학기 교과서(국내서) 구매,1
(기동) 5톤차량 튜브 등 10종구매,1
잠수가방 1항목 구매(피복),1
링 측면용 등 11항목 제조(생산능력  기장),1
22-평 00도 선체 정비,1
22년 육성지원물자 제조구매(고성능확대경) 재공고,1
10월 부대조달 식자재 납품(어육가공품),1
인쇄소모용품및후가공제작(구매),1
핸드젯 마킹기 등 2품목 구매,1
육군훈련소 신정 경축특식 쿠키슈 구매,1
22년 후반기 간부숙소 비품 구매계약,1
K200 십자이음관 등 7종 구매,1
마카롱 제조/구매,1
(긴급)감지소자 화재탐지장치용 등 4종,1
무릎보호대 등 6항목 구매(일반물자),1
2023년 예비군 도시락 제조납품,1
23년 3~4월 부대급식계약(어묵류),1
문 차량용 등 2항목 구매(일장),1
(226439-C)비디오월 구축(리스물건),1
스마트 임무수행 환경 구축사업,1
중하중스틸그레이팅 등 4종,1
22-00포대 다목적강당 무대장치 제조 설치,1
(긴급)제동자 배기관용 디젤엔진용 등 13종 구매,1
(긴급)스위치 온도조절용 등 11종 구매,1
랜턴 전기식(이동식 고정식) 2종 구매,1
23년 작전식량(즉석조리식품) 구매,1
항-16-047 050 자동면역분석기 등 42종,1
23년 155밀리 적재훈련탄,1
M2 장간조립교 정비용역(사후52-2차),1
22-2차 정보화 운용재료 구매(2210060-F),1
22-덕-해병 수첩 커버 구매,1
전관방송시스템 설치납품(3사교),1
주름관 등 204품목 구매,1
생도 1학기 교과서 구매,1
23년 의무장비(초음파수술기 PIEZO) 구매,1
기화기 하부 등 8종 구매,1
누수탐지기 1set 구매,1
디젤발전기 제조 설치(23-003),1
23-J-예비군 도시락 제조 납품,1
00부대 통합시설 GHP 냉난방기 설치납품,1
회로카드 조립체(전원공급) 등 3항목 일반제조(특무),1
스위치 및 전선 조립체 등 11항목 일반제조(특무),1
스파이더 직접회로 등 48항목 구매(물품),1
반투명 봉투 등 171품목 구매,1
군 암호체계 분석보호시스템 분석도구 구매,1
(226369-C)스캐너 구매,1
(227040-H)출입통제체계 구축사업,1
육-세종시 22-8차 방탄조끼 제조/납품,1
