Unnamed: 0,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,카테고리
57958,186,SCF0114,1,5118,***,소음기 등 5종 구매,물품,SCF,해군군수사령부,2022-03-31 10:30,J719B,동산 주식회사,,김진아,612770357,612770357,061-277-0357,전라남도 목포시 삼학로303-1 (용해동),88.011,30008030 ,미분류
57959,4,SCF0020,1,3657,***,'22년 잠수함 상가대 정비,물품,SCF,해군군수사령부,2022-03-31 10:30,B63EB,주식회사종합해사,JONGHAP MARITIME INC.,정규화,514137701,514137701,051-413-7701,부산광역시 영도구 남항남로22-0 (남항동3가),83.826,186450000 ,9종
57960,18,LDG0020,1,8691,***,탄약정비용 안전보호용품(반코팅장갑 등 2종) 구매,물품,LDG,육군 탄약지원사령부,2022-03-31 10:30,C8064,목화표장갑,Mok-hwa gloves Co.,백규현,054-931-2241,054-931-2241,054-931-2241,경상북도 성주군 월항면 월항농공단지1길 45(),88.047,43341057 ,미분류
57961,37,LCF0267,1,8844,***,"크랭크축,엔진용 등 116항목 구매(궤도)",물품,LCF,육군군수사령부,2022-03-31 10:30,H0FD7,주식회사남동,주식회사남동,김재영,612770357,612770357,061-277-0357,전북특별자치도 무주군 무주읍 향학로27-1,83.839,364742900 ,9종
57962,2,LCF0268,1,8843,***,"펌프,회전식 등 3항목 제조(궤도)",물품,LCF,육군군수사령부,2022-03-31 10:30,4001F,덕인산업,,장남인,055-385-1151,055-385-1151,055-385-1151,경상남도 양산시 유산공단3길33-0 (교동),91.215,210000000 ,4종
57963,2,LCF0053,1,8661,***,장전뭉치 정렬계기 1항목 제조(특무),물품,LCF,육군군수사령부,2022-03-31 10:30,J6660,주식회사 엠제이엠,,김무진,535628476,535628476,053-562-8476,대구광역시 서구 새방로29길6-17 (상리동),98.533,11639100 ,4종
57964,2,LCF0271,1,8645,***,"조절기,트랙,차량용 등 2항목 제조(생산능력,궤도)",물품,LCF,육군군수사령부,2022-03-31 10:30,3121F,(주)우진정밀,"woojin precision co.,ltd.",김철곤,553235490,553235490,055-323-5490,경상남도 김해시 생림면 생림대로713번길4-0,99.377,164000000 ,4종
57965,34,LCF0261,1,8102,***,작전배낭 등 1항목 제조(피복물자),물품,LCF,육군군수사령부,2022-03-31 10:30,AF054,주식회사 로시코리아,"ROSIKOREA CO.,LTD",장선이,318511427,318511427,031-851-1427,경기도 양주시 어하고개로132번길129-11 (삼숭동) 가동,88.043,29891000 ,2종
57966,510,LCF0262,1,8101,***,흑색로프 등 1항목 구매(피복물자),물품,LCF,육군군수사령부,2022-03-31 10:30,IAE12,문덕철물종합상사,Mundeok tools and building materials,김종훈,054-293-7454,054-293-7454,054-293-7454,경상북도 포항시 남구 오천읍 문덕서로180-0,87.995,63821840 ,2종
57967,17,LCF0264,1,8098,***,조종사용 목티 긴팔 등 1항목 제조(피복물자),물품,LCF,육군군수사령부,2022-03-31 10:30,I3F93,주식회사 오휘인터내셔날,"OHI Co.,Ltd.",권해성,1024586902,1024586902,010-2458-6902,"경기도 고양시 일산서구 송포로299, 2층(가좌동)",88.013,21230900 ,2종
57968,17,LCF0263,1,8095,***,조종사용 목티 반팔 등 1항목 제조(피복물자),물품,LCF,육군군수사령부,2022-03-31 10:30,J2561,썸메이드 주식회사,,이형인,02-2273-5833,02-2273-5833,02-2273-5833,"서울특별시 동대문구 사가정로238-4 (장안동), 3층",88.205,11235000 ,2종
57969,147,LCF0241,1,7891,***,피스톤 펌프 등 1항목 구매(일장),물품,LCF,육군군수사령부,2022-03-30 14:30,J719B,동산 주식회사,,김진아,612770357,612770357,061-277-0357,전라남도 목포시 삼학로303-1 (용해동),88.33,61162590 ,4종
57970,3,LCF0255,1,8246,***,"슬리브,급수용 등 36항목 제조(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,K5F6B,주식회사 배성테크,,김주은,1065599720,1065599720,010-6559-9720,부산광역시 사상구 가야대로196번길63 (학장동),88.626,83323820 ,4종
57971,6,LCF0256,1,8236,***,"실린더 조립체,작동식,선형 등 7항목 제조(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,K5EF4,주식회사 조은이엔지,,손현정,010-5067-7578,010-5067-7578,010-5067-7578,부산광역시 강서구 평강로171번길259 (대저1동),87.995,66550000 ,2종
57972,96,LCF0253,1,7973,***,"스위치,회전식 등 84항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,L0352,주식회사 엠디인터내셔널,,서금숙,1038121694,1038121694,010-3812-1694,"경상북도 김천시 혁신로288-5, 206호(율곡동, 스네일파크빌딩)",87.996,124805287 ,4종
57973,109,LCF0251,1,7930,***,"엔진,가솔린식 등 2항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,H0FD7,주식회사남동,주식회사남동,김재영,612770357,612770357,061-277-0357,전북특별자치도 무주군 무주읍 향학로27-1,88.345,127714800 ,9종
57974,116,LCF0250,1,7928,***,"밸브,버섯형,엔진용 등 15항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,IC5AC,라온몰,,이동희,010-5014-7295,010-5014-7295,010-5014-7295,대전광역시 유성구 배울2로42-0 (관평동) 502-302,87.997,153733920 ,1종
57975,25,LCF0235,1,7925,***,"베어링,니이들용 등 24항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,BA764,대명 ENG,DAEMUNG ENG,이갑용,518318756,518318756,051-831-8756,"부산광역시 강서구 녹산산업중로100-0 (송정동), A동",88.344,18700130 ,9종
57976,49,LCF0246,1,7914,***,"저항기,가변식,권선형,비정밀형 등 4항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,L12D4,도현텍,,김도연,1094733768,1094733768,010-9473-3768,부산광역시 사상구 가야대로196번길63 (학장동) 1층,89.13,15180000 ,미분류
57977,46,LCF0245,1,7911,***,"그로밋,비금속제 등 108항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,I3063,이든산업,Ideun Industry,박용철,070-4647-0245,070-4647-0245,070-4647-0245,부산광역시 강서구 호계로57번길20-0 (죽동동),90.374,40298495 ,9종
57978,89,LCF0249,1,7908,***,"연결기,리셉터클형,전기용 등 25항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,B022B,(주)S.I.E,S.I.E Co.Ltd,이지영,02-2214-6091,02-2214-6091,02-2214-6091,경기도 남양주시 화도읍 경춘로2247번길37-21,88.374,95270000 ,7종
57979,29,LCF0244,1,7900,***,"튜브 조립체,금속제 등 16항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,FBED3,성도산업,"sung do co.,",김정기,055-329-9880,055-329-9880,055-329-9880,경상남도 김해시 상동면 매리230-10,88.559,16524900 ,9종
57980,55,LCF0243,1,7896,***,공기여과기 등 1항목 구매(일장),물품,LCF,육군군수사령부,2022-03-30 14:30,I4872,주식회사 해강,Hea Kang,서상경,1075410347,1075410347,010-7541-0347,"경기도 고양시 덕양구 능곡로13번길16-0 202동 2401호(토당동, 능곡2차현대홈타운)",88.026,9932102 ,미분류
57981,30,LCF0242,1,7895,***,"연결기,플러그형,전기용 등 14항목 구매(일장)",물품,LCF,육군군수사령부,2022-03-30 14:30,K50BB,주식회사 칼라투,,김동국,7070792933,7070792933,070-7079-2933,"경기도 고양시 덕양구 중앙로558번길16-16, 308-A호(행신동, 능곡종합프라자)",99.752,21472655 ,7종
57982,3,LDH0300,1,9181,***,탐지레이더 표시기용등 등 31종 구매,물품,LDH,육군종합정비창,2022-03-30 13:00,FA92E,엠바이즈,M-BUYZ INC,김대영,02-6679-3919,02-6679-3919,02-6679-3919,"서울특별시 구로구 경인로53길15-0 (구로동, 중앙유통단지)라-4407",88.734,42154000 ,7종
57983,3,LCF0259,1,6473,***,"반도체 장치,다이오드용 등 2항목 구매(항공)",물품,LCF,육군군수사령부,2022-03-30 11:30,IF39E,주식회사 나우이노,,황재희,544340901,544340901,054-434-0901,경상북도 김천시 해오름1로1길6-10 (율곡동),88.196,2231732 ,7종
57984,2,LDC0010,1,9537,***,교전훈련장비(K-4 발사기) 구매,물품,LDC,육군과학화전투훈련단,2022-03-30 11:30,I20DE,주식회사에이티솔루션,Aligned Technology solution,박지수,314774366,314774366,031-477-4366,경기도 군포시 공단로140번길46-0 (당정동) 610호(엠테크노센터),88.41,36120700 ,7종
57985,20,LCF0258,1,7393,***,"스트라익,걸쇠용 등 4항목 구매(항공)",물품,LCF,육군군수사령부,2022-03-30 11:30,FAE6E,주식회사 칸,"KHAN Co., Ltd.",현장환,556397600,556397600,055-639-7600,"경상남도 거제시 용소1길105, A동 4층(아주동, 칸빌딩)",83.005,614629520 ,7종
57986,12,LIK0068,1,9712,***,00부대 통합막사 내부도색 자재구매,물품,LIK,제2군수지원여단,2022-03-30 11:00,EB172,"춘천사랑종합유통,필립스A/S",chunchonsarang,황호석,033-257-9944,033-257-9944,033-257-9944,강원도 춘천시 후석로 275(),88.214,7651004 ,미분류
57987,176,HCS0012,1,9833,***,(조달) 22-1-019 초소계단 등 3품목 구매,물품,HCS,제3훈련비행단,2022-03-30 11:00,K5A26,엘케이기획,,이강헌,010-4924-3693,010-4924-3693,010-4924-3693,"경상남도 양산시 덕계로105  (덕계동, 웅상프라자) 1407호",88.039,32689390 ,미분류
57988,3,UMM0180,1,8663,***,22-해-디젤발전기 50KW 제조설치(228063-D),물품,UMM,국군재정관리단,2022-03-30 11:00,C9276,케이피브이(주),KPV.Co.Ltd,이일형,317690813,317690813,031-769-0813,경기도 광주시 초월읍 산수로590-0,87.491,218129983 ,4종
57989,836,UMM0178,1,9198,***,22-해-소독기 저온멸균형 구매(228013-D),물품,UMM,국군재정관리단,2022-03-30 11:00,H8094,하이드림,HIDREAM,심응민,1038795310,1038795310,010-3879-5310,경기도 남양주시 별내면 청학로68-23  309동1302호,87.995,105245900 ,7종
57990,294,UMM0111,1,8956,***,(227075-F) 장비운영소모품(병리6) 29종 구매,물품,UMM,국군재정관리단,2022-03-30 11:00,H8644,주식회사 그린아이에스,GREEN I.S,박옥경,537466570,537466570,053-746-6570,"대구광역시 동구 안심로16길47, 6층 609호(율하동, 율하동 타임스퀘어)",83.056,336251700 ,2종
57991,3,UMM0180,2,8663,***,22-해-디젤발전기 50KW 제조설치(228063-D),물품,UMM,국군재정관리단,2022-03-30 11:00,C9276,케이피브이(주),KPV.Co.Ltd,이일형,317690813,317690813,031-769-0813,경기도 광주시 초월읍 산수로590-0,87.491,218129983 ,4종
57992,257,UMM0113,1,6387,***,(226105-D) 경인쇄기 설치,물품,UMM,국군재정관리단,2022-03-30 11:00,K7340,미래컴퍼니,,박영숙,1051339960,1051339960,010-5133-9960,"경기도 수원시 권선구 서수원로99 (오목천동, 수원권선 꿈에그린 아파트) 105동 501호",88.002,139191320 ,2종
57993,244,UMM0181,1,5309,***,22-공-항공기 교통신호용 등 구매,물품,UMM,국군재정관리단,2022-03-30 11:00,KEA13,국일광고산업,,류민근,1035899191,1035899191,010-3589-9191,경상남도 창원시 마산회원구 양덕북1길3 (양덕동),88.009,79914890 ,7종
57994,154,UMM0179,1,3968,***,"22-공-분석기, 주파수편이용 구매(229037-F)",물품,UMM,국군재정관리단,2022-03-30 11:00,11226,(주)다남정보통신,"DANAM Telecommunication Co., Ltd.",김석용,319190707,319190707,031-919-0707,"경기도 고양시 일산동구 정발산로24, T4동 722호 (장항동, 웨스턴돔2)",83.151,327625720 ,7종
57995,347,UMM0114,1,3246,***,(227043-D)병리장비운영소모품(3) 31종 구매,물품,UMM,국군재정관리단,2022-03-30 11:00,E5242,주식회사 팬웨스트에스앤티,PANWEST S&T Inc.,김건호,319167012,319167012,031-916-7012,경기도 고양시 일산동구 고봉로658번길61-17 (성석동),83.147,188500273 ,2종
57996,320,UMM0116,1,2206,***,(227027-C)치과재료 76품목 구매,물품,UMM,국군재정관리단,2022-03-30 11:00,HE871,주식회사 복은,BOKEUN,김령은,1044011789,1044011789,010-4401-1789,"경상남도 창원시 진해구 용원북로17번길15-0 (용원동, 가온빌 101호)",88.001,109797620 ,8종
57997,4,LNT0013,1,9793,***,쌍용아파트 비품 구매,물품,LNT,제28보병사단,2022-03-30 10:30,ED820,이즈컴넷,iscomnet,김창범,031-965-4380,031-965-4380,031-965-4380,경기도 연천군 청산면 학담로107번길12-2,88.297,4235440 ,2종
57998,2,SCP0051,1,9817,***,알곤 등 7종 구매(검사비 포함),물품,SCP,제8385부대,2022-03-30 10:30,C90B1,대일가스,DAEIL GAS,최봉순,335331580,335331580,033-533-1580,강원특별자치도 동해시 동해대로4491-0 (대구동),88.625,36675300 ,미분류
57999,73,SDF0029,1,9818,***,더블에이 복사용지 등 84종 구매,물품,SDF,제5738부대,2022-03-30 10:30,JD26A,이로운세상,,손경례,7040421380,7040421380,070-4042-1380,"경상북도 포항시 북구 흥해읍 흥해로17-1, 3층",88.013,3178840 ,2종
58000,21,LDA0012,1,9732,***,00부대 공조기 필터 및 벨트 설치납품,물품,LDA,지상작전사령부,2022-03-30 10:30,GCCF0,(주)파란필터산업,"Paranfilter Industry.Co.,Ltd.",윤영훈,313578606,313578606,031-357-8606,경기도 화성시 우정읍 버들로827-20,88.201,38767527 ,9종
58001,4,SCF0148,1,8857,***,"(긴급)시일, 밀봉형 등 7종",물품,SCF,해군군수사령부,2022-03-30 10:30,KC787,토탈marine,,허광주,055-551-4511,055-551-4511,055-551-4511,경상남도 창원시 마산회원구 회원동로42-1 (회원동),97.873,859900 ,미분류
58002,3,SCF0147,1,8437,***,(긴급) 밸브 앵글형 등 1종,물품,SCF,해군군수사령부,2022-03-30 10:30,KC787,토탈marine,,허광주,055-551-4511,055-551-4511,055-551-4511,경상남도 창원시 마산회원구 회원동로42-1 (회원동),91.506,896000 ,2종
58003,72,SCR0012,1,9759,***,네트워크 관리CCTV 장비 구매,물품,SCR,해군제3함대사령부,2022-03-30 10:30,ECD37,서경정보통신 주식회사,"Seo Kyeong Telecommunication Co., Ltd.",김연화,613347711,613347711,061-334-7711,"전라남도 나주시 동수농공단지길99-16, 2층(동수동)",88.107,87767400 ,2종
58004,107,SCF0161,1,8848,***,"(긴급)페룰, 압축용, 튜브이음용 등 7종",물품,SCF,해군군수사령부,2022-03-30 10:30,GF65E,미래상사,miraeshangsa,김성길,051-310-0707,051-310-0707,051-310-0707,"부산광역시 사상구 낙동대로910, C동 253호(감전동, 마트월드)",88.066,19464049 ,미분류
58005,31,SCF0160,1,8811,***,"(긴급)양극, 부식방지용 1종",물품,SCF,해군군수사령부,2022-03-30 10:30,H40CF,에이스철물건자재주식회사,"DONG JIN CO.,LTD",정성용,513100938,513100938,051-310-0938,"부산광역시 사상구 낙동대로910, 씨-301호(감전동)",88.081,5273600 ,1종
58006,21,SCF0149,1,8770,***,"(긴급) 실린더,유압완충장치용 1종 구매",물품,SCF,해군군수사령부,2022-03-30 10:30,G9170,(주)씨앤씨솔루션,C&C Solution,홍수정,519412814,519412814,051-941-2814,부산광역시 강서구 녹산산업중로62-6 (송정동),88.089,2822029 ,2종
58007,18,SCF0150,1,8553,***,"(긴급) 밸브,앵글형 등 2종 구매",물품,SCF,해군군수사령부,2022-03-30 10:30,K6281,엠에이치유통,,성명화,552551033,552551033,055-255-1033,"경상남도 창원시 성산구 대정로73, 102동1305호 (남양동, 성원1차아파트)",98.59,3795000 ,2종
58008,17,SCF0153,1,8039,***,(긴급)데드맨 릴 등 2종,물품,SCF,해군군수사령부,2022-03-30 10:30,GF65E,미래상사,miraeshangsa,김성길,051-310-0707,051-310-0707,051-310-0707,"부산광역시 사상구 낙동대로910, C동 253호(감전동, 마트월드)",88.093,4347200 ,미분류
58009,24,SCF0151,1,8009,***,"(긴급) 와셔,평면형 등 3종 구매",물품,SCF,해군군수사령부,2022-03-30 10:30,KC787,토탈marine,,허광주,055-551-4511,055-551-4511,055-551-4511,경상남도 창원시 마산회원구 회원동로42-1 (회원동),92.154,3700850 ,미분류
58010,116,SCF0117,1,6353,***,이어폰 엘리먼트 등 2품목 구매,물품,SCF,해군군수사령부,2022-03-30 10:30,J1431,시소커뮤니케이션,,정진이,1041498917,1041498917,010-4149-8917,부산광역시 사상구 학감대로123번길67-0 (학장동),88.012,12108500 ,미분류
58011,24,SCF0106,1,5744,***,고순도질소가스 140BT 구매,물품,SCF,해군군수사령부,2022-03-30 10:30,ECA82,주식회사 가스마켓코리아,"GASMARKET KOREA CO., LTD.",박영숙,552982266,552982266,055-298-2266,경상남도 창원시 의창구 동읍 동읍로1033-0,88.037,12456920 ,3종
58012,168,SCF0116,1,3765,***,"리테이너,패킹용등 20종 구매",물품,SCF,해군군수사령부,2022-03-30 10:30,K8BEC,남양코스메틱 주식회사,,정영희,314343553,314343553,031-434-3553,경기도 안산시 단원구 별망로79번길60(성곡동),87.995,66619614 ,미분류
58013,2,MDN0009,1,9111,***,중성자측정기 구매,물품,MDN,국군화생방방호사령부,2022-03-30 10:30,KA267,주식회사 성우소방안전,,강지훈,313072521,313072521,031-307-2521,경기도 수원시 권선구 매송고색로515 (오목천동) 지하1층,92.769,20750000 ,7종
58014,23,LGT0012,1,9801,***,22-2차 간부숙소 벽걸이형 냉난방기 설치납품,물품,LGT,제2307부대,2022-03-30 10:30,I894D,주식회사 오케이이앤지,OK ENGINEERING.INC,유승한,332423515,332423515,033-242-3515,"강원특별자치도 춘천시 춘천로44번길18, 2층(퇴계동)",88.052,63751000 ,2종
58015,3,LFC0033,1,9470,***,경쟁계약 품목 구매(미니떡 스테이크 등 61종),물품,LFC,육군훈련소,2022-03-30 10:30,B9497,(유)목양,mokyang,이상근,417426111,417426111,041-742-6111,충청남도 논산시 연무읍 연무로 320(),87.054,2086790000 ,1종
58016,25,LCF0050,1,7834,***,"링,지지용 등 7항목 구매(특무)",물품,LCF,육군군수사령부,2022-03-30 10:30,J719B,동산 주식회사,,김진아,612770357,612770357,061-277-0357,전라남도 목포시 삼학로303-1 (용해동),88.39,13200930 ,미분류
58017,2,LCF0207,1,7848,***,"브레이크 슈 등 30항목 제조(생산능력, 기장)",물품,LCF,육군군수사령부,2022-03-29 14:30,FC3DC,부산링구공업사,"BUSAN RING IND.,CO.",강신전,512644531,512644531,051-264-4531,부산광역시 사하구 다산로208번길12-0 (다대동),88.194,934000000 ,4종
58018,2,LCF0211,1,8990,***,"체인조립체,타이어용 등 3항목 제조(생산능력, 기장)",물품,LCF,육군군수사령부,2022-03-29 14:30,FC3DC,부산링구공업사,"BUSAN RING IND.,CO.",강신전,512644531,512644531,051-264-4531,부산광역시 사하구 다산로208번길12-0 (다대동),85.843,159398000 ,4종
58019,2,LCF0183,1,7867,***,"호스,흡입용 등 70항목 제조(생산능력, 일장)",물품,LCF,육군군수사령부,2022-03-29 14:30,GA692,진일사,jinilsa,성숙희,518064813,518064813,051-806-4813,부산광역시 사상구 주례동686-3,88.1,70467400 ,4종
58020,2,LCF0198,1,7865,***,"제어장치 등 6항목 제조(생산능력, 일장)",물품,LCF,육군군수사령부,2022-03-29 14:30,4498F,삼호정밀,SAMHO PRECISION,김일천,519717226,519717226,051-971-7226,부산광역시 강서구 평강로217-1 (대저1동),83.91,82000000 ,4종
58021,6,LDH0293,1,8880,***,오리콘 단자용판 등 17종 구매,물품,LDH,육군종합정비창,2022-03-29 13:00,K5F6B,주식회사 배성테크,,김주은,1065599720,1065599720,010-6559-9720,부산광역시 사상구 가야대로196번길63 (학장동),88.314,11307000 ,미분류
58022,3,LDH0298,1,8951,***,(일장) 다목적굴착기 절연체등 12종구매,물품,LDH,육군종합정비창,2022-03-29 13:00,JAD8F,신기산업,,박재완,051-928-1744,051-928-1744,051-928-1744,부산광역시 북구 의성로59번길1 (덕천동),88.252,5397000 ,미분류
58023,3,LDH0297,1,8912,***,통신장비 광신호용케이블조립체 2종 구매,물품,LDH,육군종합정비창,2022-03-29 13:00,H7E84,주식회사 태영이엔지,,곽경민,312248600,312248600,031-224-8600,경기도 용인시 처인구 포곡읍 성산로542번길14,88.864,37161800 ,4종
58024,4,LDH0295,1,8882,***,탐지레이더 전자구성품조립체 등 14종 구매,물품,LDH,육군종합정비창,2022-03-29 13:00,JC530,주식회사 늘밭,,김동석,031-984-3878,031-984-3878,031-984-3878,경기도 김포시 김포대로679번길14-4 (풍무동),94.583,52442850 ,7종
58025,7,LDH0294,1,8881,***,오리콘 오링 등 27종 구매,물품,LDH,육군종합정비창,2022-03-29 13:00,K6CC1,금송산업,,염영화,055-338-1549,055-338-1549,055-338-1549,경상남도 김해시 상동면 여차로464-12,88.112,16763000 ,미분류
58026,113,LCF0037,3,4558,***,TAS-815K 발광다이오드 등 8항목 구매(통신),물품,LCF,육군군수사령부,2022-03-29 11:30,L0352,주식회사 엠디인터내셔널,,서금숙,1038121694,1038121694,010-3812-1694,"경상북도 김천시 혁신로288-5, 206호(율곡동, 스네일파크빌딩)",88.136,36274037 ,미분류
58027,26,LMB0001,1,9387,***,1/4분기 전산운영용품 구매,물품,LMB,제8278부대,2022-03-29 11:30,K8B8A,하나테크,,신훈수,315330775,315330775,031-533-0775,경기도 포천시 가산면 감암길218,88.025,22508309 ,2종
58028,100,LCF0039,3,4676,***,TMR 영상표시장치 등 2항목 구매(통신),물품,LCF,육군군수사령부,2022-03-29 11:30,L0352,주식회사 엠디인터내셔널,,서금숙,1038121694,1038121694,010-3812-1694,"경상북도 김천시 혁신로288-5, 206호(율곡동, 스네일파크빌딩)",88.041,17924732 ,7종
58029,21,HCS0010,1,9581,***,(조달) 22-1-022 카메라 등 9품목 구매,물품,HCS,제3훈련비행단,2022-03-29 11:00,F4C31,경북상사,kyongbuk,김보민,7070792933,7070792933,070-7079-2933,경상남도 창원시 의창구 명서로4번길17-0 (명서동),88.205,12486200 ,2종
58030,50,MCS0017,1,9542,***,(시설-01)콤비 롤스크린등 2종 납품 설치,물품,MCS,국방부계룡대근무지원단,2022-03-29 11:00,D431E,코인브라인드,koinblind,이경아,632257037,632257037,063-225-7037,전북특별자치도 전주시 완산구 인정4길 20-6(),88.019,47717500 ,4종
58031,20,MCX0020,1,9529,***,00병원 공조기 필터 제조설치,물품,MCX,자운대근무지원연대,2022-03-29 11:00,HA0FD,크린필터주식회사,Clean Filter Korea Company,박재한,318798490,318798490,031-879-8490,"경기도 양주시 광적면 부흥로847 양주테크노시티 504,505,506,507호",88.049,28830420 ,4종
58032,41,MCS0016,1,9437,***,(시설-02)PVC 바닥타일 등 2종 납품 설치,물품,MCS,국방부계룡대근무지원단,2022-03-29 11:00,IEA63,(주)우리디자인,,조정선,428416668,428416668,042-841-6668,충청남도 계룡시 금암로26-0 (금암동) 105호,88.003,60369260 ,4종
58033,249,MCS0014,1,9430,***,형광램프 등 5종(시설-물품-01/02),물품,MCS,국방부계룡대근무지원단,2022-03-29 11:00,C7252,대경상사,daekyungsangsa,홍순억,042-551-1494,042-551-1494,042-551-1494,"충청남도 계룡시 신도안1길41-0 (신도안면, 계룡대쇼핑타운)",88.026,42222100 ,2종
58034,314,HCS0009,1,9416,***,(조달) 22-1-027 웹캠 등 32품목 구매,물품,HCS,제3훈련비행단,2022-03-29 11:00,IE170,다다,,서용석,010-4536-7924,010-4536-7924,010-4536-7924,"경상남도 창원시 마산합포구 진동면 신서촌4길34, 1층 101호",88.001,33000000 ,미분류
58035,17,UMM0109,1,6808,***,(227106-F)22년 윈도우7 보안패치SW 구매,물품,UMM,국군재정관리단,2022-03-29 11:00,B4B8D,한길씨앤씨 주식회사,"hangilcnc co.,ltd",신용인,231432486,231432486,02-3143-2486,"서울특별시 금천구 서부샛길632-0 (가산동, 대륭테크노타운5)",94.408,552174480 ,미분류
58036,47,UMM0110,1,3248,***,(227045-F)병리장비운영소모품 117종 구매,물품,UMM,국군재정관리단,2022-03-29 11:00,B3B5C,(주)성광메디피아,SEONG KWANG  MEDIPIA,박종영,222442595,222442595,02-2244-2595,"서울특별시 중랑구 면목로72길20, 301호(면목동, 서창빌딩)",84.24,202897430 ,2종
58037,63,UMM0112,1,2222,***,(227032-C) 병원장비운영소모품 96품목 구매,물품,UMM,국군재정관리단,2022-03-29 11:00,FCD50,주식회사 엔에이치,"NH CO., LTD.",이남택,7042862207,7042862207,070-4286-2207,경기도 남양주시 진접읍 내각1로73번길38-1,83.183,250248589 ,2종
58038,297,UAC0014,1,8253,***,인쇄재료 14종 구매,물품,UAC,국방출판지원단,2022-03-29 11:00,IACB1,주식회사 발렌베리,"BALLENVERY.CO.,LTD",송광선,7044564048,7044564048,070-4456-4048,"대전광역시 서구 도산로485-0, 4층 (탄방동)",87.998,40525102 ,2종
58039,149,MDG0078,1,9026,***,22~23년 장비운영소모품 구매 (치과),물품,MDG,국군의무사령부,2022-03-29 11:00,L0577,코끼리유통,,임혁순,010-3037-5100,010-3037-5100,010-3037-5100,경기도 의정부시 신촌로17번길40-32 (가능동) 2층1호,88.004,12423900 ,2종
58040,225,HCF0012,2,3140,***,[항공지원장비 부품] 공기정화기 등 3종,물품,HCF,공군군수사령부,2022-03-29 10:30,KD962,케이디부품상사(KD부품상사),,서지현,010-4059-2224,010-4059-2224,010-4059-2224,경기도 고양시 덕양구 도래울로17 (도내동) 505-402,88,49509680 ,7종
58041,5,LCJ0014,1,9632,***,파병부대 배추김치 등 17품목 제조 구매,물품,LCJ,종합보급창,2022-03-29 10:30,3052F,고려냉장식품 주식회사,KRF,윤정희,553388771,553388771,055-338-8771,경상남도 김해시 주촌면 서부로1637번길 356(),88.296,47216950 ,1종
58042,687,LCJ0013,1,9623,***,파병부대 공사물자 구매(방호벽),물품,LCJ,종합보급창,2022-03-29 10:30,K12CF,주식회사 동우커넥트,,임동해,1066719662,1066719662,010-6671-9662,"인천광역시 남동구 남동서로236번길30-0 , 2층 222-A252호",88,25657550 ,4종
58043,699,LCJ0012,1,9619,***,00부대 일장수리부속 구매(유압호스 등 59품목),물품,LCJ,종합보급창,2022-03-29 10:30,CD0C1,이지원,Easy One,엄지윤,522384412,522384412,052-238-4412,울산광역시 울주군 서생면 화산리286-20,88.003,23125487 ,9종
58044,1324,LCJ0011,1,9616,***,00부대 유지물자 구매(에어컨 등 4품목),물품,LCJ,종합보급창,2022-03-29 10:30,K0054,에벤에셀,,김현희,1098893189,1098893189,010-9889-3189,"전라남도 나주시 그린로337, 401호(빛가람동, 창대빌딩)",88.011,22293350 ,2종
58045,227,LCJ0010,1,9612,***,00부대 취사기구류 구매(밥솥 등 9품목),물품,LCJ,종합보급창,2022-03-29 10:30,H3387,유정인베스트,YUJEONGINVEST,한기춘,318866608,318866608,031-886-6608,경기도 여주시 세종로58번길15-0 (창동),88.028,24494190 ,2종
58046,17,LCJ0008,1,9580,***,00부대 의무물자 구매(항생제 등 20품목),물품,LCJ,종합보급창,2022-03-29 10:30,ID5C0,주식회사 이든팜,,이은경,313606788,313606788,031-360-6788,"경기도 성남시 수정구 시민로137-0, 4층(신흥동)",88.03,43037770 ,8종
58047,10,SCR0011,1,9534,***,포토 프린터(캐논) 등 4종 구매,물품,SCR,해군제3함대사령부,2022-03-29 10:30,KF42B,유한회사 정석,,정안나,7086913805,7086913805,070-8691-3805,"전라남도 목포시 영산로93-1, 3층 321호(명륜동, 전남빌딩)",88.135,4622540 ,2종
58048,13,LHM0012,1,9422,***,22년 전반기 물탱크 청소 용역,물품,LHM,제15보병사단,2022-03-29 10:30,F46B9,효성종합관리,hyousung,이성혁,033-655-0061,033-655-0061,033-655-0061,강원도 강릉시 가작로303번길1-0 (포남동),88.333,16275172 ,10종
