입찰명,발주기관코드,발주기관,카테고리
전자구성품조립체 등 1항목 제조(특무),LCF,육군군수사령부,미분류
K1패드형 궤도 핀금형 제조,LDH,육군종합정비창,9종
'22년 공군 기지 네트워크 개선사업(리스물건),UMM,국군재정관리단,2종
22년 발칸 전기주파수용 합성기 정비,EHF,미래전력사업전력운영계약팀,미분류
22년 7~8월 부대조달 부식계약(중기간-총각김치),LPG,제5보병사단,미분류
도서류 양들의 침묵 등 84종 구매 납품,SFL,제3283부대,10종
(226249-E) 종교행사용 TV 구매,UMM,국군재정관리단,미분류
22-06-197 공기청정기 필터 등 4품목,HCM,공군교육사령부,9종
[22-0004 세입세출외] 세탁기 등 3품목,HDM,공군제17전투비행단,미분류
22년 00부대 정비피복 제조 구매,LHR,육군 제37보병사단,미분류
오일 시일 등 10종 구매(131),HCC,해군제1수리창,미분류
"뚜껑, 주입구용 등 8종 구매(130)",HCC,해군제1수리창,미분류
22-06-210 베토사 등 3품목,HCM,공군교육사령부,미분류
더좋은 병영식당 취사기구 구매(소모품),LKT,제1989부대,2종
"호스, 금속제 구매",SCI,제9121부대,미분류
(정비)가제수입포 등 6종 구매,LDH,육군종합정비창,미분류
음성분석기 구매,LDH,육군종합정비창,미분류
(정비)인서트팁 등 16종 구매,LDH,육군종합정비창,미분류
밸브류(함정용),EBB,지상공통전력운영계약팀,4종
(병원-016/017)봉합사 등 45종 구매,MCS,국방부계룡대근무지원단,미분류
"(22-102,104,105) 필터 어셈블리-엔진오일 등 105종",HCQ,공군제5공중기동비행단,3종
(22-210) C-130H 조종석 외피 등 4종,HCQ,공군제5공중기동비행단,미분류
22-2차 전산운영용품 구매계약,MBC,화력여단,2종
'22년 해병대 워게임모델 장비 구축사업,UMM,국군재정관리단,미분류
(226034-G) 22년 주전산기 교체사업,UMM,국군재정관리단,2종
22-국-디지털인쇄재료 67종 구매,UMM,국군재정관리단,2종
(227027-H)신호처리 전용체계 구축,UMM,국군재정관리단,미분류
22년 공구세트 등(방공C2A체계용),ESA,유도무기총괄계약팀,9종
연막탄발사기 부품류,EBB,지상공통전력운영계약팀,5종
상용무전기 구매(165대),LGS,육군 제8군단,2종
AV SYSTEM 구매 설치,SFG,제9181부대,미분류
신속항원키트 구매,SFG,제9181부대,미분류
'22년 정비·취사용 물품 구매,LIK,제2군수지원여단,미분류
'22년 기타유지물자 구매,LIK,제2군수지원여단,10종
예비군훈련대 청력보호용 장비(헤드셋) 구매,LKD,제32보병사단,미분류
22년 병영도서관 및 독서카페 도서 구매,LPC,제25보병사단,10종
비디오 영상편집기 구매,DSS,국군제1068부대,10종
"스패너,로드커버용 등 10항목 구매(총포)",LCF,육군군수사령부,9종
개스킷 등 36항목 구매(총포),LCF,육군군수사령부,미분류
"케이스,광학기구용 등 105항목 구매(총포)",LCF,육군군수사령부,미분류
장애물개척전차용 일반공구류(구매),EKA,기동총괄계약팀,9종
K계열 전차 엔진 부품류(구매),EBB,지상공통전력운영계약팀,9종
발생기 신호용 1종 구매,HDI,공군83정보통신정비창,미분류
22년 분석실험실 상용 SW 구매,MFL,합동참모본부,10종
22년 예비군 교전훈련장비체계,EBB,지상공통전력운영계약팀,미분류
작전 차량용 무전기 등 3종구매,MCS,국방부계룡대근무지원단,미분류
22-국-기동위성송출장비 제조,UMM,국군재정관리단,7종
(227248-C) 사이버 모의점검 및 평가도구 구매,UMM,국군재정관리단,미분류
(227026-H)사이버 관제시스템 구매설치(리스물건),UMM,국군재정관리단,미분류
(226247-B) 자동재단기 등 인쇄장비 4종 구매,UMM,국군재정관리단,2종
(227239-B) 악성코드 수집분석체계 라이선스 구매,UMM,국군재정관리단,미분류
22-해-교환기 교체사업(리스물건),UMM,국군재정관리단,미분류
디지털 증거분석체계 SW 라이선스 갱신,SCG,해군본부,미분류
00학교 생활관 콘크리트 파일 제조,MCX,자운대근무지원연대,4종
GRC-512K 부품(구매),EHF,미래전력사업전력운영계약팀,9종
22년 예비군 교전훈련장비 구성품,EBB,지상공통전력운영계약팀,미분류
"브레이크기,박판금,수동식",HCF,공군군수사령부,9종
Xpert Xpress SARS-CoV-2 20BX 구매,SCN,제7001부대,미분류
봉합사 바이크릴 1-0 등 117종 구매(의료기재),SCN,제7001부대,미분류
0.9% 생리식염수 500ml 등 101종 구매(의약품),SCN,제7001부대,8종
3단로라연결봉등 217품목 구매,SFJ,제2112부대,미분류
휴대용 모니터 구매,DSS,국군제1068부대,2종
'22 석면취급자 보호구 구매,LNG,육군 제1군단,미분류
(긴급) 팁 등 10종 구매,SCF,해군군수사령부,미분류
"(긴급) 밸브,체크형 등 4종 구매",SCF,해군군수사령부,4종
(긴급) 오링세트 등 2종 구매,SCF,해군군수사령부,미분류
22년 7월 다수공급자부대계약(중기간 제외 품목),LMK,제6보병사단,미분류
'22년 부대계약 부식(식용유) 구매,LIK,제2군수지원여단,미분류
22년 해군 원격레이더 통합전시기 세트,EHF,미래전력사업전력운영계약팀,7종
(군수-020)전투수영장 비품 2종 구매,MCS,국방부계룡대근무지원단,미분류
22-05-136 벽걸이 에어컨 냉방기 6평 구매/설치,HDL,공군제16전투비행단,미분류
(227028-H)국방부 영상회의시스템 구매설치,UMM,국군재정관리단,10종
(226250-F)안전보호세트 구매,UMM,국군재정관리단,미분류
22년 냉난방기 설치 납품,LQG,육군 52보병사단,미분류
22년 7~8월 부대조달 부식계약(중기간-열무김치),LPG,제5보병사단,미분류
00부대 손목시계 제조납품,DSS,국군제1068부대,미분류
[22-C47]산불진화장비 구매계약,LMK,제6보병사단,5종
8차 재난 및 안전관리 예산(폭염응급키트) 구매 계획,LMK,제6보병사단,미분류
'22년 대대급 안전보호세트 구매,LIK,제2군수지원여단,미분류
깨끗한나라 물티슈 등174종 구매,SCN,제7001부대,미분류
작업장갑 등 68종 구매,SCN,제7001부대,미분류
(긴급) 전원공급기(항해/운항 컴퓨터용) 1종 구매,SCF,해군군수사령부,2종
(긴급) 카플링 1종 구매,SCF,해군군수사령부,미분류
"(긴급) 박판,금속제 등 3종",SCF,해군군수사령부,미분류
(긴급) 높이조절작업대 등 10종,SCF,해군군수사령부,미분류
"(긴급) 제재목,연재질,두꺼운형 등 23종",SCF,해군군수사령부,미분류
부동액 구매,SCF,해군군수사령부,3종
22-2차 부대조달 식자재 납품(어육가공품류)(제조),LHG,제1862부대,미분류
22-6차 간부숙소 벽걸이형 에어컨 설치납품,LGT,제2307부대,미분류
이전사업 관급자재(통신-통합배선),LGP,제1군수지원사령부,미분류
"고무,손잡이용 등 1항목 구매(특무)",LCF,육군군수사령부,미분류
철사각관 등 91종 구매,HCF,공군군수사령부,미분류
K9자주포 엔진부품류(구매),EBB,지상공통전력운영계약팀,9종
케이블/배선장치류,EBB,지상공통전력운영계약팀,4종
22-9차 정비용 장비 부품 구매,LDH,육군종합정비창,9종
발칸 전압전류계 등 6종 구매,LDH,육군종합정비창,미분류
발칸 장치대 구매,LDH,육군종합정비창,미분류
'22년 전관앰프 360W 구매,LIK,제2군수지원여단,미분류
'22년 군 기능인력양성 교육장비 구매,LIK,제2군수지원여단,2종
22-06-200 오실로스코프 등 2품목,HCM,공군교육사령부,9종
교전장비 수리부속 구매(22-7차),LDC,육군과학화전투훈련단,9종
교전장비 수리부속 구매(22-3차),LDC,육군과학화전투훈련단,9종
22년 3분기 교육지원물품 구매,LFK,육군종합군수학교,2종
신속항원키트 등 2종 구매 납품,SFL,제3283부대,미분류
(226017-G) 22년 LAN용 UPS 제조설치사업(리스물건),UMM,국군재정관리단,미분류
(227259-B) 조사체계 SW 라이선스 구매,UMM,국군재정관리단,미분류
(220532-G)22년 교육용 삼성 VoIP 교환기 교체사업,UMM,국군재정관리단,2종
(220631-G)22년 교육용 엘지 VoIP 교환기 교체사업,UMM,국군재정관리단,2종
코팅기 구매,MDR,제9965부대,미분류
'22년 제헌절 경축특식(훈제닭다리) 구매(제조),LKP,5군수지원사령부,미분류
¼톤 통신장비 탑재차,EKA,기동총괄계약팀,미분류
'22년 부식 재포장재료 구매,LGI,제3군수지원여단,2종
00부대 임시숙영시설 방풍실 보수 15동 설치납품,LNQ,제17보병사단,4종
군관사 및 간부숙소 노후 방충망 교체 설치납품,LNQ,제17보병사단,미분류
체력단련장 트레드밀 등 2건 구매,MCT,국군체육부대,미분류
"스페이서, 고리형 등 13종 구매(128)",HCC,해군제1수리창,미분류
부동액 등 31종 구매,SCQ,제9911부대,3종
외장케이스 등 51종 구매,SCQ,제9911부대,미분류
22년 발칸 일반부품(제조),EHF,미래전력사업전력운영계약팀,9종
장비 포장박스 제작,LHZ,제5767부대,미분류
피코휴즈 등 8품목 구매,SFM,제3170부대,미분류
(긴급) 결재판 등 73종,SCF,해군군수사령부,미분류
(긴급) 병 잉크 등 827종,SCF,해군군수사령부,미분류
통신용 앰프 제조/구매,LPC,제25보병사단,미분류
판지 등 31종 구매,SCQ,제9911부대,미분류
특전용품-제압용 수갑 등 14종 구매,SCH,해군작전사령부,미분류
(긴급)오-링 등 14종,SCF,해군군수사령부,미분류
"(긴급) 감압변(25A), 주강 등 3종",SCF,해군군수사령부,미분류
(긴급)오-링 등 23종,SCF,해군군수사령부,미분류
(긴급) HYBRID CABLE 1종,SCF,해군군수사령부,미분류
(긴급)코팅기 등 6종,SCF,해군군수사령부,미분류
전원공급기 등 2종 구매,SCF,해군군수사령부,미분류
U볼트 등 45종,SCF,해군군수사령부,9종
"(긴급) 플랜지,파이프용 등 44종",SCF,해군군수사령부,4종
"(긴급) 표지,수중음파 탐지기용 등 12종 구매",SCF,해군군수사령부,미분류
"구명구, 조끼형 1종 구매",SCF,해군군수사령부,미분류
'22년 공기청정기 필터 제조 구매,LNF,제1보병사단,9종
'22년 제헌절 경축특식 쿠키슈 제조,LIK,제2군수지원여단,미분류
'22년 7~8월 부대계약 부식(일반품목) 구매,LIK,제2군수지원여단,10종
잠수훈련물자 8종 구매,HCF,공군군수사령부,미분류
"조끼, 지상근무자용 등",EKA,기동총괄계약팀,미분류
"'22년 식자재 다수품목 단가계약(7,8월)",LMK,제6보병사단,미분류
22-3차 쇼핑타운 쇼핑카트 구매,UAB,국군복지단,미분류
22년 일반/통신장비커버류,EHF,미래전력사업전력운영계약팀,10종
22녀 7~8월 부대조달 부식계약(일반경쟁),LPG,제5보병사단,10종
디지털포렌식 소프트웨어 라이선스 갱신 사업,MFD,국방부검찰단,2종
22년 정비피복(정비용티셔츠) 제조,LDH,육군종합정비창,미분류
33군사경찰경호대 방탄복 구매(22-100),LCK,수도방위사령부,2종
간부숙소 신축 관급자재(통합배선)(22-신-6-15),LCH,특수전사령부,미분류
사랑아파트(32세대) 싱크대 설치납품,LGM,제11기동사단,미분류
공무직(춘추점퍼 등 10종) 구매,MCX,자운대근무지원연대,미분류
"스프링,지지용",EBB,지상공통전력운영계약팀,미분류
"방현재,선박용",EBB,지상공통전력운영계약팀,미분류
22-해병-2단 갈퀴겸 야전삽자루 등 8품목 구매,UMM,국군재정관리단,4종
(226167-F)권총조준경 구매 제안사업,UMM,국군재정관리단,7종
22-덕-디지털 인쇄 재료 구매,SFC,제9691부대,2종
22-덕-종이컵 등 534품목 구매,SFC,제9691부대,미분류
2022년 국군수도병원 수시의약품 6품목 구매계약,MDD,국군수도병원,8종
22년 공기청정기 필터 제조계약,LMP,제3보병사단,9종
'22년 광복절 경축특식 티라미슈 (제조),LGI,제3군수지원여단,미분류
간부숙소 신축 관급자재(자동제어)(22-신-6-14),LCH,특수전사령부,미분류
자주포 포탑부품류,EBB,지상공통전력운영계약팀,7종
메모홀더 등 55종 구매,SDF,제5738부대,미분류
에어드릴 등 9종 구매,SDF,제5738부대,9종
수정테이프 등 38종 구매,SDF,제5738부대,미분류
수중랜턴 등 9종 구매,SDF,제5738부대,미분류
전산운영용품 구매,LKH,제6128부대,2종
22년 폭염대비 물자 구매,LPK,제8기동사단,미분류
안전고리 등 3품목 구매,SFG,제9181부대,미분류
익형 등 35품목 구매,SFG,제9181부대,미분류
탐조등 충전기 등 35품목 구매,SFG,제9181부대,미분류
00부대 22-2차 전산운영용품 구매,LDA,지상작전사령부,2종
와이어클립 등 19종 구매,SCI,제9121부대,미분류
'22년 간부식당 식자재(김치제외),HFK,제1방공유도탄여단,미분류
22-1차 정비 및 취사피복 제조 구매,LGT,제2307부대,미분류
서귀포호텔 가구류 구매,UAB,국군복지단,미분류
"권총 전술라이트 1항목 구매(대테러, 총포)",LCF,육군군수사령부,7종
22년 박격포 축사기,EBB,지상공통전력운영계약팀,7종
(정비) 연마재(금강사40번) 1종 구매,LDH,육군종합정비창,미분류
22년 오리콘 사격통제장치 부품류 외주정비,EHF,미래전력사업전력운영계약팀,9종
22-해병-생활관 관급자재(자동제어) 제조설치,UMM,국군재정관리단,미분류
(226176-C)특정지역 특정복류 제조 납품,UMM,국군재정관리단,미분류
22-해-항공구조용 하네스 등 10종 구매(228162-D),UMM,국군재정관리단,9종
22-해-00창 관급자재 자동제어 제조설치,UMM,국군재정관리단,미분류
레그익스텐션 등 21종 구매,SCU,해군 기동함대사령부,미분류
22-2차 의무비품(관절모형 등 10품목) 구매,MDG,국군의무사령부,미분류
22-2차 의무비품(투약용카트 등 6품목) 구매,MDG,국군의무사령부,미분류
22-2차 의무비품(스텝퍼 등 7품목) 구매,MDG,국군의무사령부,미분류
"십자선, 광학기구용 등 10항목 구매(총포)",LCF,육군군수사령부,미분류
노트북 배터리 구매,DSS,국군제1068부대,2종
캐노피 천막 구매,SEE,제9해병여단,2종
폭염대비 물자 구매(온도계 등 8건),LQP,제1891부대,미분류
도서(비전공자도 이해할 수 있는 AI지식) 등 367종,SCN,제7001부대,10종
00부대 체계운영유지용품 구매(1차),LDC,육군과학화전투훈련단,미분류
디지털도어락 등 2종(22-197),HDP,공군제19전투비행단,미분류
[102-전체] 비행장 항공등화 교체 공사 완제품 구매,LGS,육군 제8군단,7종
레펠장구류 5종 구매,MDN,국군화생방방호사령부,미분류
00부대 주둔지 과학화 경계시스템 설치,LGT,제2307부대,미분류
오수중펌프 등 126종 구매,SCN,제7001부대,미분류
대대급 안전보호세트 구매,LNS,제55보병사단,미분류
"합판,시공용등 8종",SCR,해군제3함대사령부,4종
22-06-205 철접시머리피스 등 57품목,HCM,공군교육사령부,미분류
22-06-203 자동에어벤트 등 59품목,HCM,공군교육사령부,미분류
항-22-019 응급구조 시뮬레이터,HCL,공군사관학교,7종
00부대 악기(잉글리쉬 혼 등 11종)구매,MCN,국방부근무지원단,10종
"뚜껑, 주입구용 등 4항목 제조(궤도)",LCF,육군군수사령부,미분류
마이크로 메타 아답타 등 331항목 구매(총포),LCF,육군군수사령부,미분류
22년 정비 및 취사피복 계약,LMP,제3보병사단,미분류
22년 부력방탄복,EHF,미래전력사업전력운영계약팀,미분류
장갑차 부품,EBB,지상공통전력운영계약팀,7종
곡사포 일반부품류(제조),EBB,지상공통전력운영계약팀,9종
군위성통신체계부품(구매),EHF,미래전력사업전력운영계약팀,9종
FCT치구(AMM등 2종)제조,HDI,공군83정보통신정비창,8종
함정용안테나부품(구매),EHF,미래전력사업전력운영계약팀,7종
해군 모병홍보물(독도 사각워터볼 등 4종) 구매,SCG,해군본부,10종
근속30주년 기념휘장 등 5종 제조,SCG,해군본부,미분류
손전등 등 57종 구매 납품,SFL,제3283부대,미분류
(226245-E)이동형 헬기위치추적체계 도입(리스물건),UMM,국군재정관리단,7종
22-해-현장감식용 드론 제조설치,UMM,국군재정관리단,7종
22-국-감정장비(가스크로토마토그래피) 구매,UMM,국군재정관리단,미분류
22-해-구조용 텐트 2세트 구매,UMM,국군재정관리단,2종
(226186-E) 기초잠수 착용물자 구매,UMM,국군재정관리단,미분류
"(226098-C) 반창고, 일회용 등 구매",UMM,국군재정관리단,8종
22년 변환기조립체(구축함용)(제조),EHF,미래전력사업전력운영계약팀,미분류
영외자 식당 식자재 납품 계약,HDC,공군제1전투비행단,미분류
접착식 폼블럭 등 17종 구매(22-19),HCC,해군제1수리창,미분류
비닐에스테르 수지 등 7종 구매(121),HCC,해군제1수리창,미분류
구매(악의 등 75종) 구매,SFJ,제2112부대,미분류
예비군 육성지원사업 야전배낭 제조/납품,LGS,육군 제8군단,미분류
예비군 육성지원사업 전투용장갑 구매,LGS,육군 제8군단,미분류
22-2차 도서 구매,DSS,국군제1068부대,10종
식기세척기 임차용역,LGF,육군정보학교,미분류
도시지역작전훈련장 마일즈 장비 제조구매 계약,LPM,제9보병사단사령부,미분류
내진보강공사 관급자재(알루미늄) 구매,LNM,제5181부대,미분류
'22년 6월 다수공급자 품목 부대계약(중기간제외품목),LMK,제6보병사단,미분류
22년 체력단련기구 구매,LNM,제5181부대,미분류
(22군책-소06)00부대 차양대 자재(칸막이) 구매,LCJ,종합보급창,미분류
22년 공기청정기 필터 구매(교체),LFP,육군보병학교,9종
00부대 대대급 장병 안전물자 세트 구매,LKF,제6755부대,미분류
영외자 식당 식자재 납품 계약,HDC,공군제1전투비행단,미분류
스티어 등 221품목 구매,SFM,제3170부대,미분류
(긴급) 카플링 1종 구매,SCF,해군군수사령부,미분류
(긴급)오-링 등 6종,SCF,해군군수사령부,미분류
(긴급)팁 등 7종,SCF,해군군수사령부,미분류
공업용 수소 등 6종 구매,SCF,해군군수사령부,미분류
"(긴급) 접촉기,자석식 등 13종 구매",SCF,해군군수사령부,미분류
(긴급) 디스플레이 유닛 1종 구매,SCF,해군군수사령부,미분류
"(긴급) 핀,직선형,무두형 등 23종 구매",SCF,해군군수사령부,미분류
(긴급) 안전밸브 등 7종 구매,SCF,해군군수사령부,4종
고무호스 등 10종 구매,SCF,해군군수사령부,미분류
탄약보호덮개 제조,LDG,육군 탄약지원사령부,미분류
"폭발물 처리 전자내시경 등 1항목 구매(대테러, 총포)",LCF,육군군수사령부,8종
22-2차 7월 부대계약(부식),LHG,제1862부대,미분류
22년 지뢰보호용 전투화 및 덧신,EHF,미래전력사업전력운영계약팀,5종
230mm급 다련장 수리부속(구매),EBB,지상공통전력운영계약팀,9종
플러그류(제조),EBB,지상공통전력운영계약팀,미분류
22년 KGGB 수리부속,EHF,미래전력사업전력운영계약팀,9종
"브래킷, 판류",EBB,지상공통전력운영계약팀,미분류
워게임 운영물품 구매,MFL,합동참모본부,미분류
"스페이서류(제조,일반)",EBB,지상공통전력운영계약팀,10종
22-05-135 공병대대 분말소화기 4.5KG 등 3종 구매,HDL,공군제16전투비행단,미분류
[22-131] 전력시설 유지 보수용 전력케이블 14종 구매,HDG,공군제10전투비행단,4종
22-공-유류 흡착롤 등 5종 구매(229059-G),UMM,국군재정관리단,미분류
22-국-차량용 DC컨버터 제조,UMM,국군재정관리단,미분류
22-해-해상대테러작전지원용 드론 제조,UMM,국군재정관리단,미분류
(226158-E) 관급자재(호이스트크레인) 제조설치,UMM,국군재정관리단,미분류
22-해-해안정찰지원용 드론 4set 제조,UMM,국군재정관리단,7종
(22G024-H)000단 출입통제체계 구축,UMM,국군재정관리단,미분류
22-국-전통 금관조복 등 6종 제조,UMM,국군재정관리단,미분류
22-국-차륜형 상용 정수장비 제조,UMM,국군재정관리단,10종
22년 6~8월 식용유(콩기름) 구매,LPC,제25보병사단,미분류
'22년 광복절 경축특식(마카롱) 제조,LKP,5군수지원사령부,미분류
PP-2K부품(구매),EHF,미래전력사업전력운영계약팀,9종
박격포 짐판,EBB,지상공통전력운영계약팀,7종
필터-에어클리너등50품목 구매(22-129),HCR,공군제15특수임무비행단,9종
에어컨(9평형) 구매 설치(22-148,HCR,공군제15특수임무비행단,미분류
2차 교육장비 구매(조준경 등 4종),LGD,육군종합행정학교,2종
(긴급) 3000시리즈용 필터 등 183종,SCF,해군군수사령부,9종
'22년 대대급 안전보호물자 구매,LNJ,육군 제1포병여단,미분류
22년 국가기술검정실기재료비 구매,LNG,육군 제1군단,미분류
교전훈련장비(수류탄 발사기) 구매,LDC,육군과학화전투훈련단,미분류
"부품키트, 축방향피스톤 등 12종 구매",SCF,해군군수사령부,9종
회로 차단기 등 17종 구매,SCF,해군군수사령부,4종
(긴급) 시동 피스톤 밸브 등 4종 구매,SCF,해군군수사령부,4종
(긴급) 로드 와이퍼 링 등 6종 구매,SCF,해군군수사령부,미분류
"(긴급) 날,와이퍼용 등 9종 구매",SCF,해군군수사령부,미분류
LED 방습등 40W 등 109종 구매,SCF,해군군수사령부,4종
00부대 voip교환기 교체 설치납품,LMR,제5군단사령부,미분류
군사경찰장비용 휴대용무전기 건전지 등 5종 구매,LCG,육군본부,2종
회로카드 조립체 구매,HDI,공군83정보통신정비창,미분류
정수장비(흡입펌프/호스) 성능개선,EBB,지상공통전력운영계약팀,미분류
수상함 헬기유도등장치 교체,EBB,지상공통전력운영계약팀,7종
HH-32 비행기록장치 성능개선,EBB,지상공통전력운영계약팀,미분류
전산운영용품 구매,LMB,제8278부대,2종
'22년 공군 인터넷 네트워크 사이버방호체계 구축사업,UMM,국군재정관리단,미분류
22-141 공병대대 팝업 등 90종,HCL,공군사관학교,2종
수입지 및 수입포,EBB,지상공통전력운영계약팀,미분류
인쇄용지(하이플러스 미색 90g B) 1종 구매,UAC,국방출판지원단,2종
[도서]초음파물리리뷰가이드 등 280품목,MDQ,국군의무학교,10종
이동식 속도측정기(경찰-03),MCS,국방부계룡대근무지원단,7종
22-국-00학교 생활관 원격검침설비 제조설치,UMM,국군재정관리단,미분류
22-공-차륜용 균형기 등 2종 구매(229084-D),UMM,국군재정관리단,미분류
(226033-G) 차륜형장갑차 시뮬레이터 제조납품,UMM,국군재정관리단,7종
(226035)2군단지휘소화면전시체계 교체사업(리스물건),UMM,국군재정관리단,미분류
(226235-B) 경호용승용차 제조,UMM,국군재정관리단,미분류
22-해-12인치 탐조등 6EA 제조,UMM,국군재정관리단,미분류
(227025-H)00지역 영상회의시스템 등 구매설치(2차),UMM,국군재정관리단,10종
22-국-이동마트차량 제조,UMM,국군재정관리단,6종
22년 7월 부대계약 식자재 납품,LNF,제1보병사단,미분류
'22년 대대급 안전보호세트 구매,LKP,5군수지원사령부,미분류
'22년 7월 식자재(어육가공품) 제조,LKP,5군수지원사령부,미분류
'22년 7월 식자재(부대조달 부식) 구매,LKP,5군수지원사령부,미분류
총기보관함(렉) 제조,LFH,육군부사관학교,미분류
"22년 궤도부품류(조임쇠조립체 등, 사전의향서)",EBB,지상공통전력운영계약팀,9종
장갑전투도자 부품(구매),EBB,지상공통전력운영계약팀,9종
K계열 궤도장비 부품류,EBB,지상공통전력운영계약팀,9종
"장비커버류(기동,총포,통신)",EBB,지상공통전력운영계약팀,7종
"펌프, 공수식 구매",SCI,제9121부대,미분류
22-170 LCU램프,HCL,공군사관학교,미분류
훈련장 공기청정기 필터 제조 설치납품,LGC,육군학생군사학교,9종
DG Gel cooms card 등 15종 구매,SCN,제7001부대,미분류
DVD(피어썸) 등 40종,SCN,제7001부대,미분류
레인지 후드 등 2종 구매,SCN,제7001부대,미분류
"인터쿨러,선외기 등 9종 구매",SDQ,해군제2수리창,미분류
00부대 화면전시 및 화상회의체계 구매 설치사업,LDA,지상작전사령부,미분류
(육성)지역예비군 무기고 및 창고 선반 구매,LQH,제3697부대,미분류
"드라이버,확성기용 등 9종 구매",SDQ,해군제2수리창,9종
접착제 등 9종 구매,SDQ,해군제2수리창,미분류
기화기 조립체 등 10종 구매,SDQ,해군제2수리창,미분류
과학화경계시스템 와이드모니터 구매,LNF,제1보병사단,미분류
작은도서관 도서 구매,SFG,제9181부대,10종
00부대 임시숙영시설 컨테이너 제조구매,LGR,제1288부대,2종
타이어 공기주입기 10EA 구매,SCF,해군군수사령부,9종
샤워기헤드 등 7종 구매,SCF,해군군수사령부,미분류
함정 비수밀도어 교체 정비,SCF,해군군수사령부,미분류
(긴급)호스 조립체 세트 등 8종 구매,SCF,해군군수사령부,미분류
"(긴급)파이프,금속제 등 4종 구매",SCF,해군군수사령부,4종
"(긴급)밸브,솔레노이드용 등 2종 구매",SCF,해군군수사령부,4종
"(긴급)시일,하부 베어링용 등 3종 구매",SCF,해군군수사령부,9종
(긴급)안테나(AS-7502) 1종 구매,SCF,해군군수사령부,미분류
(긴급)회로 차단기 1종 구매,SCF,해군군수사령부,4종
"개스킷(비석면판, 압축식) 등 2종",SCF,해군군수사령부,미분류
"(긴급) 볼트, 기계용 등 26종",SCF,해군군수사령부,9종
"(긴급) 파이프 조립체,금속제 등 15종",SCF,해군군수사령부,4종
"(긴급) 밸브,스프링용 등 3종 구매",SCF,해군군수사령부,4종
"(긴급) 방염도료, 투명 등 9종",SCF,해군군수사령부,4종
윈치세트 1종,SCF,해군군수사령부,미분류
"(긴급) 램프,발광 다이오드용 등 5종 구매",SCF,해군군수사령부,미분류
(긴급) 전원 공급기 등 3종 구매,SCF,해군군수사령부,미분류
"(긴급) 변환기,신호자료용 등 3종 구매",SCF,해군군수사령부,미분류
(긴급) 브이벨트 25인치 등 4종 구매,SCF,해군군수사령부,미분류
금속제 바 10EA 구매,SCF,해군군수사령부,미분류
잠수함(SS-II) 축전지 감시센서 정비,SCF,해군군수사령부,미분류
"(긴급) 어댑터, 직선형, 호스와보스연결용 등9종",SCF,해군군수사령부,미분류
위장카메라 셋 2SET 구매,SCF,해군군수사령부,미분류
안테나조립체 1종 구매,SCF,해군군수사령부,미분류
주거시설(2권역) 도배 및 장판 설치납품,LGS,육군 제8군단,4종
주거시설(1권역) 도배 및 장판 설치납품,LGS,육군 제8군단,4종
00부대 임시숙영시설 컨테이너 제조구매,LGR,제1288부대,2종
22년 7월 부대계약 품목 구매(일반품목),LCM,육군교육사령부,10종
취사용 LPG 구매,LBB,육군제7789부대,3종
영외자 식당 김치류 납품 계약,HDC,공군제1전투비행단,미분류
초자류,EBB,지상공통전력운영계약팀,미분류
케이블조립체(비차폐용),EHF,미래전력사업전력운영계약팀,4종
22년 천마 수리부속(궤도부품류),EHF,미래전력사업전력운영계약팀,9종
22년 현궁 패널 부품(케이블류),EHF,미래전력사업전력운영계약팀,4종
(22-소-8) 00부대 철조망 자재납품,LDH,육군종합정비창,4종
정밀캐스팅자동화시스템 제조 설치,LDH,육군종합정비창,미분류
'22년 해병대 CBT 교실 구축사업(228123-F),UMM,국군재정관리단,미분류
케이블조립체(차폐용),EHF,미래전력사업전력운영계약팀,4종
(22-083) 수중펌프 등 4종 구매,HDN,공군제18전투비행단,미분류
수도병원 승강기 교체,MDG,국군의무사령부,미분류
2022년 의무장비(혈액가스및전해질분석기) 구매,MDD,국군수도병원,미분류
22-공-보오스코우프 키트 구매(229095-D),UMM,국군재정관리단,미분류
22-공-전등유니트(휴대용) 구매(229013-G),UMM,국군재정관리단,3종
(226159-F)관급자재(화물용 엘리베이터) 제조설치,UMM,국군재정관리단,미분류
22-해-야전앰프 구매,UMM,국군재정관리단,미분류
22-국-인쇄장비(디지털윤전시스템) 구매,UMM,국군재정관리단,미분류
수도병원 승강기 교체,MDG,국군의무사령부,미분류
2022년 의무장비(혈액가온장치) 구매계약,MDD,국군수도병원,미분류
2022년 의무장비(혈액가스및전해질분석기) 구매,MDD,국군수도병원,미분류
(21-본1) 관급자재(자동제어) 제조설치,LMR,제5군단사령부,미분류
'22-2차 식자재 다수품목 단가계약(강원서부),LGP,제1군수지원사령부,미분류
'22-2차 식자재 다수품목 단가계약(강원동부),LGP,제1군수지원사령부,미분류
'22-2차 식자재 다수품목 단가계약(경기북부),LGP,제1군수지원사령부,미분류
'22-2차 식자재 다수품목 단가계약(경기남부),LGP,제1군수지원사령부,미분류
'22-2차 식자재 다수품목 단가계약(경기서부),LGP,제1군수지원사령부,미분류
22년 레이더 세트(보조선용 표면레이더)(구매),EHF,미래전력사업전력운영계약팀,7종
개스킷 등 5종 구매,SDQ,해군제2수리창,미분류
고압호스 어셈블리 등 17종 구매,SDQ,해군제2수리창,미분류
